id,date,lon,lat,x,y,x.se,y.se,logit_g,logit_g.se,g,year,region
234798,2022-06-30T22:00:00Z,-70.28216886082585,42.10988061063872,-7823.775249434002,5148.793365546256,5.13743397891472,4.0357974610733445,0.8292663083191062,0.1735778932538217,0.6961997722303419,2022,Cape_Cod
234798,2022-07-01T04:00:00Z,-70.19817579219632,42.14077425189669,-7814.425183803998,5153.413099989494,13.238928401255645,10.290346916025197,0.8292747834195269,0.17354885929955793,0.6962015647589792,2022,Cape_Cod
234798,2022-07-01T10:00:00Z,-70.22182571858131,42.08276570383363,-7817.057881566475,5144.740559383911,3.6189236187297347,1.988796151168323,0.8293042618287743,0.17348264290821291,0.6962077995522743,2022,Cape_Cod
234798,2022-07-01T16:00:00Z,-70.3674431827531,42.04047003241889,-7833.267943528686,5138.422199204489,2.495636336296956,1.7163356299186445,0.829314050262472,0.17345888152018865,0.6962098698264904,2022,Cape_Cod
234798,2022-07-01T22:00:00Z,-70.24003243175441,42.04194117128765,-7819.084643605923,5138.641894876951,1.1872626978970997,0.9663363784682041,0.8293367962290797,0.173405637791277,0.6962146806153292,2022,Cape_Cod
234798,2022-07-02T04:00:00Z,-70.26111590156812,42.059977535223105,-7821.43164472974,5141.335810551074,9.49369123173906,8.333762171781524,0.8293468010495203,0.17338712065506548,0.6962167966286886,2022,Cape_Cod
234798,2022-07-02T10:00:00Z,-70.20822021824804,42.05334926462197,-7815.543324197386,5140.34572088947,3.9823177662694156,2.513752265147144,0.8293788050693178,0.17332864808205298,0.696223565403364,2022,Cape_Cod
234798,2022-07-02T16:00:00Z,-70.2607944532313,42.0290591242016,-7821.395861264568,5136.718300777637,5.8827814778404885,1.8575716206555781,0.8293958801676498,0.17330071426173688,0.6962271767115948,2022,Cape_Cod
234798,2022-07-02T22:00:00Z,-70.3873480113938,42.05801143847807,-7835.483738917295,5141.042116439736,6.413654423574743,2.745145233089268,0.8294468040443557,0.1732208828002764,0.6962379467439345,2022,Cape_Cod
234798,2022-07-03T04:00:00Z,-70.35498157880123,41.958204006728145,-7831.880724122295,5126.144969716314,10.803205054182348,3.5738264158064674,0.8294699930449325,0.1731849331775385,0.6962428509788454,2022,Cape_Cod
234798,2022-07-03T10:00:00Z,-69.95795990011707,41.7084949866714,-7787.684473017283,5088.976305440246,6.894801995083262,3.7929136114911235,0.8295032244479147,0.17313078888296604,0.6962498790006715,2022,Cape_Cod
234798,2022-07-03T16:00:00Z,-69.59629162487434,41.49560841757854,-7747.423744781182,5057.403293465557,6.086653875595552,5.291922655221183,0.8295056897948614,0.17310353247171736,0.6962504003867467,2022,Cape_Cod
234798,2022-07-03T22:00:00Z,-69.75274981052117,41.88152734310764,-7764.840590337825,5114.716254519538,9.148332883761892,5.791999778091998,0.829527092772744,0.17303033664437775,0.6962549267932132,2022,Cape_Cod
234798,2022-07-04T04:00:00Z,-69.80063442424645,42.0307909946682,-7770.171081154557,5136.976887119442,12.103210958432452,9.215390925273612,0.8295295389057553,0.1730066554796643,0.6962554441109677,2022,Cape_Cod
234798,2022-07-04T10:00:00Z,-70.12349629493332,42.08535987721426,-7806.111900195982,5145.128229337574,8.276899393888375,8.67259831938822,0.8295360405307988,0.17294716149401212,0.696256819097588,2022,Cape_Cod
234798,2022-07-04T16:00:00Z,-70.11915618290999,42.1270626053921,-7805.628761135561,5151.362424950898,3.61187408133014,2.4861852925165535,0.8295373530895777,0.1729297558356864,0.6962570966817271,2022,Cape_Cod
