DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
243055,243055,Mk10,15:38:55 25-Jul-2023,,,A,46.8769,-95.8308,CRC 23717.26004,22:05:10 15-Jun-2023,Fast-GPS,117,202,93,159,100,82,130,196,58,74,71,54,83,225,190,101,249,146,195,192,0,0,0,,,,,,,,,
243055,243055,Mk10,21:18:57 25-Jul-2023,,,B,41.9560,-70.0998,CRC 14450.52414,20:00:00 25-Jul-2023,TimeSeries,211,135,45,243,76,172,83,91,247,20,198,159,213,210,40,69,174,150,140,250,25,118,161,244,17,57,224,15,78,222,71,
243055,243055,Mk10,21:24:16 25-Jul-2023,,,B,41.9560,-70.0998,CRC 4333.52799,20:00:00 25-Jul-2023,TimeSeries,209,14,221,243,72,2,136,209,4,76,12,92,132,136,128,55,255,166,34,33,132,192,204,204,68,136,132,136,128,72,140,
243055,243055,Mk10,21:18:57 25-Jul-2023,,,B,42.0618,-70.1724,CRC 14450.51031,20:00:00 25-Jul-2023,TimeSeries,211,135,45,243,76,154,25,8,146,76,188,81,0,93,119,216,138,3,178,74,151,155,71,198,253,74,35,119,153,93,170,
243055,243055,Mk10,23:15:58 25-Jul-2023,,,B,41.9349,-70.0565,CRC 35140.48808,19:00:00 25-Jul-2023,TimeSeries,216,148,77,243,60,166,234,51,243,39,173,141,194,255,7,16,44,248,54,14,96,144,119,98,63,231,195,191,255,251,116,
243055,243055,Mk10,00:50:53 26-Jul-2023,,,B,41.9521,-69.9579,CRC 43641.1942,18:00:00 25-Jul-2023,TimeSeries,218,167,157,243,44,168,238,47,195,0,1,17,26,243,0,17,112,47,49,32,34,120,245,51,50,51,110,241,1,34,34,
243055,243055,Mk10,10:59:39 26-Jul-2023,,,B,41.7262,-69.9896,CRC 47037.27068,16:59:16 25-Jul-2023,Fast-GPS,123,123,221,243,7,180,17,164,239,25,216,203,63,56,151,16,89,148,68,192,0,0,0,,,,,,,,,
243055,243055,Mk10,12:19:59 26-Jul-2023,,,A,41.6236,-69.8468,CRC 24586.17307,23:45:01 15-Jun-2023,Fast-GPS,118,0,173,159,118,208,82,240,132,49,195,137,71,254,100,42,96,23,185,25,56,64,0,,,,,,,,,
243055,243055,Mk10,12:41:32 26-Jul-2023,,,B,41.7151,-70.0076,CRC 21002.22694,23:15:01 15-Jun-2023,Fast-GPS,117,32,173,159,116,240,82,83,154,50,89,21,92,101,223,208,93,131,68,,,,,,,,,,,,,
243055,243055,Mk10,14:30:28 26-Jul-2023,,,B,41.7593,-69.9791,CRC 18817.6845,19:00:00 15-Jun-2023,DiveDepth,52,152,29,159,52,0,82,149,212,10,109,137,112,131,153,18,249,145,194,192,0,0,0,,,,,,,,,
243055,243055,Mk10,15:46:59 26-Jul-2023,,,B,41.7618,-69.9547,CRC 35794.63955,07:00:00 26-Jul-2023,TAD,24,189,45,244,115,124,138,29,32,2,32,,,,,,,,,,,,,,,,,,,,,
243055,243055,Mk10,15:47:15 26-Jul-2023,,,B,41.7618,-69.9547,CRC 11125.62324,06:00:00 26-Jul-2023,DiveDuration,66,183,93,244,97,128,32,,,,,,,,,,,,,,,,,,,,,,,,,
