DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
243055,243055,Mk10,Weak,15-Jun-2023,15:00:00,15-Jun-2023,15:00:00
243055,243055,Mk10,Strong,27-Jul-2023,13:54:37,27-Jul-2023,13:54:40
243055,243055,Mk10,Strong,05-Aug-2023,10:20:55,05-Aug-2023,10:20:59
