Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
17552,243055,11,MC,A,1,25-Jul-2023,15:37:40,46.8769,-95.8308,Speed to avg loc 58 x median,401650000,-124,,0,25-Jul-2023,15:34:15,42.0699,-70.1762,336,,,,,,,20,57,61,242,228,128,0,124,233,140,0,,,,,,,,,,,,,,,,,,,,,
17552,243055,23,MC,A,1,25-Jul-2023,15:37:40,46.8769,-95.8308,Speed to avg loc 58 x median,401650000,-124,,0,25-Jul-2023,15:38:55,42.0699,-70.1762,336,,,,,,,117,202,93,159,100,82,130,196,58,74,71,54,83,225,190,101,249,146,195,192,0,0,0,,,,,,,,,
17552,243055,23,MC,A,1,25-Jul-2023,15:37:40,46.8769,-95.8308,Speed to avg loc 58 x median,401650000,-124,,0,25-Jul-2023,15:39:51,42.0699,-70.1762,336,,,,,,,122,216,173,159,84,0,81,187,231,30,172,50,253,150,203,204,245,146,131,64,0,0,0,,,,,,,,,
17552,243055,31,CS,B,2,25-Jul-2023,21:21:36,41.9560,-70.0998,,401677545,-120,1,0,25-Jul-2023,21:18:57,41.9560,-70.0998,319,,,,,,,211,135,45,243,76,172,83,91,247,20,198,159,213,210,40,69,174,150,140,250,25,118,161,244,17,57,224,15,78,222,71,
17552,243055,31,CS,B,2,25-Jul-2023,21:21:36,41.9560,-70.0998,,401677545,-120,1,0,25-Jul-2023,21:24:16,41.9560,-70.0998,319,,,,,,,209,14,221,243,72,2,136,209,4,76,12,92,132,136,128,55,255,166,34,33,132,192,204,204,68,136,132,136,128,72,140,
17552,243055,31,NK,B,3,25-Jul-2023,21:18:57,42.0618,-70.1724,,401677497,-135,8,0,25-Jul-2023,21:18:57,45.3488,-95.3181,,,,,,,,211,135,45,243,76,154,25,8,146,76,188,81,0,93,119,216,138,3,178,74,151,155,71,198,253,74,35,119,153,93,170,
17552,243055,31,CS,B,4,25-Jul-2023,22:55:36,41.9329,-70.1024,,401677505,-132,8,0,25-Jul-2023,22:55:36,41.9329,-70.1024,,4827,14366,1621,74,,,184,115,13,243,55,65,78,148,66,65,21,24,56,134,1,41,252,242,9,65,27,68,128,96,16,252,24,20,245,80,0,
17552,243055,31,NK,B,5,25-Jul-2023,22:55:36,41.9351,-70.0590,,401677554,-129,,0,25-Jul-2023,22:55:36,41.9351,-70.0590,,4610,13306,1597,72,,,184,115,13,243,55,65,78,148,66,65,21,24,56,134,1,41,252,242,9,65,27,68,128,96,16,252,24,20,245,80,0,
17552,243055,31,SR,B,6,25-Jul-2023,23:15:58,41.9349,-70.0565,,401677553,-116,6,0,25-Jul-2023,23:15:58,41.9349,-70.0565,,2486,7303,846,89,,,216,148,77,243,60,166,234,51,243,39,173,141,194,255,7,16,44,248,54,14,96,144,119,98,63,231,195,191,255,251,116,
17552,243055,31,A1,B,7,25-Jul-2023,23:20:26,41.9573,-70.0439,,401677624,-121,6,0,25-Jul-2023,23:20:27,41.9573,-70.0439,,3626,9315,1411,89,,,214,9,29,243,56,3,201,220,85,153,157,73,242,34,34,39,255,164,81,217,152,101,221,221,222,12,107,127,254,161,192,
