DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
243055,243055,,Mk10,16:00:00 15-Jun-2023,,,,0.4,22.1,TimeSeries
243055,243055,,Mk10,20:00:00 15-Jun-2023,,,,0.1,28.0,TimeSeries
243055,243055,,Mk10,21:00:00 15-Jun-2023,,,,0.1,28.0,TimeSeries
243055,243055,,Mk10,15:00:00 25-Jul-2023,,,,0.4,21.8,TimeSeries
243055,243055,,Mk10,16:00:00 25-Jul-2023,,,,0.8,20.9,TimeSeries
243055,243055,,Mk10,17:00:00 25-Jul-2023,,,,0.4,20.8,TimeSeries
243055,243055,,Mk10,18:00:00 25-Jul-2023,,,,0.4,20.8,TimeSeries
243055,243055,,Mk10,11:00:00 27-Jul-2023,,,,0.0,16.0,Status
243055,243055,,Mk10,11:00:00 28-Jul-2023,,,,0.0,16.7,Status
243055,243055,,Mk10,13:00:00 29-Jul-2023,,,,0.0,19.5,Status
243055,243055,,Mk10,23:00:00 30-Jul-2023,,,,0.0,19.4,Status
243055,243055,,Mk10,20:00:00 31-Jul-2023,,,,0.4,18.0,TimeSeries
243055,243055,,Mk10,21:00:00 31-Jul-2023,,,,0.4,19.7,TimeSeries
243055,243055,,Mk10,23:00:00 31-Jul-2023,,,,0.0,19.3,Status
243055,243055,,Mk10,13:00:00 03-Aug-2023,,,,0.0,17.3,Status
243055,243055,,Mk10,14:00:00 03-Aug-2023,,,,0.6,18.3,TimeSeries
243055,243055,,Mk10,11:00:00 05-Aug-2023,,,,0.0,18.0,Status
243055,243055,,Mk10,22:00:00 05-Aug-2023,,,,0.0,19.4,Status
