DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
BOF1,267425,Mk10,17:28:21 24-Jul-2024,Argos,3,44.9040,-66.9874,130,446,37,101,,,,,,
BOF1,267425,Mk10,19:19:06 24-Jul-2024,Argos,1,44.9055,-66.9644,774,1182,506,135,,,,,,Lon > 4 deviations from mean
BOF1,267425,Mk10,20:57:25 24-Jul-2024,Argos,3,44.9013,-66.9939,203,2001,20,78,,,,,,Lon > 4 deviations from mean
BOF1,267425,Mk10,21:30:52 24-Jul-2024,Argos,3,44.9027,-66.9843,139,254,75,47,,,,,,
BOF1,267425,Mk10,21:46:33 24-Jul-2024,Argos,1,44.8997,-66.9820,734,1520,353,28,,,,,,
BOF1,267425,Mk10,21:47:39 24-Jul-2024,Argos,3,44.8996,-66.9836,149,196,112,129,,,,,,
BOF1,267425,Mk10,22:34:17 24-Jul-2024,Argos,B,44.9010,-66.9799,3226,4647,2239,86,,,,,,
BOF1,267425,Mk10,22:47:29 24-Jul-2024,Argos,A,44.9027,-66.9813,707,1502,333,158,,,,,,
BOF1,267425,Mk10,23:09:42 24-Jul-2024,Argos,3,44.9023,-66.9830,105,512,21,101,,,,,,
BOF1,267425,Mk10,23:17:33 24-Jul-2024,Argos,A,44.9021,-66.9840,149,1525,14,95,,,,,,
BOF1,267425,Mk10,23:25:59 24-Jul-2024,Argos,3,44.9038,-66.9874,213,2055,22,81,,,,,,
BOF1,267425,Mk10,17:31:00 08-Aug-2024,User,,44.8782,-66.4323,,,,,,,,,,
BOF1,267425,Mk10,17:37:30 08-Aug-2024,Argos,B,44.8935,-66.4470,1087,11977,98,21,,,,,,
BOF1,267425,Mk10,18:20:59 08-Aug-2024,Argos,B,44.8904,-66.4457,1362,2018,919,32,,,,,,
BOF1,267425,Mk10,20:40:25 08-Aug-2024,Argos,B,44.8886,-66.4414,1945,2817,1342,69,,,,,,
BOF1,267425,Mk10,21:43:22 08-Aug-2024,Argos,B,44.8492,-66.4469,1863,3951,878,83,,,,,,
BOF1,267425,Mk10,21:56:36 08-Aug-2024,Argos,0,44.8869,-66.4866,2219,8104,607,46,,,,,,
BOF1,267425,Mk10,21:58:25 08-Aug-2024,Argos,B,44.8925,-66.4868,1774,3161,994,69,,,,,,
BOF1,267425,Mk10,22:14:23 08-Aug-2024,Argos,A,44.8993,-66.4830,3171,5655,1778,89,,,,,,
BOF1,267425,Mk10,23:11:47 08-Aug-2024,Argos,A,44.8749,-66.4969,659,11368,38,94,,,,,,
BOF1,267425,Mk10,23:44:21 08-Aug-2024,Argos,B,44.8618,-66.5008,641,2711,151,95,,,,,,
