DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
BOF1,267425,,Mk10,,,13:16:42 26-Aug-2024,,0,43.8831,-67.7994,CRC,0,0,,8067,3.440,0.992,0.196,16.00,1.0,56.0,-3,,,,,,,,,,,154,17,255,80,16,,,,,,,1438,1241,0,,,,,,,,,,
BOF1,267425,,Mk10,,,23:25:56 26-Aug-2024,,A,43.9294,-68.0972,CRC,0,0,,8259,3.504,0.992,0.156,16.80,1.0,56.0,-3,,,,,,,,,,,170,17,255,80,16,,,,,,,1468,1267,0,,,,,,,,,,
BOF1,267425,,Mk10,,,23:01:15 28-Aug-2024,,A,43.6580,-68.8002,CRC,0,0,,8835,3.440,0.992,0.256,14.00,1.0,76.0,-2,,,,,,,,,,,189,17,255,80,16,,,,,,,1607,1404,0,,,,,,,,,,
BOF1,267425,,Mk10,,21:38:51 01-Sep-2024,21:38:51 01-Sep-2024,0,A,44.1904,-67.1303,CRC,0,0,,,,0.992,0.232,,1.0,94.0,-2,,,,,,,,,,,167,17,255,80,16,,,,,,,1893,1687,0,,,,,,,,,,
BOF1,267425,,Mk10,,,09:29:18 03-Sep-2024,,B,44.3583,-66.9553,,0,0,,43147,3.440,0.992,0.196,12.50,1.5,68.0,-1,,,,,,,,,,,,17,255,80,16,,,,,,,,,0,,,,,,,,,,
BOF1,267425,,Mk10,,,13:27:37 04-Sep-2024,,B,45.0345,-66.5025,CRC,0,0,,10755,3.376,0.984,0.388,12.70,1.0,60.0,-2,,,,,,,,,,,92,17,255,80,16,,,,,,,2098,1892,0,,,,,,,,,,
BOF1,267425,,Mk10,,,02:25:51 05-Sep-2024,,B,44.9672,-66.8572,CRC,0,0,,11011,3.376,0.984,0.360,12.70,1.0,52.0,-2,,,,,,,,,,,188,17,255,80,16,,,,,,,2142,1936,0,,,,,,,,,,
BOF1,267425,,Mk10,,20:01:26 07-Sep-2024,20:01:26 07-Sep-2024,0,B,45.0535,-66.8653,CRC,0,0,,,,0.992,0.176,,1.0,34.0,-2,,,,,,,,,,,164,17,255,80,16,,,,,,,2358,2152,0,,,,,,,,,,
BOF1,267425,,Mk10,,,11:28:14 10-Sep-2024,,B,45.0170,-66.6770,CRC,0,0,,12675,3.376,0.984,0.268,13.30,1.0,42.0,-1,,,,,,,,,,,166,17,255,80,16,,,,,,,2571,2365,0,,,,,,,,,,
BOF1,267425,,Mk10,,10:26:27 13-Sep-2024,10:26:27 13-Sep-2024,0,B,45.0308,-66.7001,CRC,0,0,,,,0.992,0.252,,1.0,38.0,-2,,,,,,,,,,,136,17,255,80,16,,,,,,,2798,2592,0,,,,,,,,,,
BOF1,267425,,Mk10,,13:46:09 15-Sep-2024,13:46:09 15-Sep-2024,0,B,44.7411,-66.5486,CRC,0,0,,,,0.992,0.140,,1.5,66.0,-2,,,,,,,,,,,182,17,255,80,16,,,,,,,2947,2730,0,,,,,,,,,,
BOF1,267425,,Mk10,,,17:48:17 20-Sep-2024,,B,44.7752,-66.4797,CRC,0,0,,15491,3.440,0.992,0.176,14.20,1.0,54.0,-3,,,,,,,,,,,166,17,255,80,16,,,,,,,3299,3025,0,,,,,,,,,,
