DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
CCS-0064,243056,Mk10,DS,1,0,0,,,18:30:17 27-Jul-2024,O3,,,,,,,,401650000,-134
CCS-0064,243056,Mk10,DS,2,0,0,257,257,21:31:36 27-Jul-2024,SR,,,,,,,,401650000,-133
CCS-0064,243056,Mk10,DS,3,0,2,17,15,22:05:51 27-Jul-2024,A1,,,,,,,,401650000,-130
CCS-0064,243056,Mk10,DS,3,0,3,209,197,22:09:31 27-Jul-2024,NK,A,48.5427,-32.8564,41.7376,-69.7700,,,401650000,-130
CCS-0064,243056,Mk10,DS,2,0,1,221,221,22:09:23 27-Jul-2024,CS,,,,,,,,401650000,-126
CCS-0064,243056,Mk10,DS,2,0,2,256,256,23:49:49 27-Jul-2024,NK,B,41.6648,-69.8606,41.6648,-69.8606,6,,401677671,-128
CCS-0064,243056,Mk10,DS,1,0,1,,,00:16:22 28-Jul-2024,MB,B,41.7456,-69.7996,48.5015,-32.9143,6,,401677657,-127
CCS-0064,243056,Mk10,DS,1,0,0,,,09:00:07 28-Jul-2024,SR,B,41.7782,-69.8756,41.7782,-69.8756,8,,401677615,-137
CCS-0064,243056,Mk10,DS,6,0,1,74,21,10:14:52 28-Jul-2024,A1,0,41.7166,-69.7860,41.7166,-69.7860,48,,401677620,-119
CCS-0064,243056,Mk10,DS,3,0,0,77,33,10:16:31 28-Jul-2024,CS,A,41.7348,-69.8380,41.7348,-69.8380,8,,401677613,-121
CCS-0064,243056,Mk10,DS,2,0,0,164,164,10:30:58 28-Jul-2024,SR,B,41.7259,-69.8514,41.7259,-69.8514,8,,401677600,-124
CCS-0064,243056,Mk10,DS,2,0,0,237,237,12:03:47 28-Jul-2024,NK,B,41.7215,-69.7245,41.7215,-69.7245,7,,401677617,-124
CCS-0064,243056,Mk10,DS,1,0,0,,,12:12:23 28-Jul-2024,SR,B,41.7262,-69.8102,41.7262,-69.8102,7,,401677625,-140
CCS-0064,243056,Mk10,DS,1,0,1,,,13:20:18 28-Jul-2024,MC,B,41.7296,-69.8350,41.7296,-69.8350,8,,401677611,-128
CCS-0064,243056,Mk10,DS,1,0,0,,,13:42:10 28-Jul-2024,NK,B,41.7309,-69.8368,41.7309,-69.8368,6,,401677612,-121
CCS-0064,243056,Mk10,DS,3,0,2,45,17,16:08:29 28-Jul-2024,O3,A,41.8206,-69.7509,41.8206,-69.7509,6,,401677674,-120
CCS-0064,243056,Mk10,DS,3,0,2,14,14,16:16:06 28-Jul-2024,NP,A,41.5752,-69.9538,41.5752,-69.9538,6,,401677515,-129
CCS-0064,243056,Mk10,DS,4,0,1,203,112,17:15:09 28-Jul-2024,NN,0,41.6737,-69.4945,41.6737,-69.4945,45,,401677532,-127
CCS-0064,243056,Mk10,DS,3,0,1,32,19,17:43:28 28-Jul-2024,O3,A,41.5348,-69.6629,41.5348,-69.6629,6,,401677546,-131
CCS-0064,243056,Mk10,DS,1,0,0,,,19:22:41 28-Jul-2024,O3,B,41.5832,-69.5768,41.5832,-69.5768,6,,401677634,-136
CCS-0064,243056,Mk10,DS,1,0,0,,,23:21:00 28-Jul-2024,NK,B,41.7625,-69.3214,41.7625,-69.3214,8,,401677666,-123
CCS-0064,243056,Mk10,DS,2,0,1,18,18,01:05:50 29-Jul-2024,NK,B,41.5791,-69.7177,41.5791,-69.7177,7,,401677700,-133
CCS-0064,243056,Mk10,DS,2,0,1,19,19,01:25:06 29-Jul-2024,NN,B,41.6086,-69.6782,41.6086,-69.6782,6,,401677684,-137
CCS-0064,243056,Mk10,DS,1,0,1,,,01:25:16 29-Jul-2024,MB,B,41.6275,-69.6828,41.6275,-69.6828,6,,401677660,-134
CCS-0064,243056,Mk10,DS,1,0,0,,,02:05:42 29-Jul-2024,NP,B,41.6361,-69.6871,41.6361,-69.6871,8,,401677660,-123
CCS-0064,243056,Mk10,DS,3,0,2,213,176,02:23:40 29-Jul-2024,MC,A,41.6363,-69.6977,41.6363,-69.6977,6,,401677657,-119
CCS-0064,243056,Mk10,DS,1,0,1,,,03:06:48 29-Jul-2024,NN,B,41.6410,-69.7030,41.6410,-69.7030,8,,401677651,-123
CCS-0064,243056,Mk10,DS,1,0,1,,,11:37:56 29-Jul-2024,NK,B,41.7633,-69.7712,41.7633,-69.7712,8,,401677635,-124
CCS-0064,243056,Mk10,DS,1,0,1,,,11:45:29 29-Jul-2024,SR,B,41.6557,-69.8311,41.6557,-69.8311,8,,401677598,-131
CCS-0064,243056,Mk10,DS,1,0,0,,,12:59:48 29-Jul-2024,MC,B,41.6151,-69.7953,41.6151,-69.7953,8,,401677607,-124
CCS-0064,243056,Mk10,DS,4,0,1,95,22,13:14:29 29-Jul-2024,NK,0,41.7232,-69.9840,41.7232,-69.9840,56,,401677605,-124
CCS-0064,243056,Mk10,DS,1,0,0,,,13:53:28 29-Jul-2024,MB,B,41.6095,-69.8742,41.6095,-69.8742,8,,401677558,-133
CCS-0064,243056,Mk10,DS,2,0,2,153,153,14:24:39 29-Jul-2024,NP,B,41.6585,-69.9039,41.6585,-69.9039,8,,401677593,-122
CCS-0064,243056,Mk10,DS,1,0,0,,,14:41:44 29-Jul-2024,MC,B,41.7188,-69.9603,41.7188,-69.9603,6,,401677601,-118
