Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
CCS-0064,27-Jul-2024,19:56:48,3,-12.000000,75,35,0,4,,,,,,,,,,,,,,,15,18,10723,,,,27,9124,,,,10,32510,,,,23,22262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,27-Jul-2024,20:30:33,1,-12.000000,76,35,0,5,,,,,,,,,,,,,,,15,24,10733,,,,15,32686,,,,12,7261,,,,18,27402,,,,32,23056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,27-Jul-2024,21:21:15,1,-12.000000,77,36,0,5,,,,,,,,,,,,,,,15,24,27694,,,,18,14772,,,,23,10663,,,,15,11976,,,,25,26166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,28-Jul-2024,01:52:17,2,-12.000000,81,41,0,6,,,,,,,,,,,,,,,15,31,10164,,,,28,14482,,,,29,17528,,,,1,23833,,,,32,13022,,,,26,2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,28-Jul-2024,02:48:18,2,-12.000000,82,41,0,4,,,,,,,,,,,,,,,15,26,9956,,,,1,10281,,,,31,5993,,,,28,17651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,28-Jul-2024,06:59:58,3,-12.000000,84,45,0,4,,,,,,,,,,,,,,,15,2,3549,,,,21,22485,,,,8,6992,,,,27,17204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,28-Jul-2024,08:44:58,1,-12.000000,85,46,0,4,,,,,,,,,,,,,,,15,30,17153,,,,17,17949,,,,2,32730,,,,21,7193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,28-Jul-2024,09:17:13,2,-12.000000,86,46,0,6,,,,,,,,,,,,,,,15,7,8257,,,,17,15175,,,,14,12888,,,,13,2524,,,,22,18402,,,,19,30572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,28-Jul-2024,09:47:48,4,-12.000000,87,46,0,4,,,,,,,,,,,,,,,15,30,26177,,,,21,9556,,,,2,23260,,,,14,12734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,28-Jul-2024,12:30:08,1,-12.000000,91,48,0,4,,,,,,,,,,,,,,,15,9,4203,,,,19,29110,,,,3,1301,,,,17,6849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
