DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
CCS-0064,243056,,Transmission,Mk10,2,18:09:00 27-Jul-2024,18:58:44 27-Jul-2024,Message,11,,,,2973.000000,2995.000000,,
CCS-0064,243056,,Transmission,Mk10,2,18:09:00 27-Jul-2024,18:16:22 27-Jul-2024,Surface,,,,,441,443,86,356
CCS-0064,243056,,Transmission,Mk10,2,18:16:22 27-Jul-2024,18:20:36 27-Jul-2024,Dive,1,Square,16.5,16.5,253,255,,
CCS-0064,243056,,Transmission,Mk10,2,18:20:36 27-Jul-2024,18:23:30 27-Jul-2024,Surface,,,,,173,175,56,118
CCS-0064,243056,,Transmission,Mk10,2,18:23:30 27-Jul-2024,18:28:40 27-Jul-2024,Dive,1,V,21.5,21.5,309,311,,
CCS-0064,243056,,Transmission,Mk10,2,18:28:40 27-Jul-2024,18:33:54 27-Jul-2024,Surface,,,,,313,315,71,243
CCS-0064,243056,,Transmission,Mk10,2,18:33:54 27-Jul-2024,18:37:42 27-Jul-2024,Dive,1,U,17.5,17.5,227,229,,
CCS-0064,243056,,Transmission,Mk10,2,18:37:42 27-Jul-2024,18:45:40 27-Jul-2024,Surface,,,,,477,479,154,324
CCS-0064,243056,,Transmission,Mk10,2,18:45:40 27-Jul-2024,18:50:06 27-Jul-2024,Dive,1,Square,14.0,14.0,265,267,,
CCS-0064,243056,,Transmission,Mk10,2,18:50:06 27-Jul-2024,18:51:00 27-Jul-2024,Surface,,,,,53,55,52,2
CCS-0064,243056,,Transmission,Mk10,2,18:51:00 27-Jul-2024,18:57:40 27-Jul-2024,Dive,1,Square,15.0,15.0,399,401,,
CCS-0064,243056,,Transmission,Mk10,2,18:57:40 27-Jul-2024,18:58:44 27-Jul-2024,Surface,,,,,63,65,62,2
CCS-0064,243056,,Transmission,Mk10,2,18:59:00 27-Jul-2024,19:25:04 27-Jul-2024,Message,10,,,,1554.000000,1574.000000,,
CCS-0064,243056,,Transmission,Mk10,2,18:59:00 27-Jul-2024,19:04:04 27-Jul-2024,Dive,1,U,12.0,12.0,303,305,,
CCS-0064,243056,,Transmission,Mk10,2,19:04:04 27-Jul-2024,19:04:50 27-Jul-2024,Surface,,,,,45,47,45,1
CCS-0064,243056,,Transmission,Mk10,2,19:04:50 27-Jul-2024,19:08:28 27-Jul-2024,Dive,1,Square,13.0,13.0,217,219,,
CCS-0064,243056,,Transmission,Mk10,2,19:08:28 27-Jul-2024,19:08:40 27-Jul-2024,Surface,,,,,11,13,12,0
CCS-0064,243056,,Transmission,Mk10,2,19:08:40 27-Jul-2024,19:13:18 27-Jul-2024,Dive,1,U,19.0,19.0,277,279,,
