DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
CCS-0064,243056,,Mk10,,18:30:29 27-Jul-2024,18:30:17 27-Jul-2024,-11,,,,CRC,0,0,,,,1.016,0.200,,0.5,0.0,-1,,,,,,,,,,,233,20,20,80,,,,,,,,105,31,0,,,,,,,,,,
CCS-0064,243056,,Mk10,,,04:13:40 30-Jul-2024,,0,41.7308,-69.7155,,0,0,,1467,3.440,1.008,0.204,16.20,59.0,30.0,-1,,,,,,,,,,,,16,253,80,40945,,,,,,,,,0,,,,,,,,,,
CCS-0064,243056,,Mk10,,02:41:08 01-Aug-2024,02:40:56 01-Aug-2024,-11,B,42.5921,-70.3654,CRC,0,0,,,,1.008,0.192,,1.0,66.0,-1,,,,,,,,,,,245,16,255,80,16,,,,,,,346,174,0,,,,,,,,,,
CCS-0064,243056,,Mk10,,23:50:05 03-Aug-2024,23:49:53 03-Aug-2024,-11,B,42.9273,-70.4683,CRC,0,0,,,,1.008,0.240,,0.5,62.0,0,,,,,,,,,,,145,16,255,80,16,,,,,,,501,276,0,,,,,,,,,,
CCS-0064,243056,,Mk10,,,23:14:18 05-Aug-2024,,B,42.9123,-70.0655,CRC,0,0,,2939,3.312,1.016,0.384,21.10,1.0,56.0,-1,,,,,,,,,,,180,16,255,80,16,,,,,,,609,357,0,,,,,,,,,,
CCS-0064,243056,,Mk10,,15:46:22 08-Aug-2024,15:46:11 08-Aug-2024,-10,B,43.1936,-70.3417,CRC,0,0,,,,1.000,0.216,,1.0,60.0,-1,,,,,,,,,,,175,16,255,80,16,,,,,,,768,495,0,,,,,,,,,,
CCS-0064,243056,,Mk10,,15:27:29 14-Aug-2024,15:27:18 14-Aug-2024,-10,A,41.5594,-69.4377,CRC,0,0,,,,1.008,0.268,,1.0,36.0,-2,,,,,,,,,,,159,16,255,80,16,,,,,,,1080,744,0,,,,,,,,,,
CCS-0064,243056,,Mk10,,,00:27:05 22-Aug-2024,,3,40.5713,-70.4510,CRC,0,0,,5819,3.440,1.008,0.200,21.90,0.5,32.0,-2,,,,,,,,,,,239,15,255,80,16,,,,,,,1517,1115,0,,,,,,,,,,
CCS-0064,243056,,Mk10,,,03:07:45 22-Aug-2024,,B,40.5575,-70.4451,CRC,0,0,,5883,3.504,1.008,0.200,21.80,1.0,32.0,-2,,,,,,,,,,,203,15,255,80,16,,,,,,,1525,1122,0,,,,,,,,,,
CCS-0064,243056,,Mk10,,,14:28:40 25-Aug-2024,,B,40.4639,-71.0641,CRC,0,0,,6651,3.504,1.008,0.212,22.10,0.5,40.0,-2,,,,,,,,,,,239,15,255,75,16,,,,,,,1741,1303,0,,,,,,,,,,
CCS-0064,243056,,Mk10,,11:15:58 27-Aug-2024,11:15:48 27-Aug-2024,-9,A,40.3423,-70.8599,CRC,0,0,,,,1.000,0.316,,0.5,40.0,-1,,,,,,,,,,,166,15,255,75,16,,,,,,,1859,1402,0,,,,,,,,,,
