DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
CCS-0064,243056,,Transmission,Mk10,4,19:00:00 27-Jul-2024,20:00:00 27-Jul-2024,,,,0.0,0.00,28.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,2,20:00:00 27-Jul-2024,21:00:00 27-Jul-2024,,,,0.0,0.00,33.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,2,21:00:00 27-Jul-2024,22:00:00 27-Jul-2024,,,,0.0,0.00,22.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,22:00:00 27-Jul-2024,23:00:00 27-Jul-2024,,,,0.0,0.00,21.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,01:00:00 30-Jul-2024,02:00:00 30-Jul-2024,,,,0.0,0.00,3.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,02:00:00 30-Jul-2024,03:00:00 30-Jul-2024,,,,0.0,0.00,3.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,07:00:00 30-Jul-2024,08:00:00 30-Jul-2024,,,,0.0,0.00,22.0,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,08:00:00 30-Jul-2024,09:00:00 30-Jul-2024,,,,0.0,0.00,14.0,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,13:00:00 30-Jul-2024,14:00:00 30-Jul-2024,,,,0.0,0.00,17.0,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,14:00:00 30-Jul-2024,15:00:00 30-Jul-2024,,,,0.0,0.00,20.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,18:00:00 30-Jul-2024,19:00:00 30-Jul-2024,,,,0.0,0.00,53.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,09:00:00 02-Aug-2024,10:00:00 02-Aug-2024,,,,0.0,0.00,26.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,10:00:00 02-Aug-2024,11:00:00 02-Aug-2024,,,,0.0,0.00,27.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,2,12:00:00 02-Aug-2024,13:00:00 02-Aug-2024,,,,0.0,0.00,54.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,17:00:00 02-Aug-2024,18:00:00 02-Aug-2024,,,,0.0,0.00,51.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,18:00:00 02-Aug-2024,19:00:00 02-Aug-2024,,,,0.0,0.00,51.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,20:00:00 02-Aug-2024,21:00:00 02-Aug-2024,,,,0.0,0.00,20.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,3,07:00:00 05-Aug-2024,08:00:00 05-Aug-2024,,,,0.0,0.00,3.0,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,18:00:00 05-Aug-2024,19:00:00 05-Aug-2024,,,,0.0,0.00,45.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,20:00:00 05-Aug-2024,21:00:00 05-Aug-2024,,,,0.0,0.00,35.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,2,01:00:00 08-Aug-2024,02:00:00 08-Aug-2024,,,,0.0,0.00,2.0,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,16:00:00 08-Aug-2024,17:00:00 08-Aug-2024,,,,0.0,0.00,66.0,0.75,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,17:00:00 08-Aug-2024,18:00:00 08-Aug-2024,,,,0.0,0.00,68.0,0.75,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,21:00:00 08-Aug-2024,22:00:00 08-Aug-2024,,,,0.0,0.00,40.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,08:00:00 11-Aug-2024,09:00:00 11-Aug-2024,,,,0.0,0.00,15.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,09:00:00 11-Aug-2024,10:00:00 11-Aug-2024,,,,0.0,0.00,24.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,12:00:00 11-Aug-2024,13:00:00 11-Aug-2024,,,,0.0,0.00,37.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,2,14:00:00 11-Aug-2024,15:00:00 11-Aug-2024,,,,0.0,0.00,40.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,18:00:00 11-Aug-2024,19:00:00 11-Aug-2024,,,,0.0,0.00,39.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,00:00:00 14-Aug-2024,01:00:00 14-Aug-2024,,,,0.0,0.00,5.0,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,01:00:00 14-Aug-2024,02:00:00 14-Aug-2024,,,,0.0,0.00,3.0,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,08:00:00 14-Aug-2024,09:00:00 14-Aug-2024,,,,0.0,0.00,16.0,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,12:00:00 14-Aug-2024,13:00:00 14-Aug-2024,,,,0.0,0.00,15.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,13:00:00 14-Aug-2024,14:00:00 14-Aug-2024,,,,0.0,0.00,17.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,16:00:00 14-Aug-2024,17:00:00 14-Aug-2024,,,,0.0,0.00,37.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,00:00:00 17-Aug-2024,01:00:00 17-Aug-2024,,,,0.0,0.00,24.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,3,01:00:00 17-Aug-2024,02:00:00 17-Aug-2024,,,,0.0,0.00,2.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,03:00:00 17-Aug-2024,04:00:00 17-Aug-2024,,,,0.0,0.00,2.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,05:00:00 17-Aug-2024,06:00:00 17-Aug-2024,,,,0.0,0.00,2.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,06:00:00 17-Aug-2024,07:00:00 17-Aug-2024,,,,0.0,0.00,2.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,08:00:00 17-Aug-2024,09:00:00 17-Aug-2024,,,,0.0,0.00,26.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,09:00:00 17-Aug-2024,10:00:00 17-Aug-2024,,,,0.0,0.00,22.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,11:00:00 17-Aug-2024,12:00:00 17-Aug-2024,,,,0.0,0.00,29.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,2,18:00:00 17-Aug-2024,19:00:00 17-Aug-2024,,,,0.0,0.00,32.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,20:00:00 17-Aug-2024,21:00:00 17-Aug-2024,,,,0.0,0.00,32.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,21:00:00 17-Aug-2024,22:00:00 17-Aug-2024,,,,0.0,0.00,28.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,2,22:00:00 17-Aug-2024,23:00:00 17-Aug-2024,,,,0.0,0.00,22.5,0.00,,,,,,,
CCS-0064,243056,,Transmission,Mk10,2,13:00:00 20-Aug-2024,14:00:00 20-Aug-2024,,,,0.0,0.00,28.0,0.25,,,,,,,
CCS-0064,243056,,Transmission,Mk10,1,16:00:00 20-Aug-2024,17:00:00 20-Aug-2024,,,,0.0,0.00,31.0,0.25,,,,,,,
