Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,50CI,95CI,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
CCS-0064,27-Jul-2024,19:56:48,3,-12.000000,75,35,0,4,41.75322,-69.76307,19:56:36 27-Jul-2024,Interpolated,41.75858,-69.76841,,,,,1.9,0.3,,,,15,18,10723,,,,27,9124,,,,10,32510,,,,23,22262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,27-Jul-2024,20:30:33,1,-12.000000,76,35,0,5,41.72587,-69.85144,10:30:58 28-Jul-2024,Argos,41.75598,-69.78152,,,,,6.4,-0.1,,,,15,24,10733,,,,15,32686,,,,12,7261,,,,18,27402,,,,32,23056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,27-Jul-2024,21:21:15,1,-12.000000,77,36,0,5,41.72587,-69.85144,10:30:58 28-Jul-2024,Argos,41.74794,-69.80104,,,,,2.3,-0.1,,,,15,24,27694,,,,18,14772,,,,23,10663,,,,15,11976,,,,25,26166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,28-Jul-2024,01:52:17,2,-12.000000,81,41,0,6,41.74078,-69.72910,01:52:05 28-Jul-2024,Interpolated,41.76597,-69.82474,,1,,,16.7,0.2,,,,15,31,10164,,,,28,14482,,,,29,17528,,,,1,23833,,,,32,13022,,,,26,2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,28-Jul-2024,02:48:18,2,-12.000000,82,41,0,4,41.76239,-69.81582,02:48:06 28-Jul-2024,Interpolated,41.76259,-69.80873,,,,,1.7,0.7,,,,15,26,9956,,,,1,10281,,,,31,5993,,,,28,17651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,28-Jul-2024,06:59:58,3,-12.000000,84,45,0,4,41.74626,-69.77574,06:59:46 28-Jul-2024,Interpolated,41.76491,-69.77974,,,,,5.2,-0.0,,,,15,2,3549,,,,21,22485,,,,8,6992,,,,27,17204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,28-Jul-2024,08:44:58,1,-12.000000,85,46,0,4,41.73952,-69.75903,08:44:46 28-Jul-2024,Interpolated,41.72821,-69.76652,,,,,4.4,0.1,,,,15,30,17153,,,,17,17949,,,,2,32730,,,,21,7193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,28-Jul-2024,09:17:13,2,-12.000000,86,46,0,6,41.71829,-69.78105,09:17:01 28-Jul-2024,Interpolated,41.73746,-69.75390,,,,,4.2,-0.8,,,,15,7,8257,,,,17,15175,,,,14,12888,,,,13,2524,,,,22,18402,,,,19,30572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,28-Jul-2024,09:47:48,4,-12.000000,87,46,0,4,41.72922,-69.84921,09:47:36 28-Jul-2024,Interpolated,41.74563,-69.77728,,,,,16.7,-0.4,,,,15,30,26177,,,,21,9556,,,,2,23260,,,,14,12734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0064,28-Jul-2024,12:30:08,1,-12.000000,91,48,0,4,41.73189,-69.76456,12:29:56 28-Jul-2024,Interpolated,41.72126,-69.73858,,,,,3.6,-0.3,,,,15,9,4203,,,,19,29110,,,,3,1301,,,,17,6849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
