DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
234798,234798,,Mk10,,12:33:12 14-Aug-2022,12:36:23 14-Aug-2022,191,0,42.0648,-70.1382,CRC,0,0,,,,0.984,0.184,,1.5,20.0,-2,,,,,,,,,,,109,18,255,77,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,09:25:56 16-Aug-2022,,B,42.2890,-70.1059,CRC,0,0,,8681,3.440,0.984,0.168,17.20,1.5,30.0,-2,,,,,,,,,,,220,17,255,77,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,16:17:37 20-Aug-2022,16:20:49 20-Aug-2022,192,B,42.0659,-70.2685,CRC,0,0,,,,0.984,0.188,,1.5,32.0,-2,,,,,,,,,,,223,18,255,78,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,16:42:03 04-Sep-2022,,B,42.0859,-69.9677,CRC,0,0,,10153,3.440,0.984,0.196,21.40,1.5,22.0,-2,,,,,,,,,,,108,17,255,75,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,01:01:35 06-Sep-2022,01:04:48 06-Sep-2022,193,B,42.1119,-70.2480,CRC,0,0,,,,0.984,0.212,,1.0,30.0,-2,,,,,,,,,,,206,17,254,75,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,14:00:08 08-Sep-2022,,B,41.8745,-70.3970,,0,0,,10409,3.440,0.984,0.316,20.70,1.0,30.0,-2,,,,,,,,,,,,19,231,75,16659,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,13:56:47 09-Sep-2022,,B,42.3106,-70.3361,CRC,0,0,,10473,3.440,0.984,0.220,20.10,2.0,30.0,-2,,,,,,,,,,,195,17,255,75,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,13:36:48 13-Sep-2022,,B,42.2507,-70.6976,CRC,0,0,,10729,3.440,0.984,0.208,20.40,1.5,44.0,-2,,,,,,,,,,,168,17,241,68,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,13:02:34 15-Sep-2022,,B,42.1595,-70.5970,CRC,0,0,,10985,3.440,0.984,0.180,18.70,1.5,32.0,-2,,,,,,,,,,,100,17,249,68,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,10:20:33 26-Sep-2022,,B,42.1462,-70.2559,CRC,0,0,,12137,3.440,0.984,0.176,17.20,1.5,30.0,-2,,,,,,,,,,,103,18,255,75,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,13:43:12 27-Sep-2022,13:46:28 27-Sep-2022,196,B,42.1738,-70.2175,CRC,0,0,,,,0.984,0.292,,1.0,32.0,-2,,,,,,,,,,,172,18,255,75,272,,,,,,,,,0,,,,,,,,,,
