DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
234798,234798,,Mk10,,,22:58:53 30-Jun-2022,,B,42.0205,-70.0529,CRC,0,0,,875,3.504,0.992,0.188,18.10,1.0,0.0,-2,,,,,,,,,,,84,34,34,80,,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,00:32:26 01-Jul-2022,00:35:33 01-Jul-2022,187,1,42.1410,-70.2097,CRC,0,0,,,,0.984,0.300,,1.0,18.0,-2,,,,,,,,,,,114,24,255,80,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,21:04:37 01-Jul-2022,,B,42.0535,-70.3036,CRC,0,0,,1129,3.376,0.984,0.192,18.40,1.0,18.0,-2,,,,,,,,,,,221,24,255,80,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,02:02:10 07-Jul-2022,,B,41.9848,-70.6068,CRC,0,0,,1897,3.376,0.984,0.256,19.10,1.0,30.0,-2,,,,,,,,,,,179,19,255,79,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,21:50:56 09-Jul-2022,21:54:04 09-Jul-2022,188,B,41.8865,-70.1543,CRC,0,0,,,,0.984,0.212,,1.0,30.0,-2,,,,,,,,,,,161,18,255,79,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,12:56:40 10-Jul-2022,12:59:47 10-Jul-2022,187,B,42.2956,-70.2756,CRC,0,0,,,,0.984,0.288,,1.5,32.0,-2,,,,,,,,,,,237,18,255,79,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,15:20:15 11-Jul-2022,15:23:23 11-Jul-2022,188,B,42.1159,-70.2164,CRC,0,0,,,,0.984,0.340,,1.5,24.0,-2,,,,,,,,,,,189,18,255,79,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,09:56:14 12-Jul-2022,,B,42.0978,-70.2185,CRC,0,0,,3113,3.440,0.984,0.212,18.50,1.0,26.0,-2,,,,,,,,,,,166,18,255,79,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,15:42:27 12-Jul-2022,15:45:35 12-Jul-2022,188,0,42.0541,-70.2604,CRC,0,0,,,,0.984,0.228,,1.5,26.0,-2,,,,,,,,,,,137,18,255,79,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,00:37:57 16-Jul-2022,,B,42.0538,-70.1266,,0,0,,4009,3.376,0.984,0.216,18.70,1.5,22.0,-2,,,,,,,,,,,,18,255,77,336,,,,,,,61990,34356,0,,,,,,,,,,
234798,234798,,Mk10,,13:26:03 16-Jul-2022,13:29:12 16-Jul-2022,189,B,42.1429,-70.1502,CRC,0,0,,,,0.984,0.276,,1.5,22.0,-2,,,,,,,,,,,226,18,255,77,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,14:55:43 16-Jul-2022,,2,42.0634,-70.1771,CRC,0,0,,4137,3.376,0.984,0.168,7.90,1.5,22.0,-2,,,,,,,,,,,197,18,255,77,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,00:36:44 18-Jul-2022,,B,41.9782,-70.4480,,0,0,,4393,3.440,0.984,0.216,20.50,-29.5,188.0,-2,,,,,,,,,,,,135,136,77,50276,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,00:01:54 22-Jul-2022,,B,42.0988,-70.2882,CRC,0,0,,5033,3.504,0.984,0.164,20.50,1.0,28.0,-2,,,,,,,,,,,217,18,255,77,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,11:16:38 22-Jul-2022,,A,42.0415,-70.0328,CRC,0,0,,5161,3.312,0.976,0.312,20.90,1.5,30.0,-2,,,,,,,,,,,198,17,255,77,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,08:39:19 24-Jul-2022,08:42:28 24-Jul-2022,189,B,42.3553,-69.9098,CRC,0,0,,,,0.992,0.192,,1.0,30.0,-2,,,,,,,,,,,235,17,255,77,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,14:05:38 27-Jul-2022,14:08:47 27-Jul-2022,189,B,42.1476,-70.3335,CRC,0,0,,,,0.984,0.188,,1.5,30.0,-2,,,,,,,,,,,98,17,255,77,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,16:10:23 27-Jul-2022,,B,42.0941,-70.6073,CRC,0,0,,6185,3.312,0.984,0.252,19.20,1.5,30.0,-2,,,,,,,,,,,212,17,255,77,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,13:20:53 28-Jul-2022,,B,42.0712,-70.1894,CRC,0,0,,6313,3.376,0.992,0.192,19.20,1.5,32.0,-2,,,,,,,,,,,242,18,255,77,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,12:10:54 31-Jul-2022,,0,42.1176,-70.1673,CRC,0,0,,6761,3.376,0.984,0.196,20.00,1.5,28.0,-2,,,,,,,,,,,212,18,255,77,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,,15:09:28 01-Aug-2022,,B,42.0826,-70.2808,CRC,0,0,,6889,3.440,0.992,0.180,19.80,1.0,50.0,-2,,,,,,,,,,,222,17,255,77,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,03:02:39 07-Aug-2022,03:05:50 07-Aug-2022,191,B,42.3034,-69.8848,CRC,0,0,,,,0.984,0.296,,1.5,26.0,-2,,,,,,,,,,,170,17,255,77,272,,,,,,,,,0,,,,,,,,,,
234798,234798,,Mk10,,13:21:48 10-Aug-2022,13:24:59 10-Aug-2022,191,B,41.9167,-70.3552,CRC,0,0,,,,0.992,0.196,,1.5,30.0,-2,,,,,,,,,,,151,17,255,77,272,,,,,,,,,0,,,,,,,,,,
