DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
234798,234798,,Transmission,Mk10,TAD,22:00:00 30-Jun-2022,187.000000,7,0,,,,8,100,37.1,39.3,15.2,8.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234798,234798,,Transmission,Mk10,TAD,00:00:00 01-Jul-2022,187.000000,1,0,,,,8,100,49.9,11.7,11.4,17.0,9.8,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234798,234798,,Transmission,Mk10,TAD,00:00:00 03-Jul-2022,187.000000,1,0,,,,8,100.000000,51,36.4,8.4,3.4,0.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234798,234798,,Transmission,Mk10,TAD,00:00:00 05-Jul-2022,187.000000,1,0,,,,8,100.000000,53.5,9.9,18.4,8.6,9.4,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234798,234798,,Transmission,Mk10,TAD,00:00:00 07-Jul-2022,188.000000,1,0,,,,8,100,36.8,25.8,8.7,14.8,12.7,1.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234798,234798,,Transmission,Mk10,TAD,00:00:00 09-Jul-2022,188.000000,1,0,,,,8,100.000000,48.6,9.1,5.5,11.0,17.5,8.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234798,234798,,Transmission,Mk10,TAD,00:00:00 10-Jul-2022,188.000000,1,0,,,,8,100.000000,30.9,29.2,11.9,17.1,10.7,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234798,234798,,Transmission,Mk10,TAD,00:00:00 12-Jul-2022,188.000000,1,0,,,,8,100.000000,50.3,10.1,8.9,15.4,15.0,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234798,234798,,Transmission,Mk10,TAD,00:00:00 13-Jul-2022,188.000000,1,0,,,,8,100.000000,56.2,8.6,10.1,16.5,8.1,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234798,234798,,Transmission,Mk10,TAD,00:00:00 14-Jul-2022,188.000000,2,0,,,,8,100,50,13.3,12.9,20.8,2.9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234798,234798,,Transmission,Mk10,TAD,00:00:00 15-Jul-2022,188.000000,1,0,,,,8,100.000000,44.4,18.5,19.0,17.4,0.7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234798,234798,,Transmission,Mk10,TAD,00:00:00 16-Jul-2022,189.000000,1,0,,,,8,100,49.0,20.6,16.7,13.1,0.6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234798,234798,,Transmission,Mk10,TAD,00:00:00 18-Jul-2022,189.000000,2,0,,,,8,100.000000,63.6,12.7,7.5,12.5,3.5,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234798,234798,,Transmission,Mk10,TAD,00:00:00 20-Jul-2022,189.000000,1,0,,,,8,100.000000,58.1,22.6,9.6,8.2,1.4,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234798,234798,,Transmission,Mk10,TAD,00:00:00 21-Jul-2022,189.000000,1,0,,,,8,100.000000,65.9,17.6,7.5,8.0,0.8,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234798,234798,,Transmission,Mk10,TAD,00:00:00 22-Jul-2022,189.000000,2,0,,,,8,100.000000,52.7,26.6,9.8,5.6,4.4,1.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
