DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
234798,234798,Mk10,Strong,01-Jul-2022,00:32:26,01-Jul-2022,00:35:33
234798,234798,Mk10,Strong,27-Sep-2022,13:43:12,27-Sep-2022,13:46:28
