DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
234798,234798,,Transmission,Mk10,2,22:00:00 30-Jun-2022,00:00:00 01-Jul-2022,,,,,,,,7.1,0.00,19.3,0.00,,,
234798,234798,,Transmission,Mk10,3,02:00:00 03-Jul-2022,04:00:00 03-Jul-2022,,,,0.0,0.00,20.0,0.00,8.1,0.00,18.4,0.00,,,
234798,234798,,Transmission,Mk10,1,04:00:00 03-Jul-2022,06:00:00 03-Jul-2022,,,,,,,,8.1,0.00,17.3,0.00,,,
234798,234798,,Transmission,Mk10,2,06:00:00 03-Jul-2022,08:00:00 03-Jul-2022,,,,0.0,0.00,16.5,0.00,,,,,,,
234798,234798,,Transmission,Mk10,1,08:00:00 03-Jul-2022,10:00:00 03-Jul-2022,,,,,,,,8.4,0.00,17.1,0.00,,,
234798,234798,,Transmission,Mk10,1,10:00:00 03-Jul-2022,12:00:00 03-Jul-2022,,,,,,,,7.9,0.00,17.3,0.00,,,
234798,234798,,Transmission,Mk10,1,12:00:00 03-Jul-2022,14:00:00 03-Jul-2022,,,,0.0,0.00,14.0,0.00,,,,,,,
234798,234798,,Transmission,Mk10,2,16:00:00 03-Jul-2022,18:00:00 03-Jul-2022,,,,0.0,0.00,25.0,0.25,,,,,,,
234798,234798,,Transmission,Mk10,1,22:00:00 03-Jul-2022,00:00:00 04-Jul-2022,,,,,,,,7.1,0.00,20.6,0.00,,,
234798,234798,,Transmission,Mk10,1,00:00:00 06-Jul-2022,02:00:00 06-Jul-2022,,,,0.0,0.00,23.0,0.00,,,,,,,
234798,234798,,Transmission,Mk10,1,02:00:00 06-Jul-2022,04:00:00 06-Jul-2022,,,,0.0,0.00,4.5,0.00,18.7,0.00,20.3,0.00,,,
234798,234798,,Transmission,Mk10,2,04:00:00 06-Jul-2022,06:00:00 06-Jul-2022,,,,0.0,0.00,6.0,0.00,,,,,,,
234798,234798,,Transmission,Mk10,1,10:00:00 06-Jul-2022,12:00:00 06-Jul-2022,,,,0.0,0.00,21.5,0.00,,,,,,,
234798,234798,,Transmission,Mk10,1,12:00:00 06-Jul-2022,14:00:00 06-Jul-2022,,,,0.0,0.00,20.5,0.00,,,,,,,
234798,234798,,Transmission,Mk10,1,16:00:00 06-Jul-2022,18:00:00 06-Jul-2022,,,,0.0,0.00,23.5,0.00,,,,,,,
234798,234798,,Transmission,Mk10,1,18:00:00 06-Jul-2022,20:00:00 06-Jul-2022,,,,,,,,7.3,0.00,21.9,0.00,,,
234798,234798,,Transmission,Mk10,2,20:00:00 06-Jul-2022,22:00:00 06-Jul-2022,,,,0.0,0.00,29.0,0.25,7.3,0.00,21.1,0.00,,,
234798,234798,,Transmission,Mk10,2,22:00:00 06-Jul-2022,00:00:00 07-Jul-2022,,,,0.0,0.00,29.0,0.25,7.1,0.00,20.9,0.00,,,
234798,234798,,Transmission,Mk10,2,04:00:00 09-Jul-2022,06:00:00 09-Jul-2022,,,,0.0,0.00,5.0,0.00,18.9,0.00,20.6,0.00,,,
234798,234798,,Transmission,Mk10,2,06:00:00 09-Jul-2022,08:00:00 09-Jul-2022,,,,0.0,0.00,10.0,0.00,9.3,0.00,21.0,0.00,,,
234798,234798,,Transmission,Mk10,1,08:00:00 09-Jul-2022,10:00:00 09-Jul-2022,,,,0.0,0.00,30.0,0.25,,,,,,,
234798,234798,,Transmission,Mk10,1,18:00:00 09-Jul-2022,20:00:00 09-Jul-2022,,,,0.0,0.00,31.0,0.25,,,,,,,
234798,234798,,Transmission,Mk10,1,20:00:00 09-Jul-2022,22:00:00 09-Jul-2022,,,,0.0,0.00,31.0,0.25,6.8,0.00,21.0,0.00,,,
234798,234798,,Transmission,Mk10,1,04:00:00 12-Jul-2022,06:00:00 12-Jul-2022,,,,0.0,0.00,8.5,0.00,,,,,,,
234798,234798,,Transmission,Mk10,2,18:00:00 12-Jul-2022,20:00:00 12-Jul-2022,,,,0.0,0.00,27.0,0.25,7.1,0.00,21.3,0.00,,,
234798,234798,,Transmission,Mk10,1,00:00:00 15-Jul-2022,02:00:00 15-Jul-2022,,,,0.0,0.00,10.0,0.00,8.8,0.00,21.9,0.00,,,
234798,234798,,Transmission,Mk10,3,02:00:00 15-Jul-2022,04:00:00 15-Jul-2022,,,,0.0,0.00,4.5,0.00,,,,,,,
234798,234798,,Transmission,Mk10,1,04:00:00 15-Jul-2022,06:00:00 15-Jul-2022,,,,0.0,0.00,10.5,0.00,8.1,0.00,21.0,0.00,,,
234798,234798,,Transmission,Mk10,1,06:00:00 15-Jul-2022,08:00:00 15-Jul-2022,,,,0.0,0.00,19.0,0.00,,,,,,,
234798,234798,,Transmission,Mk10,1,08:00:00 15-Jul-2022,10:00:00 15-Jul-2022,,,,0.0,0.00,18.5,0.00,7.3,0.00,20.4,0.00,,,
234798,234798,,Transmission,Mk10,2,10:00:00 15-Jul-2022,12:00:00 15-Jul-2022,,,,0.0,0.00,18.0,0.00,7.3,0.00,20.5,0.00,,,
234798,234798,,Transmission,Mk10,1,12:00:00 15-Jul-2022,14:00:00 15-Jul-2022,,,,,,,,7.3,0.00,20.1,0.00,,,
234798,234798,,Transmission,Mk10,2,16:00:00 15-Jul-2022,18:00:00 15-Jul-2022,,,,0.0,0.00,22.5,0.00,7.3,0.00,20.8,0.00,,,
234798,234798,,Transmission,Mk10,1,18:00:00 15-Jul-2022,20:00:00 15-Jul-2022,,,,,,,,7.3,0.00,22.8,0.00,,,
234798,234798,,Transmission,Mk10,1,02:00:00 18-Jul-2022,04:00:00 18-Jul-2022,,,,0.0,0.00,10.0,0.00,11.3,0.00,20.0,0.00,,,
234798,234798,,Transmission,Mk10,1,04:00:00 18-Jul-2022,06:00:00 18-Jul-2022,,,,0.0,0.00,8.5,0.00,12.1,0.00,20.4,0.00,,,
234798,234798,,Transmission,Mk10,2,06:00:00 18-Jul-2022,08:00:00 18-Jul-2022,,,,0.0,0.00,6.5,0.00,10.6,0.00,20.3,0.00,,,
234798,234798,,Transmission,Mk10,1,12:00:00 18-Jul-2022,14:00:00 18-Jul-2022,,,,0.0,0.00,26.0,0.25,,,,,,,
234798,234798,,Transmission,Mk10,1,14:00:00 18-Jul-2022,16:00:00 18-Jul-2022,,,,,,,,7.3,0.00,21.9,0.00,,,
234798,234798,,Transmission,Mk10,1,16:00:00 18-Jul-2022,18:00:00 18-Jul-2022,,,,0.0,0.00,26.0,0.25,,,,,,,
234798,234798,,Transmission,Mk10,2,20:00:00 18-Jul-2022,22:00:00 18-Jul-2022,,,,0.0,0.00,32.0,0.25,,,,,,,
