Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
17552,243060,23,MC,1,12,03-Aug-2024,00:38:28,42.3478,-69.7082,,401677654,-116,48,0,03-Aug-2024,00:41:49,42.3478,-69.7082,524,1154,2339,569,91,,,121,114,242,5,20,128,208,252,177,125,9,254,242,23,11,6,73,146,200,192,0,0,0,,,,,,,,,
17552,243060,31,MC,1,12,03-Aug-2024,00:38:28,42.3478,-69.7082,,401677654,-116,48,0,03-Aug-2024,00:45:00,42.3478,-69.7082,524,1154,2339,569,91,,,215,58,130,5,8,1,44,55,179,247,57,2,255,255,119,1,118,209,55,191,104,63,150,127,63,254,193,247,246,195,172,
17552,243060,31,MC,1,12,03-Aug-2024,00:38:28,42.3478,-69.7082,,401677654,-116,48,0,03-Aug-2024,00:46:34,42.3478,-69.7082,524,1154,2339,569,91,,,185,110,242,4,253,65,60,10,195,208,20,144,50,109,182,217,38,201,54,217,36,147,45,166,147,91,73,230,155,111,36,
17552,243060,31,MC,1,12,03-Aug-2024,00:38:28,42.3478,-69.7082,,401677654,-116,48,0,03-Aug-2024,00:47:05,42.3478,-69.7082,524,1154,2339,569,91,,,182,154,194,5,121,130,142,128,177,32,101,41,26,66,8,103,224,138,15,194,36,66,16,76,1,174,8,133,147,0,0,
17552,243060,23,NP,B,13,03-Aug-2024,00:58:32,42.3386,-69.7001,,401677669,-130,6,0,03-Aug-2024,00:58:32,42.3386,-69.7001,225,5542,74628,411,71,,,126,189,162,5,6,39,16,229,111,139,56,255,186,111,47,8,201,146,136,200,111,31,2,,,,,,,,,
17552,243060,23,NP,B,13,03-Aug-2024,00:58:32,42.3386,-69.7001,,401677669,-130,6,0,03-Aug-2024,01:02:17,42.3386,-69.7001,225,5542,74628,411,71,,,115,108,82,6,5,162,3,34,52,194,109,219,150,217,54,101,155,36,147,52,217,228,155,,,,,,,,,
17552,243060,31,NN,B,14,03-Aug-2024,01:59:24,42.3456,-69.5795,,401677666,-128,8,0,03-Aug-2024,01:59:24,42.3456,-69.5795,414,1486,10384,212,159,,,209,237,18,5,24,1,108,67,123,250,2,127,115,52,128,119,119,76,47,179,187,0,39,252,171,112,65,151,162,235,6,
17552,243060,31,NN,B,14,03-Aug-2024,01:59:24,42.3456,-69.5795,,401677666,-128,8,0,03-Aug-2024,02:06:18,42.3456,-69.5795,414,1486,10384,212,159,,,185,110,242,4,253,65,60,10,195,208,20,144,29,135,32,40,80,67,10,129,24,225,88,102,65,160,14,194,1,0,0,
17552,243060,31,NP,B,15,03-Aug-2024,02:43:23,42.3450,-69.5475,,401677676,-136,7,0,03-Aug-2024,02:43:24,42.3450,-69.5475,,1477,1847,1181,135,,,176,152,178,5,104,194,165,3,49,24,85,1,8,98,248,138,166,14,198,32,213,128,21,137,0,154,67,200,73,4,0,
17552,243060,31,O3,B,16,03-Aug-2024,02:48:07,42.3508,-69.5358,,401677662,-136,6,0,03-Aug-2024,02:43:24,42.3508,-69.5358,567,1181,8882,157,155,,,176,152,178,5,104,194,165,3,49,24,85,1,8,98,248,138,166,14,198,32,213,128,21,137,0,154,67,200,73,4,0,
17552,243060,31,O3,B,16,03-Aug-2024,02:48:07,42.3508,-69.5358,,401677662,-136,6,0,03-Aug-2024,02:52:51,42.3508,-69.5358,567,1181,8882,157,155,,,185,17,210,5,83,69,38,100,155,70,73,178,217,50,44,154,217,153,52,157,150,201,179,109,182,77,146,121,147,38,65,
17552,243060,31,SR,A,17,03-Aug-2024,09:01:27,42.4740,-69.3109,,401677679,-124,8,0,03-Aug-2024,09:01:27,42.4740,-69.3109,462,671,3597,125,120,,,215,58,130,5,8,1,44,55,179,247,57,2,255,255,119,1,118,209,55,191,104,63,150,127,63,254,193,247,246,195,172,
17552,243060,19,SR,A,17,03-Aug-2024,09:01:27,42.4740,-69.3109,,401677679,-124,8,0,03-Aug-2024,09:02:17,42.4740,-69.3109,462,671,3597,125,120,,,58,20,2,4,240,122,130,36,25,0,238,12,0,80,129,67,129,2,0,,,,,,,,,,,,,
17552,243060,23,SR,A,17,03-Aug-2024,09:01:27,42.4740,-69.3109,,401677679,-124,8,0,03-Aug-2024,09:09:09,42.4740,-69.3109,462,671,3597,125,120,,,123,227,98,6,116,217,147,45,153,153,147,36,137,109,88,46,78,106,77,83,5,254,232,,,,,,,,,
17552,243060,27,A1,B,18,03-Aug-2024,09:14:39,42.4769,-69.3121,,401677643,-136,6,0,03-Aug-2024,09:14:20,42.4769,-69.3121,39,970,1892,497,90,,,4,2,6,147,122,163,54,50,87,177,127,245,0,236,59,253,68,0,2,128,73,132,26,98,64,0,0,,,,,
17552,243060,23,A1,B,18,03-Aug-2024,09:14:39,42.4769,-69.3121,,401677643,-136,6,0,03-Aug-2024,09:14:59,42.4769,-69.3121,39,970,1892,497,90,,,127,63,114,6,68,217,20,239,58,211,191,228,139,237,32,36,83,96,25,137,96,196,0,,,,,,,,,
17552,243060,27,CS,2,19,03-Aug-2024,09:31:01,42.4750,-69.3570,,401677651,-123,56,0,03-Aug-2024,09:28:19,42.4750,-69.3570,293,259,358,187,79,,,25,142,2,4,250,115,12,138,9,137,155,178,66,255,7,144,30,131,190,193,129,0,192,128,193,148,194,,,,,
17552,243060,23,CS,2,19,03-Aug-2024,09:31:01,42.4750,-69.3570,,401677651,-123,56,0,03-Aug-2024,09:30:17,42.4750,-69.3570,293,259,358,187,79,,,121,53,231,224,52,35,127,60,78,94,232,117,193,66,147,36,120,32,192,249,110,19,144,,,,,,,,,
17552,243060,23,CS,2,19,03-Aug-2024,09:31:01,42.4750,-69.3570,,401677651,-123,56,0,03-Aug-2024,09:31:02,42.4750,-69.3570,293,259,358,187,79,,,113,236,66,6,37,173,213,53,32,134,148,68,37,87,126,62,67,71,52,153,88,188,0,,,,,,,,,
17552,243060,23,CS,2,19,03-Aug-2024,09:31:01,42.4750,-69.3570,,401677651,-123,56,0,03-Aug-2024,09:32:19,42.4750,-69.3570,293,259,358,187,79,,,118,108,162,6,22,124,208,146,238,225,112,55,146,86,62,72,97,149,75,128,0,0,0,,,,,,,,,
17552,243060,23,CS,2,19,03-Aug-2024,09:31:01,42.4750,-69.3570,,401677651,-123,56,0,03-Aug-2024,09:33:12,42.4750,-69.3570,293,259,358,187,79,,,120,216,226,6,20,101,215,55,163,186,97,200,138,207,6,30,19,230,182,153,80,184,0,,,,,,,,,
17552,243060,23,SR,0,20,03-Aug-2024,10:40:55,42.5734,-69.2696,,401677637,-129,48,0,03-Aug-2024,10:40:29,42.5734,-69.2696,368,6104,15372,2423,146,,,113,236,66,6,37,173,213,53,32,134,148,68,39,87,126,62,67,71,52,153,88,188,0,,,,,,,,,
17552,243060,23,SR,0,20,03-Aug-2024,10:40:55,42.5734,-69.2696,,401677637,-129,48,0,03-Aug-2024,10:41:21,42.5734,-69.2696,368,6104,15372,2423,146,,,120,216,226,6,20,101,215,55,163,186,97,200,138,207,6,30,19,230,182,153,80,184,0,,,,,,,,,
17552,243060,31,SR,0,20,03-Aug-2024,10:40:55,42.5734,-69.2696,,401677637,-129,48,0,03-Aug-2024,10:45:37,42.5734,-69.2696,368,6104,15372,2423,146,,,210,66,216,229,84,11,46,76,153,144,2,203,194,131,70,171,162,131,195,19,253,140,161,101,183,148,237,2,175,195,234,
17552,243060,31,SR,0,20,03-Aug-2024,10:40:55,42.5734,-69.2696,,401677637,-129,48,0,03-Aug-2024,10:46:37,42.5734,-69.2696,368,6104,15372,2423,146,,,215,58,130,5,8,1,44,55,179,247,57,2,255,255,119,1,118,209,55,191,104,63,150,127,63,254,193,247,246,83,231,
17552,243060,31,A1,3,21,03-Aug-2024,10:52:52,42.5503,-69.3162,,401677659,-126,56,0,03-Aug-2024,10:49:59,42.5503,-69.3162,314,113,438,28,75,,,185,110,242,4,253,65,60,10,195,208,20,144,29,135,32,40,80,67,10,129,24,225,88,86,225,160,14,194,1,0,0,
17552,243060,27,A1,3,21,03-Aug-2024,10:52:52,42.5503,-69.3162,,401677659,-126,56,0,03-Aug-2024,10:50:36,42.5503,-69.3162,314,113,438,28,75,,,25,142,2,4,250,115,12,138,9,137,155,178,66,255,7,144,30,131,190,193,129,0,192,128,193,148,194,,,,,
17552,243060,23,A1,3,21,03-Aug-2024,10:52:52,42.5503,-69.3162,,401677659,-126,56,0,03-Aug-2024,10:51:23,42.5503,-69.3162,314,113,438,28,75,,,115,108,82,6,4,10,148,0,166,255,249,136,99,234,248,21,253,155,128,153,76,176,0,,,,,,,,,
17552,243060,27,A1,3,21,03-Aug-2024,10:52:52,42.5503,-69.3162,,401677659,-126,56,0,03-Aug-2024,10:53:02,42.5503,-69.3162,314,113,438,28,75,,,123,121,98,5,117,201,28,95,27,170,128,192,106,25,249,186,116,4,103,126,212,171,46,74,153,72,176,,,,,
17552,243060,23,A1,3,21,03-Aug-2024,10:52:52,42.5503,-69.3162,,401677659,-126,56,0,03-Aug-2024,10:53:53,42.5503,-69.3162,314,113,438,28,75,,,118,70,146,5,103,138,85,71,125,175,49,233,139,155,115,238,236,20,51,25,68,176,0,,,,,,,,,
17552,243060,23,A1,3,21,03-Aug-2024,10:52:52,42.5503,-69.3162,,401677659,-126,56,0,03-Aug-2024,10:54:13,42.5503,-69.3162,314,113,438,28,75,,,122,33,226,5,101,123,151,152,162,235,234,100,80,151,64,23,11,228,211,89,64,176,0,,,,,,,,,
17552,243060,23,A1,3,21,03-Aug-2024,10:52:52,42.5503,-69.3162,,401677659,-126,56,0,03-Aug-2024,10:54:43,42.5503,-69.3162,314,113,438,28,75,,,116,75,2,5,87,11,214,170,156,249,77,24,78,115,1,252,151,12,219,153,60,176,0,,,,,,,,,
17552,243060,27,A1,3,21,03-Aug-2024,10:52:52,42.5503,-69.3162,,401677659,-126,56,0,03-Aug-2024,10:55:13,42.5503,-69.3162,314,113,438,28,75,,,114,105,242,5,52,72,153,246,58,47,27,253,180,218,149,103,55,115,57,164,177,65,147,137,0,0,0,,,,,
17552,243060,31,CS,A,22,03-Aug-2024,11:04:46,42.5543,-69.3061,,401677665,-130,6,0,03-Aug-2024,11:03:43,42.5543,-69.3061,148,613,1570,239,126,,,176,152,178,5,104,194,165,3,49,24,85,1,8,98,248,138,166,14,198,32,213,128,20,226,149,153,251,135,41,231,177,
17552,243060,31,CS,A,22,03-Aug-2024,11:04:46,42.5543,-69.3061,,401677665,-130,6,0,03-Aug-2024,11:04:23,42.5543,-69.3061,148,613,1570,239,126,,,55,94,194,5,74,130,0,0,8,0,64,193,137,4,149,0,0,8,0,64,128,6,14,19,200,24,132,159,160,32,0,
17552,243060,23,CS,A,22,03-Aug-2024,11:04:46,42.5543,-69.3061,,401677665,-130,6,0,03-Aug-2024,11:06:11,42.5543,-69.3061,148,613,1570,239,126,,,113,215,194,5,22,101,209,190,155,74,167,138,240,215,186,31,233,147,8,192,0,0,0,,,,,,,,,
17552,243060,31,NK,B,23,03-Aug-2024,11:04:23,42.5554,-69.3057,,401677657,-135,6,0,03-Aug-2024,11:04:23,42.5554,-69.3057,,771,1069,555,91,,,55,94,194,5,74,130,0,0,8,0,64,193,137,4,149,0,0,8,0,64,128,6,14,19,200,24,132,159,160,32,0,
17552,243060,23,NP,A,24,03-Aug-2024,13:21:58,42.5703,-69.4117,,401677587,-129,8,0,03-Aug-2024,13:21:32,42.5703,-69.4117,56,3765,12709,1115,132,,,117,197,114,6,166,162,84,194,141,173,7,221,119,222,48,243,82,103,223,153,132,220,0,,,,,,,,,
17552,243060,27,NP,A,24,03-Aug-2024,13:21:58,42.5703,-69.4117,,401677587,-129,8,0,03-Aug-2024,13:21:55,42.5703,-69.4117,56,3765,12709,1115,132,,,4,2,6,213,97,8,74,49,247,193,175,245,0,236,59,253,72,0,2,128,79,0,29,243,97,0,0,,,,,
17552,243060,19,NP,A,24,03-Aug-2024,13:21:58,42.5703,-69.4117,,401677587,-129,8,0,03-Aug-2024,13:22:28,42.5703,-69.4117,56,3765,12709,1115,132,,,124,118,50,6,149,72,80,85,254,103,51,18,171,147,93,221,229,152,13,,,,,,,,,,,,,
17552,243060,23,NK,B,25,03-Aug-2024,14:25:38,42.6200,-69.3864,,401677590,-135,8,0,03-Aug-2024,14:24:51,42.6200,-69.3864,48,5100,11075,2348,107,,,113,236,66,6,37,173,213,53,32,134,148,68,37,87,126,15,57,166,41,110,8,72,67,,,,,,,,,
17552,243060,23,NK,B,25,03-Aug-2024,14:25:38,42.6200,-69.3864,,401677590,-135,8,0,03-Aug-2024,14:25:39,42.6200,-69.3864,48,5100,11075,2348,107,,,120,216,230,70,22,97,215,55,163,186,97,200,138,203,66,141,43,29,205,67,3,181,164,,,,,,,,,
17552,243060,27,MC,0,26,03-Aug-2024,14:39:08,42.7349,-69.3626,,401677666,-113,46,0,03-Aug-2024,14:38:17,,,105,5947,141733,249,97,,,123,121,98,5,117,201,28,95,27,170,128,192,106,25,249,186,116,4,103,126,212,171,46,74,153,67,158,,,,,
17552,243060,31,MC,0,26,03-Aug-2024,14:39:08,42.7349,-69.3626,,401677666,-113,46,0,03-Aug-2024,14:38:32,,,105,5947,141733,249,97,,,183,204,210,5,18,129,216,12,197,112,11,1,196,28,0,112,4,49,60,3,100,41,135,0,19,65,76,77,0,0,0,
17552,243060,31,MC,0,26,03-Aug-2024,14:39:08,42.7349,-69.3626,,401677666,-113,46,0,03-Aug-2024,14:39:44,,,105,5947,141733,249,97,,,209,237,18,5,24,1,108,67,123,250,2,127,115,52,128,119,119,76,47,179,187,0,39,255,190,128,55,189,0,63,252,
17552,243060,31,MC,0,26,03-Aug-2024,14:39:08,42.7349,-69.3626,,401677666,-113,46,0,03-Aug-2024,14:40:02,,,105,5947,141733,249,97,,,176,27,66,5,9,0,209,14,193,112,79,208,134,23,128,88,4,176,76,129,130,21,136,32,22,224,236,52,0,0,0,
17552,243060,31,NN,1,27,03-Aug-2024,16:03:40,42.7739,-69.2435,,401677641,-121,58,0,03-Aug-2024,16:03:41,42.7739,-69.2435,152,843,3357,211,113,,,214,168,194,5,120,0,238,191,255,255,254,196,7,63,255,187,246,196,124,19,121,64,55,187,47,116,69,183,115,55,112,
17552,243060,31,NN,1,27,03-Aug-2024,16:03:40,42.7739,-69.2435,,401677641,-121,58,0,03-Aug-2024,16:04:59,42.7739,-69.2435,152,843,3357,211,113,,,185,17,210,5,82,65,77,110,139,149,14,200,150,99,34,114,194,183,65,93,85,192,216,190,9,204,14,195,176,64,0,
17552,243060,23,NN,1,27,03-Aug-2024,16:03:40,42.7739,-69.2435,,401677641,-121,58,0,03-Aug-2024,16:05:24,42.7739,-69.2435,152,843,3357,211,113,,,44,158,34,6,32,108,0,128,128,128,128,254,152,195,163,64,0,2,20,0,16,6,236,,,,,,,,,
17552,243060,27,NN,1,27,03-Aug-2024,16:03:40,42.7739,-69.2435,,401677641,-121,58,0,03-Aug-2024,16:05:45,42.7739,-69.2435,152,843,3357,211,113,,,125,95,82,6,244,89,95,164,20,242,45,216,161,139,89,200,138,128,78,91,24,61,136,88,216,175,146,,,,,
17552,243060,19,NN,1,27,03-Aug-2024,16:03:40,42.7739,-69.2435,,401677641,-121,58,0,03-Aug-2024,16:06:13,42.7739,-69.2435,152,843,3357,211,113,,,121,18,194,6,229,167,16,188,253,169,45,165,171,220,230,0,97,153,79,,,,,,,,,,,,,
17552,243060,23,MC,0,28,03-Aug-2024,16:15:29,42.6814,-69.3080,,401677633,-119,46,0,03-Aug-2024,16:15:19,42.6814,-69.3080,184,8052,28978,2237,75,,,126,69,2,6,197,96,81,141,132,214,38,194,213,153,179,81,209,152,206,64,0,0,0,,,,,,,,,
17552,243060,31,MC,0,28,03-Aug-2024,16:15:29,42.6814,-69.3080,,401677633,-119,46,0,03-Aug-2024,16:15:40,42.6814,-69.3080,184,8052,28978,2237,75,,,126,241,50,6,182,30,225,221,155,208,76,196,154,170,44,179,227,19,209,118,52,0,210,8,140,95,13,7,97,255,239,
17552,243060,27,MC,0,28,03-Aug-2024,16:15:29,42.6814,-69.3080,,401677633,-119,46,0,03-Aug-2024,16:16:34,42.6814,-69.3080,184,8052,28978,2237,75,,,4,2,7,4,12,160,167,50,87,177,223,229,0,236,59,253,68,0,2,128,82,0,30,98,192,0,0,,,,,
17552,243060,31,MC,0,28,03-Aug-2024,16:15:29,42.6814,-69.3080,,401677633,-119,46,0,03-Aug-2024,16:17:34,42.6814,-69.3080,184,8052,28978,2237,75,,,212,41,82,5,88,1,36,193,77,203,145,58,129,254,226,33,231,144,188,13,132,122,148,223,199,202,227,73,135,227,132,
17552,243060,31,MC,0,28,03-Aug-2024,16:15:29,42.6814,-69.3080,,401677633,-119,46,0,03-Aug-2024,16:17:51,42.6814,-69.3080,184,8052,28978,2237,75,,,180,217,242,5,60,1,191,20,212,36,195,246,41,153,200,26,209,13,64,80,82,24,150,100,152,161,113,76,237,60,0,
17552,243060,31,MC,0,28,03-Aug-2024,16:15:29,42.6814,-69.3080,,401677633,-119,46,0,03-Aug-2024,16:18:23,42.6814,-69.3080,184,8052,28978,2237,75,,,213,174,194,5,72,1,76,64,66,183,255,240,68,4,69,175,191,8,68,4,68,91,59,251,228,0,68,66,119,255,241,
17552,243060,31,O3,0,29,03-Aug-2024,16:28:43,42.7743,-69.3420,,401677617,-120,46,0,03-Aug-2024,16:26:36,42.7743,-69.3420,228,2137,8722,523,108,,,55,94,194,5,74,130,0,0,8,0,64,193,137,4,149,0,0,8,0,64,128,6,14,19,200,24,132,159,160,32,0,
