DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
CS-0518,243060,,Transmission,Mk10,TAT,15:00:00 02-Aug-2024,22.000000,3,0,,,,13,100,0,0,0,3.7,66.1,1.6,1.1,0.8,0.5,0.8,1.6,21.8,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,TAT,20:00:00 02-Aug-2024,22.000000,1,0,,,,13,100,0,0,0,5.7,34.5,2.1,0.9,0.9,1.1,1.1,5.7,45.1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,TAT,08:00:00 03-Aug-2024,22.000000,1,0,,,,13,100,0,0,0,3.3,36.0,0.7,0.4,0.4,0.7,1.3,1.5,55.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,TAT,14:00:00 03-Aug-2024,22.000000,1,0,,,,13,100,0,0,0,1.1,54.7,1.7,1.3,1.1,0.7,0.9,1.1,21.1,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,TAT,20:00:00 03-Aug-2024,22.000000,2,0,,,,13,100.000000,0,0,0,0,29.3,2.6,1.2,1.0,0.8,2.2,3.1,51.1,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,TAT,02:00:00 04-Aug-2024,22.000000,1,0,,,,13,100,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,48.3,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,TAD,15:00:00 02-Aug-2024,22.000000,3,0,,,,10,100,26.4,2.9,2.3,2.2,2.2,6.3,11.5,15.3,29.2,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,TAD,20:00:00 02-Aug-2024,22.000000,1,0,,,,10,100.000000,55.0,3.9,3.0,2.8,2.4,6.5,8.9,8.4,8.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,TAD,02:00:00 03-Aug-2024,22.000000,3,0,,,,10,100,99.6,0.4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,TAD,08:00:00 03-Aug-2024,22.000000,1,0,,,,10,100,56.3,3.3,2.0,1.8,1.6,2.9,4.9,10.9,16.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,TAD,14:00:00 03-Aug-2024,22.000000,1,0,,,,10,100,36.6,4.2,2.6,2.3,2.2,6.5,8.3,16.1,21.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,TAD,20:00:00 03-Aug-2024,22.000000,2,0,,,,10,100.000000,64.5,3.0,1.8,1.3,2.5,2.5,3.8,17.5,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,DiveDepth,15:00:00 02-Aug-2024,22.000000,1,0,,,,10,26,0,0,0,0,0,0,0,2,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,DiveDepth,20:00:00 02-Aug-2024,22.000000,3,0,,,,10,22,2,0,0,1,0,2,3,3,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,DiveDepth,02:00:00 04-Aug-2024,22.000000,1,0,,,,10,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,DiveDuration,15:00:00 02-Aug-2024,22.000000,1,0,,,,11,26,0,0,0,3,0,5,4,5,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,DiveDuration,20:00:00 02-Aug-2024,22.000000,3,0,,,,11,22,0,0,1,0,2,2,0,6,7,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,243060,,Transmission,Mk10,DiveDuration,02:00:00 04-Aug-2024,22.000000,1,0,,,,11,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
