DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
CS-0518,243060,Mk10,17:20:48 02-Aug-2024,,,B,42.1693,-69.8669,CRC 44074.19058,17:20:27 02-Aug-2024,Status,4,2,5,21,27,172,42,82,90,39,191,76,173,126,24,42,78,108,70,100,116,35,106,226,84,175,236,,,,,
CS-0518,243060,Mk10,18:53:18 02-Aug-2024,,,B,42.1861,-69.8564,CRC 31738.64217,16:00:00 18-Dec-2024,Percent,103,191,163,37,6,39,48,231,110,139,56,255,186,111,47,8,201,146,136,192,0,0,0,,,,,,,,,
CS-0518,243060,Mk10,19:46:34 02-Aug-2024,,,A,42.1375,-70.0355,CRC 33892.12004,19:46:34 02-Aug-2024,Status,4,156,213,59,140,3,118,52,55,183,207,229,0,80,84,85,72,0,3,132,100,128,57,128,48,129,128,,,,,
CS-0518,243060,Mk10,21:29:21 02-Aug-2024,,,A,41.6975,-70.0002,CRC 9919.21323,19:02:39 29-Sep-2023,Fast-GPS,114,107,254,123,52,41,202,57,175,80,102,244,245,254,53,110,207,236,113,120,121,119,7,155,48,11,250,,,,,
CS-0518,243060,Mk10,21:30:29 02-Aug-2024,,,A,41.6975,-70.0002,CRC 7548.32912,17:38:23 02-Aug-2024,Fast-GPS,113,215,194,5,22,101,209,190,155,74,167,138,240,215,186,31,233,147,15,196,65,225,99,,,,,,,,,
CS-0518,243060,Mk10,21:51:46 02-Aug-2024,,,0,42.2046,-69.8811,CRC 43994.60378,16:34:28 02-Aug-2024,Fast-GPS,122,189,162,5,6,39,16,229,111,139,56,255,186,111,47,8,201,146,136,192,0,0,0,,,,,,,,,
CS-0518,243060,Mk10,00:38:21 03-Aug-2024,,,1,42.3478,-69.7082,CRC 9887.29191,19:04:34 02-Aug-2024,Fast-GPS,114,105,242,5,52,72,153,243,250,76,130,223,38,197,51,70,129,183,131,220,45,7,206,50,155,73,217,,,,,
CS-0518,243060,Mk10,09:09:09 03-Aug-2024,,,A,42.4740,-69.3109,CRC 48694.25136,07:13:38 03-Aug-2024,Fast-GPS,123,227,98,6,116,217,147,45,153,153,147,36,137,109,88,46,78,106,77,83,5,254,232,,,,,,,,,
CS-0518,243060,Mk10,09:14:20 03-Aug-2024,,,B,42.4769,-69.3121,CRC 41782.10039,09:13:58 03-Aug-2024,Status,4,2,6,147,122,163,54,50,87,177,127,245,0,236,59,253,68,0,2,128,73,132,26,98,64,0,0,,,,,
CS-0518,243060,Mk10,09:14:59 03-Aug-2024,,,B,42.4769,-69.3121,CRC 62455.13299,04:13:36 03-Aug-2024,Fast-GPS,127,63,114,6,68,217,20,239,58,211,191,228,139,237,32,36,83,96,25,137,96,196,0,,,,,,,,,
