Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
CS-0518,02-Aug-2024,15:58:19,5,22.000000,73,35,0,7,,,,,,,,,,,,,,,15,30,12504,,,,18,17282,,,,1,26664,,,,20,29890,,,,11,16050,,,,7,11537,,,,29,26808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,02-Aug-2024,16:34:28,1,22.000000,74,35,0,4,,,,,,,,,,,,,,,15,7,5566,,,,5,20031,,,,29,27068,,,,23,16946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,02-Aug-2024,17:08:03,2,22.000000,75,35,0,4,,,,,,,,,,,,,,,15,7,29381,,,,30,17023,,,,23,18524,,,,5,16786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,02-Aug-2024,17:38:23,2,22.000000,76,35,0,4,,,,,,,,,,,,,,,15,13,31341,,,,5,10722,,,,23,17246,,,,29,2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,02-Aug-2024,18:12:45,1,22.000000,77,35,0,5,,,,,,,,,,,,,,,15,24,3399,,,,5,20025,,,,30,18007,,,,20,27647,,,,13,15070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,02-Aug-2024,19:04:34,1,22.000000,78,36,0,6,,,,,,,,,,,,,,,15,15,22760,,,,23,18175,,,,13,21354,,,,10,22989,,,,27,19686,,,,18,11344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,02-Aug-2024,21:48:47,1,22.000000,79,44,0,5,,,,,,,,,,,,,,,15,21,10867,,,,28,21318,,,,2,14796,,,,32,32549,,,,24,13166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,02-Aug-2024,22:23:46,1,22.000000,80,44,0,5,,,,,,,,,,,,,,,15,28,25227,,,,21,31385,,,,2,16989,,,,32,1474,,,,31,4941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,02-Aug-2024,22:56:41,1,22.000000,81,44,0,5,,,,,,,,,,,,,,,15,10,7670,,,,23,19578,,,,12,11885,,,,25,31675,,,,32,20684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS-0518,02-Aug-2024,23:28:36,1,22.000000,82,44,0,7,,,,,,,,,,,,,,,15,2,31854,,,,21,8240,,,,3,10343,,,,28,28317,,,,32,4509,,,,31,13610,,,,25,14634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
