DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,LocationQuality,Latitude,Longitude,Depth,DRange,Temperature,TRange,Activity,ARange
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:01:15,,,,49.0,6.25,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:02:30,,,,59.0,6.50,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:03:45,,,,39.5,6.00,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:05:00,,,,68.5,6.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:06:15,,,,49.0,6.25,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:07:30,,,,39.5,6.00,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:08:45,,,,59.0,6.50,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:10:00,,,,6.0,1.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:11:15,,,,0.5,0.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:12:30,,,,32.0,3.50,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:13:45,,,,68.5,6.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:15:00,,,,68.5,6.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:16:15,,,,68.5,6.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:17:30,,,,49.0,6.25,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:18:45,,,,49.0,6.25,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:20:00,,,,39.5,6.00,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:21:15,,,,0.5,0.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:22:30,,,,8.5,1.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:23:45,,,,49.0,6.25,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:25:00,,,,32.0,3.50,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:26:15,,,,6.0,1.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:27:30,,,,6.0,1.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:28:45,,,,49.0,6.25,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:30:00,,,,59.0,6.50,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:31:15,,,,68.5,6.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:32:30,,,,49.0,6.25,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:33:45,,,,27.0,3.25,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:35:00,,,,0.5,0.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:36:15,,,,68.5,6.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:37:30,,,,59.0,6.50,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:38:45,,,,8.5,1.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:40:00,,,,22.0,3.25,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:41:15,,,,68.5,6.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:42:30,,,,39.5,6.00,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:43:45,,,,68.5,6.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:45:00,,,,68.5,6.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:46:15,,,,68.5,6.75,,,,
CS-0518,243060,,Transmission,Mk10,02-Aug-2024,16:47:30,,,,32.0,3.50,,,,
