DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
CCS-2001,234804,,Transmission,Mk10,1,14:00:00 03-Jul-2022,15:00:00 03-Jul-2022,,,,0.0,0.00,27.0,0.25,7.3,0.00,18.6,0.00,,,
CCS-2001,234804,,Transmission,Mk10,2,15:00:00 03-Jul-2022,16:00:00 03-Jul-2022,,,,,,,,7.1,0.00,18.5,0.00,,,
CCS-2001,234804,,Transmission,Mk10,1,20:00:00 03-Jul-2022,21:00:00 03-Jul-2022,,,,0.0,0.00,27.0,0.25,7.3,0.00,19.8,0.00,,,
CCS-2001,234804,,Transmission,Mk10,1,22:00:00 03-Jul-2022,23:00:00 03-Jul-2022,,,,,,,,8.6,0.00,19.6,0.00,,,
CCS-2001,234804,,Transmission,Mk10,1,23:00:00 03-Jul-2022,00:00:00 04-Jul-2022,,,,0.0,0.00,15.5,0.00,7.8,0.00,19.5,0.00,,,
CCS-2001,234804,,Transmission,Mk10,1,02:00:00 06-Jul-2022,03:00:00 06-Jul-2022,,,,0.0,0.00,18.0,0.00,,,,,,,
CCS-2001,234804,,Transmission,Mk10,1,19:00:00 06-Jul-2022,20:00:00 06-Jul-2022,,,,,,,,7.9,0.00,17.9,0.00,,,
CCS-2001,234804,,Transmission,Mk10,1,20:00:00 06-Jul-2022,21:00:00 06-Jul-2022,,,,,,,,7.6,0.00,17.9,0.00,,,
CCS-2001,234804,,Transmission,Mk10,1,10:00:00 09-Jul-2022,11:00:00 09-Jul-2022,,,,,,,,9.8,0.00,18.3,0.00,,,
CCS-2001,234804,,Transmission,Mk10,1,18:00:00 09-Jul-2022,19:00:00 09-Jul-2022,,,,,,,,7.6,0.00,18.9,0.00,,,
CCS-2001,234804,,Transmission,Mk10,2,20:00:00 09-Jul-2022,21:00:00 09-Jul-2022,,,,,,,,9.1,0.00,18.5,0.00,,,
