Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
17552,234804,27,MB, ,1,03-Jul-2022,14:51:52,,,,401650000,-129,,0,03-Jul-2022,14:51:52,,,,,,,,,,4,172,146,236,48,3,151,52,117,175,196,1,64,208,88,89,68,0,3,202,38,128,56,128,10,109,192,,,,,
17552,234804,31,MC,B,2,03-Jul-2022,15:45:32,42.1704,-70.0538,,401677619,-124,,0,03-Jul-2022,15:40:52,42.1704,-70.0538,280,2441,103659,57,73,,,208,42,89,198,232,0,104,60,60,60,60,60,60,60,60,60,60,62,199,137,131,231,226,6,89,36,47,22,112,50,206,
17552,234804,11,MC,B,2,03-Jul-2022,15:45:32,42.1704,-70.0538,,401677619,-124,,0,03-Jul-2022,15:45:32,42.1704,-70.0538,280,2441,103659,57,73,,,56,136,153,198,224,70,130,4,0,0,0,,,,,,,,,,,,,,,,,,,,,
17552,234804,31,NN,0,3,03-Jul-2022,15:56:05,42.1143,-70.1598,,401677597,-123,46,0,03-Jul-2022,15:53:04,42.1143,-70.1598,451,11877,26688,5285,166,,,186,243,153,198,233,128,204,2,131,81,8,24,36,19,16,53,185,88,49,82,212,207,246,172,31,192,80,60,48,0,0,
17552,234804,27,NN,0,3,03-Jul-2022,15:56:05,42.1143,-70.1598,,401677597,-123,46,0,03-Jul-2022,15:53:33,42.1143,-70.1598,451,11877,26688,5285,166,,,4,164,142,252,157,3,179,51,71,179,128,5,0,80,88,89,64,0,3,24,128,128,58,128,12,110,192,,,,,
17552,234804,31,NN,0,3,03-Jul-2022,15:56:05,42.1143,-70.1598,,401677597,-123,46,0,03-Jul-2022,15:53:52,42.1143,-70.1598,451,11877,26688,5285,166,,,196,70,147,162,188,180,143,15,95,107,85,135,14,12,29,60,120,48,118,92,69,102,186,208,163,157,13,78,147,198,190,
17552,234804,31,NN,0,3,03-Jul-2022,15:56:05,42.1143,-70.1598,,401677597,-123,46,0,03-Jul-2022,15:59:23,42.1143,-70.1598,451,11877,26688,5285,166,,,189,26,73,198,241,65,40,62,79,245,137,17,178,27,10,46,13,16,100,97,188,120,139,9,9,206,184,211,252,113,192,
17552,234804,31,NN,0,3,03-Jul-2022,15:56:05,42.1143,-70.1598,,401677597,-123,46,0,03-Jul-2022,16:00:35,42.1143,-70.1598,451,11877,26688,5285,166,,,186,243,153,198,233,128,204,2,131,81,54,191,99,232,242,161,228,139,82,53,250,2,130,168,142,2,144,18,99,33,136,
17552,234804,11,SR,B,4,03-Jul-2022,21:47:51,42.3674,-70.3580,,401677676,-135,7,0,03-Jul-2022,21:47:12,42.3674,-70.3580,79,72227,570744,9140,83,,,16,245,41,198,245,90,20,170,101,233,128,,,,,,,,,,,,,,,,,,,,,
17552,234804,11,SR,B,4,03-Jul-2022,21:47:51,42.3674,-70.3580,,401677676,-135,7,0,03-Jul-2022,21:48:31,42.3674,-70.3580,79,72227,570744,9140,83,,,68,162,137,198,224,53,130,4,0,0,0,,,,,,,,,,,,,,,,,,,,,
17552,234804,31,NK,B,5,03-Jul-2022,21:59:06,42.3669,-70.3091,,401677584,-135,6,0,03-Jul-2022,21:55:51,42.3669,-70.3091,391,1830,5965,561,1,,,221,42,169,199,28,168,210,44,240,176,14,224,0,255,39,131,143,55,187,137,43,89,213,73,198,74,13,70,229,116,66,
17552,234804,31,NK,B,5,03-Jul-2022,21:59:06,42.3669,-70.3091,,401677584,-135,6,0,03-Jul-2022,22:02:22,42.3669,-70.3091,391,1830,5965,561,1,,,186,122,41,199,3,128,188,0,130,17,75,160,4,86,162,98,15,144,204,50,8,120,131,225,148,35,164,53,8,16,0,
17552,234804,15,NP,B,6,03-Jul-2022,22:26:32,42.3660,-70.3336,,401677594,-138,8,0,03-Jul-2022,22:26:32,42.3660,-70.3336,,76714,290793,20237,83,,,18,116,105,199,70,104,26,31,69,124,132,128,0,0,0,,,,,,,,,,,,,,,,,
