DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
CCS-2001,234804,Mk10,14:39:00 03-Jul-2022,User,,42.1272,-70.1587,,,,,,,,,,
CCS-2001,234804,Mk10,15:45:32 03-Jul-2022,Argos,B,42.1704,-70.0538,2441,103659,57,73,,,,,,
CCS-2001,234804,Mk10,15:56:05 03-Jul-2022,Argos,0,42.1143,-70.1598,11877,26688,5285,166,,,,,,
CCS-2001,234804,Mk10,21:47:51 03-Jul-2022,Argos,B,42.3674,-70.3580,72227,570744,9140,83,,,,,,
CCS-2001,234804,Mk10,21:59:06 03-Jul-2022,Argos,B,42.3669,-70.3091,1830,5965,561,1,,,,,,
CCS-2001,234804,Mk10,22:26:32 03-Jul-2022,Argos,B,42.3660,-70.3336,76714,290793,20237,83,,,,,,
CCS-2001,234804,Mk10,23:17:05 03-Jul-2022,Argos,B,42.2710,-70.3563,1998,8168,488,89,,,,,,
CCS-2001,234804,Mk10,23:23:54 03-Jul-2022,Argos,B,42.2521,-70.3508,1770,55066,56,93,,,,,,
CCS-2001,234804,Mk10,23:39:53 03-Jul-2022,Argos,A,42.2609,-70.0229,7116,97128,521,80,,,,,,
CCS-2001,234804,Mk10,00:01:59 04-Jul-2022,Argos,A,42.2600,-70.0129,3975,64149,246,76,,,,,,
CCS-2001,234804,Mk10,00:38:39 04-Jul-2022,Argos,B,42.2408,-70.0369,1907,7701,472,77,,,,,,
CCS-2001,234804,Mk10,08:21:36 04-Jul-2022,Argos,B,41.9420,-70.2524,3074,7387,1279,88,,,,,,
CCS-2001,234804,Mk10,08:59:04 04-Jul-2022,Argos,B,41.8286,-70.2605,7707,33262,1785,57,,,,,,
CCS-2001,234804,Mk10,09:59:20 04-Jul-2022,Argos,B,41.7482,-70.1633,9511,29917,3023,71,,,,,,
CCS-2001,234804,Mk10,11:49:03 04-Jul-2022,Argos,A,41.6852,-69.4002,1255,3413,461,161,,,,,,
CCS-2001,234804,Mk10,12:19:09 04-Jul-2022,Argos,A,41.7948,-69.3883,995,5456,181,101,,,,,,
CCS-2001,234804,Mk10,13:35:22 04-Jul-2022,Argos,0,41.9657,-69.2553,1607,4828,534,41,,,,,,
CCS-2001,234804,Mk10,13:45:41 04-Jul-2022,Argos,B,41.9613,-69.2478,2550,3636,1787,77,,,,,,
CCS-2001,234804,Mk10,14:00:24 04-Jul-2022,Argos,B,41.9627,-69.2684,4745,10913,2062,87,,,,,,
CCS-2001,234804,Mk10,14:31:24 04-Jul-2022,Argos,B,41.9448,-69.4821,3415,5566,2095,6,,,,,,
CCS-2001,234804,Mk10,15:18:35 04-Jul-2022,Argos,B,41.9049,-69.4819,4223,4959,3595,81,,,,,,
CCS-2001,234804,Mk10,15:38:59 04-Jul-2022,Argos,A,41.7830,-69.4512,9990,182450,547,83,,,,,,
CCS-2001,234804,Mk10,22:53:49 04-Jul-2022,Argos,A,41.9553,-68.9887,2539,10690,603,103,,,,,,
CCS-2001,234804,Mk10,23:00:00 04-Jul-2022,Argos,B,41.9570,-68.9868,6177,9973,3826,99,,,,,,
CCS-2001,234804,Mk10,23:48:26 04-Jul-2022,Argos,0,41.8991,-68.9532,27780,893180,864,78,,,,,,
CCS-2001,234804,Mk10,00:33:10 05-Jul-2022,Argos,0,41.8970,-68.6244,6129,14672,2560,10,,,,,,
CCS-2001,234804,Mk10,00:33:53 05-Jul-2022,Argos,B,41.8943,-68.6224,3980,8624,1836,12,,,,,,
CCS-2001,234804,Mk10,00:55:13 05-Jul-2022,Argos,A,42.0110,-68.7151,2715,12730,579,53,,,,,,
CCS-2001,234804,Mk10,01:00:02 05-Jul-2022,Argos,1,41.9659,-68.8031,775,1573,381,79,,,,,,
CCS-2001,234804,Mk10,01:37:16 05-Jul-2022,Argos,B,41.9454,-68.7075,7703,10445,5681,91,,,,,,
CCS-2001,234804,Mk10,01:52:30 05-Jul-2022,Argos,B,41.9902,-68.6538,4854,51659,456,106,,,,,,
CCS-2001,234804,Mk10,02:44:02 05-Jul-2022,Argos,B,41.9653,-68.5293,1720,5103,580,100,,,,,,
CCS-2001,234804,Mk10,03:06:18 05-Jul-2022,Argos,B,41.9725,-68.5721,5023,39508,638,100,,,,,,
CCS-2001,234804,Mk10,11:24:49 05-Jul-2022,Argos,B,41.9524,-68.4973,3227,6266,1661,71,,,,,,
CCS-2001,234804,Mk10,12:14:39 05-Jul-2022,Argos,B,42.1078,-67.9697,863,23801,31,110,,,,,,
CCS-2001,234804,Mk10,13:09:14 05-Jul-2022,Argos,B,42.1172,-67.8582,4061,26789,615,120,,,,,,
CCS-2001,234804,Mk10,13:17:04 05-Jul-2022,Argos,B,42.1236,-67.8971,2338,22519,242,134,,,,,,
CCS-2001,234804,Mk10,13:50:44 05-Jul-2022,Argos,B,42.1190,-67.7837,2537,3946,1630,115,,,,,,
CCS-2001,234804,Mk10,14:59:34 05-Jul-2022,Argos,B,42.0392,-67.6415,3914,344221,44,96,,,,,,
CCS-2001,234804,Mk10,15:29:34 05-Jul-2022,Argos,A,42.0177,-67.8231,11336,182083,705,108,,,,,,
CCS-2001,234804,Mk10,22:25:44 05-Jul-2022,Argos,0,42.1758,-67.8494,25707,520094,1270,110,,,,,,
CCS-2001,234804,Mk10,22:40:31 05-Jul-2022,Argos,0,42.0736,-67.5395,5058,203507,125,99,,,,,,
CCS-2001,234804,Mk10,22:47:54 05-Jul-2022,Argos,B,42.1212,-67.6981,4392,8263,2334,68,,,,,,
