DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
CCS-2001,234804,Mk10,DS,1,0,1,,,14:51:52 03-Jul-2022,MB,,,,,,,,401650000,-129
CCS-2001,234804,Mk10,DS,2,0,1,280,280,15:45:32 03-Jul-2022,MC,B,42.1704,-70.0538,42.1704,-70.0538,,,401677619,-124
CCS-2001,234804,Mk10,DS,5,0,4,112,19,15:56:05 03-Jul-2022,NN,0,42.1143,-70.1598,42.1143,-70.1598,46,,401677597,-123
CCS-2001,234804,Mk10,DS,2,0,0,79,79,21:47:51 03-Jul-2022,SR,B,42.3674,-70.3580,42.3674,-70.3580,7,,401677676,-135
CCS-2001,234804,Mk10,DS,2,0,2,391,391,21:59:06 03-Jul-2022,NK,B,42.3669,-70.3091,42.3669,-70.3091,6,,401677584,-135
CCS-2001,234804,Mk10,DS,1,0,0,,,22:26:32 03-Jul-2022,NP,B,42.3660,-70.3336,42.3660,-70.3336,8,,401677594,-138
CCS-2001,234804,Mk10,DS,1,0,0,,,23:17:05 03-Jul-2022,A1,B,42.2710,-70.3563,42.2710,-70.3563,5,,401677660,-124
CCS-2001,234804,Mk10,DS,2,0,0,73,73,23:23:54 03-Jul-2022,SR,B,42.2521,-70.3508,42.2521,-70.3508,6,,401677584,-121
CCS-2001,234804,Mk10,DS,3,0,0,120,73,23:39:53 03-Jul-2022,NK,A,42.2609,-70.0229,42.2609,-70.0229,6,,401677668,-120
CCS-2001,234804,Mk10,DS,3,0,1,320,173,00:01:59 04-Jul-2022,NP,A,42.2600,-70.0129,42.2600,-70.0129,6,,401677669,-119
CCS-2001,234804,Mk10,DS,1,0,1,,,00:38:39 04-Jul-2022,MB,B,42.2408,-70.0369,42.2408,-70.0369,8,,401677668,-135
CCS-2001,234804,Mk10,DS,1,0,1,,,08:21:36 04-Jul-2022,A1,B,41.9420,-70.2524,41.9420,-70.2524,8,,401677630,-140
CCS-2001,234804,Mk10,DS,1,0,0,,,08:59:04 04-Jul-2022,SR,B,41.8286,-70.2605,41.8286,-70.2605,4,,401677731,-137
CCS-2001,234804,Mk10,DS,2,0,1,21,21,09:59:20 04-Jul-2022,A1,B,41.7482,-70.1633,41.7482,-70.1633,8,,401677662,-135
CCS-2001,234804,Mk10,DS,3,0,0,219,95,11:49:03 04-Jul-2022,NK,A,41.6852,-69.4002,41.6852,-69.4002,8,,401677657,-132
CCS-2001,234804,Mk10,DS,3,0,2,353,307,12:19:09 04-Jul-2022,NP,A,41.7948,-69.3883,41.7948,-69.3883,6,,401677612,-128
CCS-2001,234804,Mk10,DS,5,0,2,117,21,13:35:22 04-Jul-2022,NK,0,41.9657,-69.2553,41.9657,-69.2553,46,,401677680,-131
CCS-2001,234804,Mk10,DS,2,0,1,16,16,13:45:41 04-Jul-2022,MC,B,41.9613,-69.2478,41.9613,-69.2478,6,,401677736,-126
CCS-2001,234804,Mk10,DS,1,0,0,,,14:00:24 04-Jul-2022,NN,B,41.9627,-69.2684,41.9627,-69.2684,6,,401677693,-133
CCS-2001,234804,Mk10,DS,2,0,2,70,70,14:31:24 04-Jul-2022,MB,B,41.9448,-69.4821,41.9448,-69.4821,6,,401677775,-124
CCS-2001,234804,Mk10,DS,2,0,0,443,443,15:18:35 04-Jul-2022,MC,B,41.9049,-69.4819,41.9049,-69.4819,8,,401677624,-132
CCS-2001,234804,Mk10,DS,3,0,1,214,18,15:38:59 04-Jul-2022,NN,A,41.7830,-69.4512,41.7830,-69.4512,6,,401677607,-133
CCS-2001,234804,Mk10,DS,3,0,0,188,175,22:53:49 04-Jul-2022,SR,A,41.9553,-68.9887,41.9553,-68.9887,8,,401677655,-124
CCS-2001,234804,Mk10,DS,1,0,1,,,23:00:00 04-Jul-2022,A1,B,41.9570,-68.9868,41.9570,-68.9868,6,,401677625,-125
CCS-2001,234804,Mk10,DS,5,0,0,81,17,23:48:26 04-Jul-2022,NP,0,41.8991,-68.9532,41.8991,-68.9532,47,,401677640,-126
CCS-2001,234804,Mk10,DS,5,0,2,25,15,00:33:10 05-Jul-2022,SR,0,41.8970,-68.6244,41.8970,-68.6244,48,,401677639,-133
CCS-2001,234804,Mk10,DS,2,0,1,24,24,00:33:53 05-Jul-2022,A1,B,41.8943,-68.6224,41.8943,-68.6224,6,,401677666,-139
CCS-2001,234804,Mk10,DS,3,0,1,84,23,00:55:13 05-Jul-2022,NK,A,42.0110,-68.7151,42.0110,-68.7151,6,,401677656,-131
CCS-2001,234804,Mk10,DS,6,0,3,114,44,01:00:02 05-Jul-2022,MC,1,41.9659,-68.8031,41.9659,-68.8031,46,,401677661,-126
CCS-2001,234804,Mk10,DS,1,0,1,,,01:37:16 05-Jul-2022,NP,B,41.9454,-68.7075,41.9454,-68.7075,7,,401677679,-139
CCS-2001,234804,Mk10,DS,2,0,0,92,92,01:52:30 05-Jul-2022,MB,B,41.9902,-68.6538,41.9902,-68.6538,6,,401677695,-122
CCS-2001,234804,Mk10,DS,1,0,1,,,02:44:02 05-Jul-2022,MC,B,41.9653,-68.5293,41.9653,-68.5293,6,,401677717,-132
CCS-2001,234804,Mk10,DS,1,0,0,,,03:06:18 05-Jul-2022,NN,B,41.9725,-68.5721,41.9725,-68.5721,6,,401677682,-130
CCS-2001,234804,Mk10,DS,1,0,1,,,11:24:49 05-Jul-2022,NK,B,41.9524,-68.4973,41.9524,-68.4973,8,,401677700,-135
CCS-2001,234804,Mk10,DS,2,0,1,23,23,12:14:39 05-Jul-2022,NP,B,42.1078,-67.9697,38.0026,-47.9749,8,,401677615,-122
CCS-2001,234804,Mk10,DS,2,0,0,48,48,13:09:14 05-Jul-2022,NK,B,42.1172,-67.8582,42.1172,-67.8582,5,,401677670,-124
CCS-2001,234804,Mk10,DS,2,0,1,467,467,13:17:04 05-Jul-2022,MC,B,42.1236,-67.8971,42.1236,-67.8971,6,,401677659,-132
CCS-2001,234804,Mk10,DS,1,0,1,,,13:50:44 05-Jul-2022,NP,B,42.1190,-67.7837,42.1190,-67.7837,8,,401677638,-136
CCS-2001,234804,Mk10,DS,2,0,0,209,209,14:59:34 05-Jul-2022,MC,B,42.0392,-67.6415,42.0392,-67.6415,7,,401677645,-111
