"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"CCS-2001",234804,17552,,,,,,,0,MB,,401650000,07/03/2022 14:51:52,1,1,0,-129,401650000,,,,,,,,,,,,4,172,146,236,48,3,151,52,117,175,196,1,64,208,88,89,68,0,3,202,38,128,56,128,10,109,192,,,,,
"CCS-2001",234804,17552,42.17044,-70.05383,B,07/03/2022 15:45:32,Argos,0,280,MC,,401677619.17,07/03/2022 15:40:52,1,2,0,-124,401677619.17,-70.05383,42.17044,-70.05383,42.17044,0,3,2441,103659,57,73,6899,208,42,89,198,232,0,104,60,60,60,60,60,60,60,60,60,60,62,199,137,131,231,226,6,89,36,47,22,112,50,206,
"CCS-2001",234804,17552,42.17044,-70.05383,B,07/03/2022 15:45:32,Argos,0,280,MC,,401677619.17,07/03/2022 15:45:32,1,2,0,-124,401677619.17,-70.05383,42.17044,-70.05383,42.17044,0,3,2441,103659,57,73,6899,56,136,153,198,224,70,130,4,0,0,0,,,,,,,,,,,,,,,,,,,,,
"CCS-2001",234804,17552,42.11432,-70.15978,0,07/03/2022 15:56:05,Argos,0,451,NN,,401677597.49,07/03/2022 15:53:04,1,5,0,-123,401677597.49,-70.15978,42.11432,-70.15978,42.11432,46,3,11877,26688,5285,166,538,186,243,153,198,233,128,204,2,131,81,8,24,36,19,16,53,185,88,49,82,212,207,246,172,31,192,80,60,48,0,0,
"CCS-2001",234804,17552,42.11432,-70.15978,0,07/03/2022 15:56:05,Argos,0,451,NN,,401677597.49,07/03/2022 15:53:33,1,5,0,-123,401677597.49,-70.15978,42.11432,-70.15978,42.11432,46,3,11877,26688,5285,166,538,4,164,142,252,157,3,179,51,71,179,128,5,0,80,88,89,64,0,3,24,128,128,58,128,12,110,192,,,,,
"CCS-2001",234804,17552,42.11432,-70.15978,0,07/03/2022 15:56:05,Argos,0,451,NN,,401677597.49,07/03/2022 15:53:52,1,5,0,-123,401677597.49,-70.15978,42.11432,-70.15978,42.11432,46,3,11877,26688,5285,166,538,196,70,147,162,188,180,143,15,95,107,85,135,14,12,29,60,120,48,118,92,69,102,186,208,163,157,13,78,147,198,190,
"CCS-2001",234804,17552,42.11432,-70.15978,0,07/03/2022 15:56:05,Argos,0,451,NN,,401677597.49,07/03/2022 15:59:23,1,5,0,-123,401677597.49,-70.15978,42.11432,-70.15978,42.11432,46,3,11877,26688,5285,166,538,189,26,73,198,241,65,40,62,79,245,137,17,178,27,10,46,13,16,100,97,188,120,139,9,9,206,184,211,252,113,192,
"CCS-2001",234804,17552,42.11432,-70.15978,0,07/03/2022 15:56:05,Argos,0,451,NN,,401677597.49,07/03/2022 16:00:35,1,5,0,-123,401677597.49,-70.15978,42.11432,-70.15978,42.11432,46,3,11877,26688,5285,166,538,186,243,153,198,233,128,204,2,131,81,54,191,99,232,242,161,228,139,82,53,250,2,130,168,142,2,144,18,99,33,136,
"CCS-2001",234804,17552,42.36743,-70.358,B,07/03/2022 21:47:51,Argos,0,79,SR,,401677676.99,07/03/2022 21:47:12,1,2,0,-135,401677676.99,-70.358,42.36743,-70.358,42.36743,7,3,72227,570744,9140,83,4609,16,245,41,198,245,90,20,170,101,233,128,,,,,,,,,,,,,,,,,,,,,
"CCS-2001",234804,17552,42.36743,-70.358,B,07/03/2022 21:47:51,Argos,0,79,SR,,401677676.99,07/03/2022 21:48:31,1,2,0,-135,401677676.99,-70.358,42.36743,-70.358,42.36743,7,3,72227,570744,9140,83,4609,68,162,137,198,224,53,130,4,0,0,0,,,,,,,,,,,,,,,,,,,,,
