DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
CCS-2001,234804,Mk10,14:51:52 03-Jul-2022,,,,,,CRC 51750.25180,14:51:52 03-Jul-2022,Status,4,172,146,236,48,3,151,52,117,175,196,1,64,208,88,89,68,0,3,202,38,128,56,128,10,109,192,,,,,
CCS-2001,234804,Mk10,15:40:52 03-Jul-2022,,,B,42.1704,-70.0538,CRC 677.2187,14:00:00 03-Jul-2022,TimeSeries,208,42,89,198,232,0,104,60,60,60,60,60,60,60,60,60,60,62,199,137,131,231,226,6,89,36,47,22,112,50,206,
CCS-2001,234804,Mk10,15:53:04 03-Jul-2022,,,0,42.1143,-70.1598,CRC 44857.47531,14:38:00 03-Jul-2022,Behavior,186,243,153,198,233,128,204,2,131,81,8,24,36,19,16,53,185,88,49,82,212,207,246,172,31,192,80,60,48,0,0,
CCS-2001,234804,Mk10,15:53:52 03-Jul-2022,,,0,42.1143,-70.1598,CRC 17513.51142,,LinkedTemperature,196,70,147,162,188,180,143,15,95,107,85,135,14,12,29,60,120,48,118,92,69,102,186,208,163,157,13,78,147,198,190,
CCS-2001,234804,Mk10,16:00:35 03-Jul-2022,,,0,42.1143,-70.1598,CRC 44857.54697,14:38:00 03-Jul-2022,Behavior,186,243,153,198,233,128,204,2,131,81,54,191,99,232,242,161,228,139,82,53,250,2,130,168,142,2,144,18,99,33,136,
CCS-2001,234804,Mk10,21:55:51 03-Jul-2022,,,B,42.3669,-70.3091,CRC 53930.58977,17:00:00 03-Jul-2022,TimeSeries,221,42,169,199,28,168,210,44,240,176,14,224,0,255,39,131,143,55,187,137,43,89,213,73,198,74,13,70,229,116,66,
CCS-2001,234804,Mk10,22:02:22 03-Jul-2022,,,B,42.3669,-70.3091,CRC 42914.26543,16:14:00 03-Jul-2022,Behavior,186,122,41,199,3,128,188,0,130,17,75,160,4,86,162,98,15,144,204,50,8,120,131,225,148,35,164,53,8,16,0,
CCS-2001,234804,Mk10,00:38:39 04-Jul-2022,,,B,42.2408,-70.0369,CRC 53676.24937,15:05:00 01-Jul-2022,Behavior,189,26,201,194,241,65,40,174,79,117,137,17,178,27,10,46,13,16,100,105,189,112,131,162,14,163,68,22,24,0,0,
CCS-2001,234804,Mk10,08:21:37 04-Jul-2022,,,B,41.9420,-70.2524,CRC 5890.5935,20:00:00 03-Jul-2019,DiveDuration,65,112,45,199,64,183,130,6,4,24,0,,,,,,,,,,,,,,,,,,,,,
CCS-2001,234804,Mk10,12:19:09 04-Jul-2022,,,A,41.7948,-69.3883,CRC 5718.17314,09:38:00 04-Jul-2022,Behavior,177,101,105,200,153,129,30,32,4,178,6,129,50,182,23,95,221,143,179,225,153,176,220,90,168,16,148,29,246,33,73,
CCS-2001,234804,Mk10,12:30:55 04-Jul-2022,,,A,41.7948,-69.3883,CRC 46102.49250,07:07:00 04-Jul-2022,Behavior,187,65,105,200,113,192,192,28,8,131,201,164,146,75,100,146,89,36,137,36,190,75,52,201,109,30,91,58,4,150,91,
CCS-2001,234804,Mk10,13:29:36 04-Jul-2022,,,0,41.9657,-69.2553,CRC 23071.41905,20:00:00 03-Jul-2022,TimeSeries,213,161,249,199,76,186,217,0,13,224,1,206,2,46,208,0,12,227,51,57,137,157,217,216,136,199,255,177,9,8,143,
CCS-2001,234804,Mk10,13:36:09 04-Jul-2022,,,0,41.9657,-69.2553,CRC 25985.6454,20:00:00 03-Jul-2022,TimeSeries,214,88,25,199,72,0,107,247,140,191,233,11,19,122,36,48,208,204,42,153,245,138,33,227,175,125,217,227,190,216,157,
CCS-2001,234804,Mk10,13:45:34 04-Jul-2022,,,B,41.9613,-69.2478,CRC 37373.6895,21:00:00 03-Jul-2022,TAD,25,31,217,199,86,120,20,31,94,67,193,,,,,,,,,,,,,,,,,,,,,
CCS-2001,234804,Mk10,14:32:00 04-Jul-2022,,,B,41.9448,-69.4821,MaxWetDry (186) < MinWetDry (206),14:32:00 04-Jul-2022,Status,4,164,138,231,55,5,115,51,151,180,160,5,2,247,58,233,132,133,206,230,244,238,242,6,235,104,194,,,,,
CCS-2001,234804,Mk10,00:33:08 05-Jul-2022,,,0,41.8970,-68.6244,CRC 35291.65305,,TAD,24,157,187,88,201,249,182,22,40,82,104,,,,,,,,,,,,,,,,,,,,,
CCS-2001,234804,Mk10,00:33:41 05-Jul-2022,,,0,41.8970,-68.6244,CRC 12355.61778,03:00:00 04-Jul-2022,TAD,19,4,57,200,49,120,24,192,32,192,0,,,,,,,,,,,,,,,,,,,,,
CCS-2001,234804,Mk10,00:34:05 05-Jul-2022,,,B,41.8943,-68.6224,CRC 19637.19605,01:00:00 04-Jul-2022,DiveDepth,52,203,89,200,17,128,65,128,0,0,0,,,,,,,,,,,,,,,,,,,,,
CCS-2001,234804,Mk10,00:54:33 05-Jul-2022,,,A,42.0110,-68.7151,CRC 59135.48740,04:55:00 04-Jul-2022,Behavior,190,111,249,200,77,192,248,36,10,195,134,64,224,106,32,48,6,1,217,21,128,48,12,218,205,225,130,97,196,0,36,
CCS-2001,234804,Mk10,01:00:03 05-Jul-2022,,,1,41.9659,-68.8031,CRC 38658.57763,20:00:00 03-Jul-2022,DiveDuration,73,112,41,199,64,55,2,6,134,24,0,,,,,,,,,,,,,,,,,,,,,
