DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
CCS-2001,234804,,Transmission,Mk10,1,15:05:00 03-Jul-2022,15:38:36 03-Jul-2022,Message,10,,,,2006.000000,2026.000000,,
CCS-2001,234804,,Transmission,Mk10,1,15:05:00 03-Jul-2022,15:09:58 03-Jul-2022,Dive,1,Square,23.5,23.5,297,299,,
CCS-2001,234804,,Transmission,Mk10,1,15:09:58 03-Jul-2022,15:18:30 03-Jul-2022,Surface,,,,,511,513,149,363
CCS-2001,234804,,Transmission,Mk10,1,15:18:30 03-Jul-2022,15:23:22 03-Jul-2022,Dive,1,Square,21.5,21.5,291,293,,
CCS-2001,234804,,Transmission,Mk10,1,15:23:22 03-Jul-2022,15:25:12 03-Jul-2022,Surface,,,,,109,111,92,18
CCS-2001,234804,,Transmission,Mk10,1,15:25:12 03-Jul-2022,15:28:18 03-Jul-2022,Dive,1,Square,21.0,21.0,185,187,,
CCS-2001,234804,,Transmission,Mk10,1,15:28:18 03-Jul-2022,15:29:10 03-Jul-2022,Surface,,,,,51,53,42,10
CCS-2001,234804,,Transmission,Mk10,1,15:29:10 03-Jul-2022,15:32:54 03-Jul-2022,Dive,1,Square,22.0,22.0,223,225,,
CCS-2001,234804,,Transmission,Mk10,1,15:32:54 03-Jul-2022,15:33:54 03-Jul-2022,Surface,,,,,59,61,52,8
CCS-2001,234804,,Transmission,Mk10,1,15:33:54 03-Jul-2022,15:37:50 03-Jul-2022,Dive,1,Square,21.0,21.0,235,237,,
CCS-2001,234804,,Transmission,Mk10,1,15:37:50 03-Jul-2022,15:38:36 03-Jul-2022,Surface,,,,,45,47,37,9
CCS-2001,234804,,Transmission,Mk10,1,15:38:00 03-Jul-2022,16:13:54 03-Jul-2022,Message,10,,,,2144.000000,2164.000000,,
CCS-2001,234804,,Transmission,Mk10,1,15:38:00 03-Jul-2022,15:42:22 03-Jul-2022,Dive,1,Square,22.0,22.0,261,263,,
CCS-2001,234804,,Transmission,Mk10,1,15:42:22 03-Jul-2022,15:43:22 03-Jul-2022,Surface,,,,,59,61,45,15
CCS-2001,234804,,Transmission,Mk10,1,15:43:22 03-Jul-2022,15:49:28 03-Jul-2022,Dive,1,Square,24.5,25.0,365,367,,
CCS-2001,234804,,Transmission,Mk10,1,15:49:28 03-Jul-2022,15:51:30 03-Jul-2022,Surface,,,,,121,123,79,43
CCS-2001,234804,,Transmission,Mk10,1,15:51:30 03-Jul-2022,15:56:14 03-Jul-2022,Dive,1,Square,24.5,25.0,283,285,,
CCS-2001,234804,,Transmission,Mk10,1,15:56:14 03-Jul-2022,15:57:46 03-Jul-2022,Surface,,,,,91,93,77,15
CCS-2001,234804,,Transmission,Mk10,1,15:57:46 03-Jul-2022,16:04:12 03-Jul-2022,Dive,1,Square,23.0,23.0,385,387,,
CCS-2001,234804,,Transmission,Mk10,1,16:04:12 03-Jul-2022,16:06:24 03-Jul-2022,Surface,,,,,131,133,115,17
CCS-2001,234804,,Transmission,Mk10,1,16:06:24 03-Jul-2022,16:12:04 03-Jul-2022,Dive,1,Square,23.5,23.5,339,341,,
CCS-2001,234804,,Transmission,Mk10,1,16:12:04 03-Jul-2022,16:13:54 03-Jul-2022,Surface,,,,,109,111,99,11
CCS-2001,234804,,Transmission,Mk10,1,16:14:00 03-Jul-2022,16:51:16 03-Jul-2022,Message,10,,,,2226.000000,2246.000000,,
CCS-2001,234804,,Transmission,Mk10,1,16:14:00 03-Jul-2022,16:17:10 03-Jul-2022,Dive,1,Square,24.0,24.0,189,191,,
CCS-2001,234804,,Transmission,Mk10,1,16:17:10 03-Jul-2022,16:18:18 03-Jul-2022,Surface,,,,,67,69,57,11
CCS-2001,234804,,Transmission,Mk10,1,16:18:18 03-Jul-2022,16:24:32 03-Jul-2022,Dive,1,Square,24.0,24.0,373,375,,
CCS-2001,234804,,Transmission,Mk10,1,16:24:32 03-Jul-2022,16:30:20 03-Jul-2022,Surface,,,,,347,349,157,191
CCS-2001,234804,,Transmission,Mk10,1,16:30:20 03-Jul-2022,16:36:54 03-Jul-2022,Dive,1,Square,23.5,23.5,393,395,,
CCS-2001,234804,,Transmission,Mk10,1,16:36:54 03-Jul-2022,16:38:38 03-Jul-2022,Surface,,,,,103,105,94,10
CCS-2001,234804,,Transmission,Mk10,1,16:38:38 03-Jul-2022,16:43:00 03-Jul-2022,Dive,1,Square,23.0,23.0,261,263,,
CCS-2001,234804,,Transmission,Mk10,1,16:43:00 03-Jul-2022,16:44:04 03-Jul-2022,Surface,,,,,63,65,58,6
CCS-2001,234804,,Transmission,Mk10,1,16:44:04 03-Jul-2022,16:49:28 03-Jul-2022,Dive,1,Square,22.5,22.5,323,325,,
CCS-2001,234804,,Transmission,Mk10,1,16:49:28 03-Jul-2022,16:51:16 03-Jul-2022,Surface,,,,,107,109,101,7
CCS-2001,234804,,Transmission,Mk10,1,17:28:00 03-Jul-2022,18:01:56 03-Jul-2022,Message,10,,,,2026.000000,2046.000000,,
