DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
CCS-0914,234803,,Mk10,14:00:00 03-Jul-2022,,,,0.0,18.3,Status
CCS-0914,234803,,Mk10,15:00:00 03-Jul-2022,,,,0.0,18.4,Status
CCS-0914,234803,,Mk10,16:00:00 03-Jul-2022,,,,0.4,19.3,TimeSeries
CCS-0914,234803,,Mk10,17:00:00 03-Jul-2022,,,,0.8,18.6,TimeSeries
CCS-0914,234803,,Mk10,18:00:00 03-Jul-2022,,,,0.4,19.3,TimeSeries
CCS-0914,234803,,Mk10,19:00:00 03-Jul-2022,,,,0.8,18.5,TimeSeries
CCS-0914,234803,,Mk10,20:00:00 03-Jul-2022,,,,0.4,19.8,TimeSeries
CCS-0914,234803,,Mk10,21:00:00 03-Jul-2022,,,,0.4,19.8,TimeSeries
CCS-0914,234803,,Mk10,22:00:00 03-Jul-2022,,,,0.4,19.8,TimeSeries
CCS-0914,234803,,Mk10,23:00:00 03-Jul-2022,,,,0.4,20.6,TimeSeries
CCS-0914,234803,,Mk10,00:00:00 04-Jul-2022,,,,0.0,19.9,Status
CCS-0914,234803,,Mk10,13:00:00 05-Jul-2022,,,,0.0,19.4,Status
CCS-0914,234803,,Mk10,00:00:00 06-Jul-2022,,,,0.4,19.7,TimeSeries
CCS-0914,234803,,Mk10,01:00:00 06-Jul-2022,,,,0.4,19.7,TimeSeries
CCS-0914,234803,,Mk10,02:00:00 06-Jul-2022,,,,0.4,19.6,TimeSeries
CCS-0914,234803,,Mk10,03:00:00 06-Jul-2022,,,,0.4,19.8,TimeSeries
CCS-0914,234803,,Mk10,10:00:00 06-Jul-2022,,,,0.4,19.3,TimeSeries
CCS-0914,234803,,Mk10,11:00:00 06-Jul-2022,,,,0.0,19.6,Status
CCS-0914,234803,,Mk10,15:00:00 06-Jul-2022,,,,0.6,20.3,TimeSeries
CCS-0914,234803,,Mk10,16:00:00 06-Jul-2022,,,,0.6,19.5,TimeSeries
CCS-0914,234803,,Mk10,19:00:00 06-Jul-2022,,,,0.8,18.9,TimeSeries
CCS-0914,234803,,Mk10,20:00:00 06-Jul-2022,,,,0.8,18.9,TimeSeries
CCS-0914,234803,,Mk10,15:00:00 08-Jul-2022,,,,0.0,19.7,Status
CCS-0914,234803,,Mk10,04:00:00 09-Jul-2022,,,,0.8,20.0,TimeSeries
CCS-0914,234803,,Mk10,05:00:00 09-Jul-2022,,,,0.8,19.9,TimeSeries
CCS-0914,234803,,Mk10,15:00:00 09-Jul-2022,,,,0.0,20.6,Status
CCS-0914,234803,,Mk10,02:00:00 12-Jul-2022,,,,0.0,20.2,Status
CCS-0914,234803,,Mk10,12:00:00 13-Jul-2022,,,,0.0,19.2,Status
CCS-0914,234803,,Mk10,14:00:00 14-Jul-2022,,,,0.0,20.1,Status
CCS-0914,234803,,Mk10,15:00:00 14-Jul-2022,,,,0.0,20.8,Status
CCS-0914,234803,,Mk10,17:00:00 15-Jul-2022,,,,0.4,18.1,TimeSeries
CCS-0914,234803,,Mk10,18:00:00 15-Jul-2022,,,,0.8,19.6,TimeSeries
CCS-0914,234803,,Mk10,04:00:00 18-Jul-2022,,,,0.4,20.5,TimeSeries
CCS-0914,234803,,Mk10,05:00:00 18-Jul-2022,,,,0.8,20.4,TimeSeries
CCS-0914,234803,,Mk10,09:00:00 18-Jul-2022,,,,0.8,17.9,TimeSeries
CCS-0914,234803,,Mk10,10:00:00 18-Jul-2022,,,,1.3,17.9,TimeSeries
CCS-0914,234803,,Mk10,14:00:00 19-Jul-2022,,,,0.0,19.2,Status
CCS-0914,234803,,Mk10,06:00:00 21-Jul-2022,,,,0.8,18.3,TimeSeries
CCS-0914,234803,,Mk10,07:00:00 21-Jul-2022,,,,0.4,19.5,TimeSeries
CCS-0914,234803,,Mk10,10:00:00 21-Jul-2022,,,,0.8,18.6,TimeSeries
CCS-0914,234803,,Mk10,11:00:00 21-Jul-2022,,,,0.4,18.0,TimeSeries
CCS-0914,234803,,Mk10,18:00:00 21-Jul-2022,,,,0.6,18.4,TimeSeries
CCS-0914,234803,,Mk10,19:00:00 21-Jul-2022,,,,0.6,19.1,TimeSeries
