DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
CCS-0914,234803,,Transmission,Mk10,3,14:07:00 03-Jul-2022,14:50:16 03-Jul-2022,Message,11,,,,2585.000000,2607.000000,,
CCS-0914,234803,,Transmission,Mk10,3,14:07:00 03-Jul-2022,14:07:02 03-Jul-2022,Surface,,,,,1,3,2,0
CCS-0914,234803,,Transmission,Mk10,3,14:07:02 03-Jul-2022,14:10:20 03-Jul-2022,Dive,1,Square,22.5,22.5,197,199,,
CCS-0914,234803,,Transmission,Mk10,3,14:10:20 03-Jul-2022,14:15:00 03-Jul-2022,Surface,,,,,279,281,117,163
CCS-0914,234803,,Transmission,Mk10,3,14:15:00 03-Jul-2022,14:20:16 03-Jul-2022,Dive,1,Square,23.0,23.0,315,317,,
CCS-0914,234803,,Transmission,Mk10,3,14:20:16 03-Jul-2022,14:21:42 03-Jul-2022,Surface,,,,,85,87,86,0
CCS-0914,234803,,Transmission,Mk10,3,14:21:42 03-Jul-2022,14:25:28 03-Jul-2022,Dive,1,Square,16.0,16.0,225,227,,
CCS-0914,234803,,Transmission,Mk10,3,14:25:28 03-Jul-2022,14:40:02 03-Jul-2022,Surface,,,,,873,875,254,620
CCS-0914,234803,,Transmission,Mk10,3,14:40:02 03-Jul-2022,14:43:10 03-Jul-2022,Dive,1,Square,12.0,12.0,187,189,,
CCS-0914,234803,,Transmission,Mk10,3,14:43:10 03-Jul-2022,14:43:54 03-Jul-2022,Surface,,,,,43,45,43,1
CCS-0914,234803,,Transmission,Mk10,3,14:43:54 03-Jul-2022,14:48:26 03-Jul-2022,Dive,1,U,24.0,24.0,271,273,,
CCS-0914,234803,,Transmission,Mk10,3,14:48:26 03-Jul-2022,14:50:16 03-Jul-2022,Surface,,,,,109,111,110,0
CCS-0914,234803,,Transmission,Mk10,2,14:50:00 03-Jul-2022,16:02:00 03-Jul-2022,Message,10,,,,4310.000000,4330.000000,,
CCS-0914,234803,,Transmission,Mk10,2,14:50:00 03-Jul-2022,14:55:24 03-Jul-2022,Dive,1,Square,21.0,21.0,323,325,,
CCS-0914,234803,,Transmission,Mk10,2,14:55:24 03-Jul-2022,14:56:42 03-Jul-2022,Surface,,,,,77,79,75,3
CCS-0914,234803,,Transmission,Mk10,2,14:56:42 03-Jul-2022,15:00:48 03-Jul-2022,Dive,1,Square,18.0,18.0,245,247,,
CCS-0914,234803,,Transmission,Mk10,2,15:00:48 03-Jul-2022,15:01:44 03-Jul-2022,Surface,,,,,55,57,36,20
CCS-0914,234803,,Transmission,Mk10,2,15:01:44 03-Jul-2022,15:05:58 03-Jul-2022,Dive,1,Square,16.5,16.5,253,255,,
CCS-0914,234803,,Transmission,Mk10,2,15:05:58 03-Jul-2022,15:21:02 03-Jul-2022,Surface,,,,,903,905,292,612
CCS-0914,234803,,Transmission,Mk10,2,15:21:02 03-Jul-2022,15:25:26 03-Jul-2022,Dive,1,Square,18.0,18.0,263,265,,
CCS-0914,234803,,Transmission,Mk10,2,15:25:26 03-Jul-2022,15:41:14 03-Jul-2022,Surface,,,,,947,949,367,581
CCS-0914,234803,,Transmission,Mk10,2,15:41:14 03-Jul-2022,15:45:28 03-Jul-2022,Dive,1,Square,20.0,20.0,253,255,,
CCS-0914,234803,,Transmission,Mk10,2,15:45:28 03-Jul-2022,16:02:00 03-Jul-2022,Surface,,,,,991,993,320,672
CCS-0914,234803,,Transmission,Mk10,1,16:02:00 03-Jul-2022,16:38:16 03-Jul-2022,Message,10,,,,2166.000000,2186.000000,,
CCS-0914,234803,,Transmission,Mk10,1,16:02:00 03-Jul-2022,16:06:24 03-Jul-2022,Dive,1,Square,20.0,20.0,263,265,,
CCS-0914,234803,,Transmission,Mk10,1,16:06:24 03-Jul-2022,16:14:00 03-Jul-2022,Surface,,,,,455,457,162,294
CCS-0914,234803,,Transmission,Mk10,1,16:14:00 03-Jul-2022,16:17:36 03-Jul-2022,Dive,1,Square,19.5,19.5,215,217,,
CCS-0914,234803,,Transmission,Mk10,1,16:17:36 03-Jul-2022,16:18:54 03-Jul-2022,Surface,,,,,77,79,75,3
CCS-0914,234803,,Transmission,Mk10,1,16:18:54 03-Jul-2022,16:23:42 03-Jul-2022,Dive,1,Square,20.0,20.0,287,289,,
CCS-0914,234803,,Transmission,Mk10,1,16:23:42 03-Jul-2022,16:28:18 03-Jul-2022,Surface,,,,,275,277,89,187
CCS-0914,234803,,Transmission,Mk10,1,16:28:18 03-Jul-2022,16:31:20 03-Jul-2022,Dive,1,Square,21.0,21.0,181,183,,
CCS-0914,234803,,Transmission,Mk10,1,16:31:20 03-Jul-2022,16:33:00 03-Jul-2022,Surface,,,,,99,101,42,58
CCS-0914,234803,,Transmission,Mk10,1,16:33:00 03-Jul-2022,16:36:22 03-Jul-2022,Dive,1,Square,19.5,19.5,201,203,,
CCS-0914,234803,,Transmission,Mk10,1,16:36:22 03-Jul-2022,16:38:16 03-Jul-2022,Surface,,,,,113,115,114,0
CCS-0914,234803,,Transmission,Mk10,3,17:50:00 03-Jul-2022,18:29:32 03-Jul-2022,Message,10,,,,2362.000000,2382.000000,,
CCS-0914,234803,,Transmission,Mk10,3,17:50:00 03-Jul-2022,17:54:14 03-Jul-2022,Dive,1,Square,18.5,18.5,253,255,,
CCS-0914,234803,,Transmission,Mk10,3,17:54:14 03-Jul-2022,18:00:58 03-Jul-2022,Surface,,,,,403,405,130,274
CCS-0914,234803,,Transmission,Mk10,3,18:00:58 03-Jul-2022,18:04:30 03-Jul-2022,Dive,1,Square,20.0,20.0,211,213,,
CCS-0914,234803,,Transmission,Mk10,3,18:04:30 03-Jul-2022,18:13:10 03-Jul-2022,Surface,,,,,519,521,201,319
CCS-0914,234803,,Transmission,Mk10,3,18:13:10 03-Jul-2022,18:16:56 03-Jul-2022,Dive,1,Square,17.5,17.5,225,227,,
CCS-0914,234803,,Transmission,Mk10,3,18:16:56 03-Jul-2022,18:17:02 03-Jul-2022,Surface,,,,,5,7,6,0
CCS-0914,234803,,Transmission,Mk10,3,18:17:02 03-Jul-2022,18:20:50 03-Jul-2022,Dive,1,Square,18.5,18.5,227,229,,
CCS-0914,234803,,Transmission,Mk10,3,18:20:50 03-Jul-2022,18:26:06 03-Jul-2022,Surface,,,,,315,317,234,82
CCS-0914,234803,,Transmission,Mk10,3,18:26:06 03-Jul-2022,18:29:22 03-Jul-2022,Dive,1,Square,17.5,17.5,195,197,,
CCS-0914,234803,,Transmission,Mk10,3,18:29:22 03-Jul-2022,18:29:32 03-Jul-2022,Surface,,,,,9,11,10,0
CCS-0914,234803,,Transmission,Mk10,3,19:01:00 03-Jul-2022,19:44:12 03-Jul-2022,Message,10,,,,2582.000000,2602.000000,,
CCS-0914,234803,,Transmission,Mk10,3,19:01:00 03-Jul-2022,19:05:04 03-Jul-2022,Dive,1,Square,20.0,20.0,243,245,,
