DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
CCS-0914,234803,,Transmission,Mk10,5,14:00:00 03-Jul-2022,15:00:00 03-Jul-2022,,,,0.0,0.00,24.5,0.00,7.3,0.00,19.9,0.00,,,
CCS-0914,234803,,Transmission,Mk10,2,15:00:00 03-Jul-2022,16:00:00 03-Jul-2022,,,,,,,,7.8,0.00,19.8,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,16:00:00 03-Jul-2022,17:00:00 03-Jul-2022,,,,0.0,0.00,21.5,0.00,8.1,0.00,19.6,0.00,,,
CCS-0914,234803,,Transmission,Mk10,3,17:00:00 03-Jul-2022,18:00:00 03-Jul-2022,,,,0.0,0.00,22.0,0.00,7.9,0.00,19.6,0.00,,,
CCS-0914,234803,,Transmission,Mk10,5,18:00:00 03-Jul-2022,19:00:00 03-Jul-2022,,,,0.0,0.00,20.0,0.00,7.6,0.00,19.6,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,19:00:00 03-Jul-2022,20:00:00 03-Jul-2022,,,,,,,,7.6,0.00,21.3,0.00,,,
CCS-0914,234803,,Transmission,Mk10,2,20:00:00 03-Jul-2022,21:00:00 03-Jul-2022,,,,0.0,0.00,29.0,0.25,7.3,0.00,21.1,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,21:00:00 03-Jul-2022,22:00:00 03-Jul-2022,,,,0.0,0.00,30.0,0.25,,,,,,,
CCS-0914,234803,,Transmission,Mk10,4,22:00:00 03-Jul-2022,23:00:00 03-Jul-2022,,,,0.0,0.00,21.5,0.00,7.3,0.00,21.0,0.00,,,
CCS-0914,234803,,Transmission,Mk10,2,00:00:00 06-Jul-2022,01:00:00 06-Jul-2022,,,,0.0,0.00,22.5,0.00,7.1,0.00,20.1,0.00,,,
CCS-0914,234803,,Transmission,Mk10,2,01:00:00 06-Jul-2022,02:00:00 06-Jul-2022,,,,0.0,0.00,8.0,0.00,10.8,0.00,19.9,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,02:00:00 06-Jul-2022,03:00:00 06-Jul-2022,,,,0.0,0.00,4.0,0.00,16.4,0.00,19.9,0.00,,,
CCS-0914,234803,,Transmission,Mk10,2,03:00:00 06-Jul-2022,04:00:00 06-Jul-2022,,,,0.0,0.00,3.0,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,08:00:00 06-Jul-2022,09:00:00 06-Jul-2022,,,,,,,,9.1,0.00,20.8,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,09:00:00 06-Jul-2022,10:00:00 06-Jul-2022,,,,,,,,7.4,0.00,20.1,0.00,,,
CCS-0914,234803,,Transmission,Mk10,2,10:00:00 06-Jul-2022,11:00:00 06-Jul-2022,,,,0.0,0.00,20.0,0.00,7.3,0.00,19.8,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,15:00:00 06-Jul-2022,16:00:00 06-Jul-2022,,,,0.0,0.00,16.0,0.00,7.6,0.00,20.8,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,18:00:00 06-Jul-2022,19:00:00 06-Jul-2022,,,,0.0,0.00,29.0,0.25,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,19:00:00 06-Jul-2022,20:00:00 06-Jul-2022,,,,0.0,0.00,23.0,0.00,7.6,0.00,19.3,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,22:00:00 06-Jul-2022,23:00:00 06-Jul-2022,,,,,,,,8.6,0.00,18.1,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,00:00:00 09-Jul-2022,01:00:00 09-Jul-2022,,,,0.0,0.00,29.0,0.25,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,01:00:00 09-Jul-2022,02:00:00 09-Jul-2022,,,,,,,,20.1,0.00,20.9,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,03:00:00 09-Jul-2022,04:00:00 09-Jul-2022,,,,0.0,0.00,3.5,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,04:00:00 09-Jul-2022,05:00:00 09-Jul-2022,,,,0.0,0.00,3.0,0.00,19.5,0.00,20.0,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,06:00:00 09-Jul-2022,07:00:00 09-Jul-2022,,,,0.0,0.00,8.5,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,10:00:00 09-Jul-2022,11:00:00 09-Jul-2022,,,,0.0,0.00,24.0,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,11:00:00 09-Jul-2022,12:00:00 09-Jul-2022,,,,,,,,6.9,0.00,20.6,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,19:00:00 09-Jul-2022,20:00:00 09-Jul-2022,,,,0.0,0.00,27.0,0.25,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,20:00:00 09-Jul-2022,21:00:00 09-Jul-2022,,,,,,,,7.1,0.00,20.9,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,22:00:00 09-Jul-2022,23:00:00 09-Jul-2022,,,,0.0,0.00,24.5,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,02:00:00 12-Jul-2022,03:00:00 12-Jul-2022,,,,,,,,13.6,0.00,20.3,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,03:00:00 12-Jul-2022,04:00:00 12-Jul-2022,,,,,,,,7.6,0.00,20.0,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,04:00:00 12-Jul-2022,05:00:00 12-Jul-2022,,,,0.0,0.00,7.5,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,12:00:00 12-Jul-2022,13:00:00 12-Jul-2022,,,,0.0,0.00,19.0,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,14:00:00 12-Jul-2022,15:00:00 12-Jul-2022,,,,0.0,0.00,22.5,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,16:00:00 12-Jul-2022,17:00:00 12-Jul-2022,,,,0.0,0.00,24.5,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,17:00:00 12-Jul-2022,18:00:00 12-Jul-2022,,,,,,,,7.3,0.00,20.0,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,18:00:00 12-Jul-2022,19:00:00 12-Jul-2022,,,,0.0,0.00,21.5,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,20:00:00 12-Jul-2022,21:00:00 12-Jul-2022,,,,,,,,7.4,0.00,21.3,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,21:00:00 12-Jul-2022,22:00:00 12-Jul-2022,,,,,,,,7.8,0.00,21.3,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,22:00:00 12-Jul-2022,23:00:00 12-Jul-2022,,,,0.0,0.00,19.0,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,02:00:00 15-Jul-2022,03:00:00 15-Jul-2022,,,,,,,,17.0,0.00,19.4,0.00,,,
CCS-0914,234803,,Transmission,Mk10,2,04:00:00 15-Jul-2022,05:00:00 15-Jul-2022,,,,,,,,17.8,0.00,20.3,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,05:00:00 15-Jul-2022,06:00:00 15-Jul-2022,,,,,,,,13.8,0.00,20.3,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,06:00:00 15-Jul-2022,07:00:00 15-Jul-2022,,,,0.0,0.00,6.0,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,10:00:00 15-Jul-2022,11:00:00 15-Jul-2022,,,,,,,,7.4,0.00,20.1,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,16:00:00 15-Jul-2022,17:00:00 15-Jul-2022,,,,0.0,0.00,21.0,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,3,17:00:00 15-Jul-2022,18:00:00 15-Jul-2022,,,,0.0,0.00,20.5,0.00,7.8,0.00,20.0,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,18:00:00 15-Jul-2022,19:00:00 15-Jul-2022,,,,,,,,7.6,0.00,20.3,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,20:00:00 15-Jul-2022,21:00:00 15-Jul-2022,,,,,,,,7.3,0.00,21.0,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,04:00:00 18-Jul-2022,05:00:00 18-Jul-2022,,,,0.0,0.00,2.5,0.00,20.0,0.00,20.5,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,05:00:00 18-Jul-2022,06:00:00 18-Jul-2022,,,,0.0,0.00,2.5,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,06:00:00 18-Jul-2022,07:00:00 18-Jul-2022,,,,0.0,0.00,7.0,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,08:00:00 18-Jul-2022,09:00:00 18-Jul-2022,,,,,,,,8.1,0.00,18.5,0.00,,,
CCS-0914,234803,,Transmission,Mk10,2,09:00:00 18-Jul-2022,10:00:00 18-Jul-2022,,,,0.0,0.00,18.5,0.00,7.6,0.00,18.3,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,11:00:00 18-Jul-2022,12:00:00 18-Jul-2022,,,,,,,,7.4,0.00,19.1,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,12:00:00 18-Jul-2022,13:00:00 18-Jul-2022,,,,0.0,0.00,21.0,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,16:00:00 18-Jul-2022,17:00:00 18-Jul-2022,,,,,,,,7.3,0.00,22.3,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,00:00:00 21-Jul-2022,01:00:00 21-Jul-2022,,,,0.0,0.00,4.5,0.00,,,,,,,
CCS-0914,234803,,Transmission,Mk10,1,06:00:00 21-Jul-2022,07:00:00 21-Jul-2022,,,,0.0,0.00,10.0,0.00,10.1,0.00,19.8,0.00,,,
CCS-0914,234803,,Transmission,Mk10,2,10:00:00 21-Jul-2022,11:00:00 21-Jul-2022,,,,0.0,0.00,8.5,0.00,8.8,0.00,18.9,0.00,,,
CCS-0914,234803,,Transmission,Mk10,1,11:00:00 21-Jul-2022,12:00:00 21-Jul-2022,,,,0.0,0.00,25.0,0.25,,,,,,,
