DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
CCS-0914,234803,Mk10,DS,6,0,3,119,15,14:13:48 03-Jul-2022,NP,1,42.1270,-70.2069,42.1270,-70.2069,40,,401677598,-126
CCS-0914,234803,Mk10,DS,6,0,2,54,16,14:15:06 03-Jul-2022,NN,0,42.1177,-70.1520,42.1177,-70.1520,46,,401677579,-125
CCS-0914,234803,Mk10,DS,4,0,2,27,15,14:52:42 03-Jul-2022,MB,1,42.1038,-69.9646,43.0365,-74.7945,60,,401677667,-126
CCS-0914,234803,Mk10,DS,4,0,1,181,63,15:40:19 03-Jul-2022,MC,0,42.1222,-70.2538,42.1222,-70.2538,48,,401677665,-115
CCS-0914,234803,Mk10,DS,10,0,6,90,24,15:49:07 03-Jul-2022,NN,1,42.0872,-70.1769,42.0872,-70.1769,46,,401677650,-119
CCS-0914,234803,Mk10,DS,2,0,2,78,78,16:28:06 03-Jul-2022,MB,B,42.0291,-70.2210,42.0291,-70.2210,8,,401677616,-133
CCS-0914,234803,Mk10,DS,5,0,1,107,17,21:43:31 03-Jul-2022,A1,0,42.1491,-70.0876,42.1491,-70.0876,48,,401677656,-134
CCS-0914,234803,Mk10,DS,4,0,0,24,17,21:46:46 03-Jul-2022,SR,0,42.2694,-70.1168,42.2694,-70.1168,46,,401677721,-126
CCS-0914,234803,Mk10,DS,4,0,2,108,15,22:04:18 03-Jul-2022,NK,0,42.1762,-70.3321,42.1762,-70.3321,46,,401677619,-128
CCS-0914,234803,Mk10,DS,5,0,1,113,16,22:22:32 03-Jul-2022,NP,0,42.1429,-70.3240,42.1429,-70.3240,46,,401677604,-129
CCS-0914,234803,Mk10,DS,4,0,0,101,15,23:13:21 03-Jul-2022,A1,0,42.0994,-70.2087,42.0994,-70.2087,46,,401677627,-130
CCS-0914,234803,Mk10,DS,9,0,0,51,15,23:25:45 03-Jul-2022,SR,0,42.0916,-70.1357,42.0916,-70.1357,46,,401677633,-119
CCS-0914,234803,Mk10,DS,8,0,1,56,15,23:39:59 03-Jul-2022,NK,0,42.1548,-69.9556,42.1548,-69.9556,46,,401677615,-120
