Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
CCS-0914,03-Jul-2022,14:55:45,1,185.000000,94,38,0,4,,,,,,,,,,,,,,,15,3,103,,,,1,10890,,,,14,29621,,,,17,24423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0914,03-Jul-2022,15:56:01,3,185.000000,95,40,0,7,,,,,,,,,,,,,,,15,14,9351,,,,9,29815,,,,24,25893,,,,17,5684,,,,2,8344,,,,19,30919,,,,11,16777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0914,03-Jul-2022,17:15:58,1,185.000000,96,43,0,4,,,,,,,,,,,,,,,15,17,5232,,,,19,8948,,,,5,12610,,,,9,22235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0914,03-Jul-2022,20:22:08,2,185.000000,101,45,0,4,,,,,,,,,,,,,,,15,11,9429,,,,15,21633,,,,2,24706,,,,13,3196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0914,03-Jul-2022,20:52:01,3,185.000000,102,45,0,4,,,,,,,,,,,,,,,15,15,22479,,,,29,28297,,,,2,26945,,,,13,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0914,03-Jul-2022,21:22:04,1,185.000000,103,45,0,6,,,,,,,,,,,,,,,15,5,2900,,,,20,21895,,,,13,21037,,,,30,2136,,,,11,22500,,,,15,25886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0914,03-Jul-2022,22:57:31,1,185.000000,106,45,0,4,,,,,,,,,,,,,,,15,10,13582,,,,23,32435,,,,18,29061,,,,27,18392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0914,04-Jul-2022,00:33:05,1,185.000000,107,49,0,4,,,,,,,,,,,,,,,15,32,13750,,,,10,30660,,,,15,24204,,,,24,2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0914,04-Jul-2022,01:03:55,1,185.000000,108,49,0,6,,,,,,,,,,,,,,,15,18,4513,,,,10,19040,,,,32,26386,,,,23,30495,,,,25,15949,,,,21,8612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0914,04-Jul-2022,02:23:02,2,185.000000,110,50,0,4,,,,,,,,,,,,,,,15,10,9450,,,,23,2877,,,,25,31306,,,,31,26949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0914,04-Jul-2022,12:13:02,1,185.000000,114,79,0,4,,,,,,,,,,,,,,,15,30,7492,,,,7,4830,,,,21,3701,,,,1,8764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
