Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
243062,10-Aug-2023,15:14:17,3,,79,21,0,5,,,,,,,,,,,,,,,15,29,2247,,,,25,29958,,,,20,27804,,,,6,18658,,,,11,13608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,10-Aug-2023,15:45:30,6,,80,21,0,4,,,,,,,,,,,,,,,15,5,6867,,,,9,27806,,,,20,15146,,,,12,17610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,10-Aug-2023,16:15:05,1,,81,21,0,5,,,,,,,,,,,,,,,15,7,13781,,,,29,28649,,,,5,4600,,,,18,15684,,,,20,17486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,10-Aug-2023,17:00:47,2,,82,22,0,4,,,,,,,,,,,,,,,15,7,28188,,,,18,19652,,,,29,3298,,,,20,1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,10-Aug-2023,17:33:10,2,,83,22,0,4,,,,,,,,,,,,,,,15,15,28475,,,,23,7719,,,,13,6602,,,,29,29392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,10-Aug-2023,18:03:48,2,,84,22,0,5,,,,,,,,,,,,,,,15,24,24797,,,,11,26453,,,,13,5116,,,,5,14044,,,,29,28412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,10-Aug-2023,19:34:39,1,,85,25,0,4,,,,,,,,,,,,,,,15,5,23928,,,,13,22073,,,,15,19786,,,,24,29358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,10-Aug-2023,20:20:37,1,,86,26,0,4,,,,,,,,,,,,,,,15,13,31655,,,,23,11118,,,,10,21879,,,,15,26659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,10-Aug-2023,20:50:14,2,,87,26,0,4,,,,,,,,,,,,,,,15,15,26814,,,,32,21648,,,,10,20744,,,,24,27016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,10-Aug-2023,23:04:23,1,,88,32,0,4,,,,,,,,,,,,,,,15,32,3693,,,,31,5873,,,,28,25228,,,,10,15685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,11-Aug-2023,00:09:38,2,,90,32,0,5,,,,,,,,,,,,,,,15,12,30980,,,,1,17136,,,,31,17874,,,,2,8343,,,,21,15357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,11-Aug-2023,00:39:36,1,,91,32,0,4,,,,,,,,,,,,,,,15,31,17456,,,,32,4947,,,,10,21729,,,,1,31992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,11-Aug-2023,02:11:35,1,,93,34,0,4,,,,,,,,,,,,,,,15,26,32046,,,,32,24328,,,,3,24076,,,,16,7515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,11-Aug-2023,09:01:14,2,,99,47,0,5,,,,,,,,,,,,,,,15,17,6950,,,,30,10848,,,,7,2254,,,,19,19098,,,,13,27608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,11-Aug-2023,12:18:15,2,,101,55,0,4,,,,,,,,,,,,,,,15,19,18027,,,,14,3928,,,,17,774,,,,4,10680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,11-Aug-2023,13:28:27,2,,102,57,0,4,,,,,,,,,,,,,,,15,17,3576,,,,19,24795,,,,9,26645,,,,11,14354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,11-Aug-2023,14:17:23,1,,103,58,0,4,,,,,,,,,,,,,,,15,29,7365,,,,5,15540,,,,20,20338,,,,11,20344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,11-Aug-2023,16:26:34,2,,105,62,0,5,,,,,,,,,,,,,,,15,20,30985,,,,5,14050,,,,30,20307,,,,11,4942,,,,7,31879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243062,11-Aug-2023,18:50:22,1,,108,65,0,4,,,,,,,,,,,,,,,15,5,3562,,,,24,26617,,,,15,22752,,,,29,26473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
