DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
243062,243062,,Transmission,Mk10,2,15:13:00 10-Aug-2023,15:49:56 10-Aug-2023,Message,11,,,,2205.000000,2227.000000,,
243062,243062,,Transmission,Mk10,2,15:13:00 10-Aug-2023,15:21:38 10-Aug-2023,Surface,,,,,517,519,117,401
243062,243062,,Transmission,Mk10,2,15:21:38 10-Aug-2023,15:26:40 10-Aug-2023,Dive,1,Square,19.0,19.0,301,303,,
243062,243062,,Transmission,Mk10,2,15:26:40 10-Aug-2023,15:29:58 10-Aug-2023,Surface,,,,,197,199,83,115
243062,243062,,Transmission,Mk10,2,15:29:58 10-Aug-2023,15:33:52 10-Aug-2023,Dive,1,Square,20.5,20.5,233,235,,
243062,243062,,Transmission,Mk10,2,15:33:52 10-Aug-2023,15:34:14 10-Aug-2023,Surface,,,,,21,23,16,6
243062,243062,,Transmission,Mk10,2,15:34:14 10-Aug-2023,15:38:08 10-Aug-2023,Dive,1,Square,22.0,22.0,233,235,,
243062,243062,,Transmission,Mk10,2,15:38:08 10-Aug-2023,15:39:28 10-Aug-2023,Surface,,,,,79,81,54,26
243062,243062,,Transmission,Mk10,2,15:39:28 10-Aug-2023,15:43:04 10-Aug-2023,Dive,1,Square,21.5,21.5,215,217,,
243062,243062,,Transmission,Mk10,2,15:43:04 10-Aug-2023,15:45:42 10-Aug-2023,Surface,,,,,157,159,20,138
243062,243062,,Transmission,Mk10,2,15:45:42 10-Aug-2023,15:49:08 10-Aug-2023,Dive,1,Square,20.5,20.5,205,207,,
243062,243062,,Transmission,Mk10,2,15:49:08 10-Aug-2023,15:49:56 10-Aug-2023,Surface,,,,,47,49,37,11
243062,243062,,Transmission,Mk10,1,15:50:00 10-Aug-2023,17:50:18 10-Aug-2023,Message,10,,,,7208.000000,7228.000000,,
243062,243062,,Transmission,Mk10,1,15:50:00 10-Aug-2023,15:53:46 10-Aug-2023,Dive,1,Square,21.0,21.0,225,227,,
243062,243062,,Transmission,Mk10,1,15:53:46 10-Aug-2023,16:21:48 10-Aug-2023,Surface,,,,,1681,1683,380,1302
