DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
243062,243062,Mk10,Strong,11-Aug-2023,12:30:00,11-Aug-2023,12:30:00
243062,243062,Mk10,Strong,18-Aug-2023,23:14:45,18-Aug-2023,23:14:46
