DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
CCS-2407,243067,Mk10,18:51:00 16-Sep-2024,User,,41.9997,-69.7658,,,,,,,,,,
CCS-2407,243067,Mk10,23:05:09 17-Sep-2024,Argos,2,42.1342,-69.9258,438,1859,103,79,,,,,,
CCS-2407,243067,Mk10,23:51:11 17-Sep-2024,Argos,2,42.1454,-69.9363,395,977,159,134,,,,,,
CCS-2407,243067,Mk10,23:52:53 17-Sep-2024,Argos,B,42.1455,-69.9364,427,726,250,128,,,,,,
CCS-2407,243067,Mk10,11:09:57 18-Sep-2024,Argos,B,42.1278,-69.9301,3715,7364,1873,82,,,,,,
CCS-2407,243067,Mk10,13:59:16 18-Sep-2024,Argos,B,42.1879,-69.8867,2174,59061,80,105,,,,,,
CCS-2407,243067,Mk10,15:29:25 18-Sep-2024,Argos,B,42.2131,-69.9086,2057,6190,683,97,,,,,,
CCS-2407,243067,Mk10,16:08:58 18-Sep-2024,Argos,B,42.2188,-69.9238,2053,4793,879,100,,,,,,
CCS-2407,243067,Mk10,17:03:44 18-Sep-2024,Argos,B,42.2336,-69.9437,2210,4368,1118,97,,,,,,
CCS-2407,243067,Mk10,17:50:08 18-Sep-2024,Argos,B,42.3334,-70.0416,12169,23786,6225,87,,,,,,
CCS-2407,243067,Mk10,10:51:06 19-Sep-2024,Argos,B,42.0808,-70.1727,15730,67264,3678,93,,,,,,Lon > 4 deviations from mean
CCS-2407,243067,Mk10,10:51:06 19-Sep-2024,Argos,B,42.0502,-70.1837,15352,93271,2527,93,,,,,,Lon > 4 deviations from mean
CCS-2407,243067,Mk10,10:57:05 19-Sep-2024,Argos,B,42.0144,-69.8394,6316,51354,776,69,,,,,,
CCS-2407,243067,Mk10,12:06:03 19-Sep-2024,Argos,B,42.0486,-69.9350,4627,8929,2397,83,,,,,,
CCS-2407,243067,Mk10,13:49:12 19-Sep-2024,Argos,B,42.1318,-69.9868,7600,80215,720,109,,,,,,
CCS-2407,243067,Mk10,14:13:42 19-Sep-2024,Argos,B,42.0655,-69.8517,3238,20836,503,105,,,,,,
CCS-2407,243067,Mk10,14:13:42 19-Sep-2024,Argos,B,41.9672,-69.7490,6268,445407,88,102,,,,,,
CCS-2407,243067,Mk10,14:30:59 19-Sep-2024,Argos,B,41.9660,-69.7437,5319,31750,891,101,,,,,,
CCS-2407,243067,Mk10,16:13:07 19-Sep-2024,Argos,B,42.0132,-69.9051,2678,14758,486,119,,,,,,
CCS-2407,243067,Mk10,17:01:38 19-Sep-2024,Argos,B,41.9631,-69.8810,3376,93171,122,88,,,,,,
CCS-2407,243067,Mk10,18:39:12 19-Sep-2024,Argos,B,41.9638,-69.7852,3487,18548,655,17,,,,,,
CCS-2407,243067,Mk10,20:04:08 19-Sep-2024,Argos,B,41.9444,-69.7947,4044,5287,3093,51,,,,,,
CCS-2407,243067,Mk10,21:30:45 19-Sep-2024,Argos,B,41.9059,-69.7720,2591,31162,215,39,,,,,,
CCS-2407,243067,Mk10,21:39:17 19-Sep-2024,Argos,1,41.8463,-69.7980,763,2787,208,74,,,,,,
CCS-2407,243067,Mk10,23:05:46 19-Sep-2024,Argos,B,41.8272,-69.8094,7398,13283,4120,97,,,,,,
CCS-2407,243067,Mk10,23:17:19 19-Sep-2024,Argos,B,41.8377,-69.7905,3965,9186,1711,129,,,,,,
CCS-2407,243067,Mk10,23:31:53 19-Sep-2024,Argos,B,41.8375,-69.7906,935,1588,550,124,,,,,,
CCS-2407,243067,Mk10,23:47:07 19-Sep-2024,Argos,3,41.8618,-69.8169,102,413,25,101,,,,,,
CCS-2407,243067,Mk10,23:51:42 19-Sep-2024,Argos,B,41.8611,-69.8174,310,443,217,93,,,,,,
CCS-2407,243067,Mk10,00:55:23 20-Sep-2024,Argos,B,41.8517,-69.8273,2640,3516,1982,90,,,,,,
CCS-2407,243067,Mk10,02:24:27 20-Sep-2024,Argos,B,41.8428,-69.8350,3912,4962,3083,79,,,,,,
CCS-2407,243067,Mk10,03:38:36 20-Sep-2024,Argos,A,41.9069,-69.7721,3133,83204,118,112,,,,,,
CCS-2407,243067,Mk10,04:09:24 20-Sep-2024,Argos,A,41.9324,-69.8214,2605,100827,67,79,,,,,,
CCS-2407,243067,Mk10,08:40:40 20-Sep-2024,Argos,B,42.0111,-69.9269,13442,21024,8594,91,,,,,,
CCS-2407,243067,Mk10,09:46:04 20-Sep-2024,Argos,0,41.9110,-69.8715,1630,2821,941,135,,,,,,
CCS-2407,243067,Mk10,10:26:56 20-Sep-2024,Argos,B,41.9010,-69.8741,15658,21230,11548,91,,,,,,
CCS-2407,243067,Mk10,11:27:02 20-Sep-2024,Argos,A,41.9361,-69.8545,6059,36543,1004,108,,,,,,
CCS-2407,243067,Mk10,12:13:55 20-Sep-2024,Argos,B,41.9320,-69.8361,8318,16838,4109,104,,,,,,
CCS-2407,243067,Mk10,13:08:55 20-Sep-2024,Argos,B,41.8745,-69.8753,9522,10695,8477,90,,,,,,
CCS-2407,243067,Mk10,13:57:53 20-Sep-2024,Argos,B,41.9248,-69.8299,4064,12624,1307,127,,,,,,
CCS-2407,243067,Mk10,14:22:42 20-Sep-2024,Argos,B,41.9163,-69.8216,3666,7755,1733,119,,,,,,
CCS-2407,243067,Mk10,14:44:24 20-Sep-2024,Argos,B,41.9178,-69.8047,3973,7341,2149,117,,,,,,
CCS-2407,243067,Mk10,15:15:43 20-Sep-2024,Argos,B,41.9414,-69.7951,1293,16205,103,99,,,,,,
CCS-2407,243067,Mk10,15:58:48 20-Sep-2024,Argos,B,41.9434,-69.8194,23050,65249,8142,99,,,,,,
CCS-2407,243067,Mk10,16:15:58 20-Sep-2024,Argos,0,41.8331,-69.8892,8096,38614,1697,25,,,,,,
CCS-2407,243067,Mk10,17:56:07 20-Sep-2024,Argos,B,41.8311,-69.8821,11970,159973,895,102,,,,,,
CCS-2407,243067,Mk10,19:24:03 20-Sep-2024,Argos,B,41.8276,-69.8151,15765,25830,9622,95,,,,,,
CCS-2407,243067,Mk10,20:59:13 20-Sep-2024,Argos,1,41.7612,-69.8045,1244,5377,287,91,,,,,,
CCS-2407,243067,Mk10,22:30:34 20-Sep-2024,Argos,A,41.7872,-69.8120,4047,42413,386,77,,,,,,
CCS-2407,243067,Mk10,23:32:41 20-Sep-2024,Argos,B,41.7872,-69.8035,4275,8416,2171,81,,,,,,
CCS-2407,243067,Mk10,00:14:23 21-Sep-2024,Argos,B,41.8030,-69.7831,3254,6443,1643,92,,,,,,
CCS-2407,243067,Mk10,01:13:17 21-Sep-2024,Argos,2,41.8243,-69.7425,462,1714,124,97,,,,,,
CCS-2407,243067,Mk10,01:55:11 21-Sep-2024,Argos,B,41.8317,-69.7278,2096,2868,1532,90,,,,,,
CCS-2407,243067,Mk10,02:38:49 21-Sep-2024,Argos,1,41.7970,-69.7742,1201,2786,517,160,,,,,,
CCS-2407,243067,Mk10,02:51:35 21-Sep-2024,Argos,B,41.7958,-69.7746,2162,2495,1873,108,,,,,,
CCS-2407,243067,Mk10,03:24:32 21-Sep-2024,Argos,A,41.7877,-69.7901,602,2160,168,168,,,,,,
CCS-2407,243067,Mk10,03:24:40 21-Sep-2024,Argos,B,41.8134,-69.7961,1474,3402,638,169,,,,,,
CCS-2407,243067,Mk10,08:15:47 21-Sep-2024,Argos,B,41.8197,-69.8395,8208,23120,2914,91,,,,,,
CCS-2407,243067,Mk10,10:45:11 21-Sep-2024,Argos,B,41.8284,-69.8807,8369,23785,2944,79,,,,,,
CCS-2407,243067,Mk10,11:40:09 21-Sep-2024,Argos,B,41.8024,-69.8675,2076,17076,252,97,,,,,,
CCS-2407,243067,Mk10,12:48:18 21-Sep-2024,Argos,B,41.8014,-69.8271,1846,4806,708,99,,,,,,
CCS-2407,243067,Mk10,13:24:31 21-Sep-2024,Argos,B,41.7871,-69.8268,2126,3896,1159,96,,,,,,
CCS-2407,243067,Mk10,13:25:14 21-Sep-2024,Argos,B,41.7846,-69.8092,1957,3017,1269,92,,,,,,
CCS-2407,243067,Mk10,14:10:56 21-Sep-2024,Argos,A,41.8534,-69.8759,10080,96540,1052,101,,,,,,
CCS-2407,243067,Mk10,15:00:18 21-Sep-2024,Argos,B,41.7837,-69.8138,12141,70840,2080,79,,,,,,
CCS-2407,243067,Mk10,15:13:47 21-Sep-2024,Argos,B,41.8661,-69.6658,6334,23228,1727,99,,,,,,
CCS-2407,243067,Mk10,15:53:04 21-Sep-2024,Argos,0,41.8071,-69.6652,4740,55558,404,101,,,,,,
CCS-2407,243067,Mk10,16:01:52 21-Sep-2024,Argos,B,41.8008,-69.6654,3613,13415,972,100,,,,,,
CCS-2407,243067,Mk10,16:36:25 21-Sep-2024,Argos,B,41.7375,-69.7004,10322,22552,4724,100,,,,,,
CCS-2407,243067,Mk10,22:53:43 21-Sep-2024,Argos,B,41.7515,-69.7383,23004,,,,,,,,,
CCS-2407,243067,Mk10,23:07:27 21-Sep-2024,Argos,B,41.7569,-69.7461,2003,11632,344,124,,,,,,
CCS-2407,243067,Mk10,23:08:53 21-Sep-2024,Argos,B,41.7744,-69.7711,1540,6469,366,124,,,,,,
CCS-2407,243067,Mk10,01:49:44 22-Sep-2024,Argos,0,41.8020,-69.7791,2166,63062,74,86,,,,,,
CCS-2407,243067,Mk10,02:24:13 22-Sep-2024,Argos,B,41.7882,-69.7661,1728,5186,575,85,,,,,,
CCS-2407,243067,Mk10,02:36:41 22-Sep-2024,Argos,B,41.7994,-69.7462,1479,2456,890,94,,,,,,
CCS-2407,243067,Mk10,03:13:46 22-Sep-2024,Argos,0,41.8360,-69.7292,1579,5854,425,23,,,,,,
CCS-2407,243067,Mk10,04:19:06 22-Sep-2024,Argos,B,41.8224,-69.7270,2600,5171,1307,80,,,,,,
CCS-2407,243067,Mk10,04:57:05 22-Sep-2024,Argos,B,41.8218,-69.7050,3422,7204,1625,82,,,,,,
CCS-2407,243067,Mk10,09:15:42 22-Sep-2024,Argos,3,41.7619,-69.7286,114,299,43,64,,,,,,
CCS-2407,243067,Mk10,10:01:44 22-Sep-2024,Argos,A,41.7180,-69.7412,553,7434,41,102,,,,,,
CCS-2407,243067,Mk10,11:12:48 22-Sep-2024,Argos,B,41.6933,-69.7371,2140,3418,1340,93,,,,,,
