Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
CCS-2407,16-Sep-2024,21:13:13,3,-33.000000,80,25,0,5,,,,,,,,,,,,,,,15,31,31632,,,,1,10705,,,,26,2212,,,,10,15687,,,,32,21955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,16-Sep-2024,22:24:26,2,-33.000000,81,27,0,5,,,,,,,,,,,,,,,15,16,15536,,,,1,12330,,,,26,22562,,,,31,32620,,,,32,7137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,17-Sep-2024,05:20:34,2,-33.000000,83,44,0,5,,,,,,,,,,,,,,,15,19,9572,,,,17,31248,,,,7,10488,,,,30,27836,,,,3,23337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,17-Sep-2024,10:06:48,1,-33.000000,84,53,0,4,,,,,,,,,,,,,,,15,11,24788,,,,25,20487,,,,20,27946,,,,5,5103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,17-Sep-2024,14:54:02,1,-33.000000,86,63,0,4,,,,,,,,,,,,,,,15,29,14952,,,,24,7577,,,,15,3987,,,,20,10602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,17-Sep-2024,16:34:11,1,-33.000000,87,66,0,5,,,,,,,,,,,,,,,15,10,5224,,,,27,3490,,,,18,17039,,,,32,15408,,,,23,22664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,17-Sep-2024,20:57:10,2,-33.000000,90,75,0,5,,,,,,,,,,,,,,,15,32,32372,,,,31,28827,,,,28,31560,,,,29,13818,,,,1,17023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,18-Sep-2024,00:58:37,1,-33.000000,92,83,0,5,,,,,,,,,,,,,,,15,27,8534,,,,8,29035,,,,16,30872,,,,4,21240,,,,31,31234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,18-Sep-2024,05:14:23,2,-33.000000,93,88,0,5,,,,,,,,,,,,,,,15,17,3641,,,,30,10952,,,,13,28114,,,,19,12295,,,,14,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,18-Sep-2024,09:24:27,1,-33.000000,96,93,0,4,,,,,,,,,,,,,,,15,19,30666,,,,20,32572,,,,6,26435,,,,17,14135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,18-Sep-2024,12:30:43,1,-33.000000,98,98,0,4,,,,,,,,,,,,,,,15,18,21478,,,,29,28866,,,,1,27060,,,,5,24628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,18-Sep-2024,14:21:43,1,-33.000000,99,102,0,5,,,,,,,,,,,,,,,15,11,5710,,,,24,8854,,,,5,25666,,,,15,26955,,,,13,14542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,19-Sep-2024,01:08:02,1,-33.000000,104,119,0,5,,,,,,,,,,,,,,,15,27,30872,,,,31,18305,,,,16,5558,,,,18,7297,,,,8,17950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,19-Sep-2024,16:06:03,1,-33.000000,110,150,0,5,,,,,,,,,,,,,,,15,13,3803,,,,22,7144,,,,15,30650,,,,10,26602,,,,14,7614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,19-Sep-2024,22:49:48,1,-33.000000,114,166,0,5,,,,,,,,,,,,,,,15,29,23405,,,,31,27872,,,,28,27814,,,,1,15846,,,,26,14452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,20-Sep-2024,03:15:52,3,-33.000000,115,179,0,4,,,,,,,,,,,,,,,15,21,13255,,,,16,2799,,,,2,19926,,,,27,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,20-Sep-2024,04:01:35,1,-33.000000,116,180,0,4,,,,,,,,,,,,,,,15,7,24424,,,,2,27196,,,,21,17028,,,,30,31848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,20-Sep-2024,06:25:51,1,-33.000000,118,184,0,4,,,,,,,,,,,,,,,15,14,5714,,,,19,20804,,,,6,2223,,,,22,21302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,20-Sep-2024,08:53:30,1,-33.000000,119,189,0,4,,,,,,,,,,,,,,,15,9,567,,,,19,10298,,,,6,28954,,,,17,25094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,20-Sep-2024,09:59:43,1,-33.000000,120,191,0,4,,,,,,,,,,,,,,,15,22,10672,,,,5,5226,,,,6,6892,,,,4,12358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,21-Sep-2024,01:08:14,2,-33.000000,124,231,0,4,,,,,,,,,,,,,,,15,31,6085,,,,27,21542,,,,26,28601,,,,18,16068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,22-Sep-2024,00:30:26,2,-33.000000,130,297,0,4,,,,,,,,,,,,,,,15,16,9192,,,,7,32424,,,,1,15432,,,,26,20133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,23-Sep-2024,21:44:01,1,-33.000000,139,424,0,4,,,,,,,,,,,,,,,15,1,17516,,,,16,14950,,,,32,4405,,,,26,21970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,24-Sep-2024,10:26:20,1,-33.000000,146,454,0,4,,,,,,,,,,,,,,,15,29,510,,,,12,15048,,,,11,28842,,,,20,25042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,26-Sep-2024,04:47:24,1,-33.000000,159,565,0,4,,,,,,,,,,,,,,,15,17,25604,,,,30,3586,,,,7,14921,,,,19,3218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,26-Sep-2024,05:57:08,3,-33.000000,160,567,0,4,,,,,,,,,,,,,,,15,19,23044,,,,17,29843,,,,6,890,,,,30,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,27-Sep-2024,06:08:41,1,-33.000000,163,635,0,5,,,,,,,,,,,,,,,15,6,6128,,,,19,10261,,,,17,20174,,,,22,24780,,,,14,20884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,28-Sep-2024,19:43:48,2,-33.000000,173,717,0,5,,,,,,,,,,,,,,,15,1,26689,,,,26,13167,,,,10,27643,,,,31,15390,,,,32,1766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,29-Sep-2024,23:39:37,1,-33.000000,178,779,0,5,,,,,,,,,,,,,,,15,18,1892,,,,31,28904,,,,26,13836,,,,1,16389,,,,16,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,02-Oct-2024,18:24:14,1,-33.000000,186,945,0,4,,,,,,,,,,,,,,,15,31,5626,,,,28,25604,,,,23,4711,,,,10,17310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,04-Oct-2024,22:22:04,1,-33.000000,190,1067,0,4,,,,,,,,,,,,,,,15,9,5657,,,,3,14152,,,,4,3356,,,,16,22794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2407,06-Oct-2024,12:38:15,1,-33.000000,197,1161,0,4,,,,,,,,,,,,,,,15,11,9897,,,,20,11290,,,,30,18899,,,,13,13790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
