DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,LocationQuality,Latitude,Longitude,Depth,DRange,Temperature,TRange,Activity,ARange
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:00:00,,,,6.0,1.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:01:15,,,,4.5,1.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:02:30,,,,1.5,0.75,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:03:45,,,,22.0,2.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:05:00,,,,33.5,4.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:06:15,,,,40.0,4.75,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:07:30,,,,47.0,5.00,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:08:45,,,,15.5,2.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:10:00,,,,9.5,1.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:11:15,,,,2.5,0.75,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:12:30,,,,9.5,1.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:13:45,,,,1.5,0.75,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:15:00,,,,18.5,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:16:15,,,,15.5,2.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:17:30,,,,12.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:18:45,,,,9.5,1.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:20:00,,,,9.5,1.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:21:15,,,,1.5,0.75,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:22:30,,,,4.5,1.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:23:45,,,,15.5,2.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:25:00,,,,33.5,4.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:26:15,,,,47.0,5.00,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:27:30,,,,27.0,4.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:28:45,,,,9.5,1.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:30:00,,,,12.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:31:15,,,,4.5,1.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:32:30,,,,1.5,0.75,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:33:45,,,,12.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:35:00,,,,18.5,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:36:15,,,,15.5,2.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:37:30,,,,12.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:38:45,,,,15.5,2.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:40:00,,,,12.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:41:15,,,,1.5,0.75,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:42:30,,,,1.5,0.75,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:43:45,,,,9.5,1.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:45:00,,,,27.0,4.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:46:15,,,,27.0,4.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:47:30,,,,27.0,4.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:48:45,,,,15.5,2.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:50:00,,,,8.0,1.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:51:15,,,,1.5,0.75,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:52:30,,,,12.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:53:45,,,,15.5,2.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:55:00,,,,18.5,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:56:15,,,,22.0,2.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:57:30,,,,12.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,20:58:45,,,,12.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:00:00,,,,1.0,0.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:01:15,,,,24.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:02:30,,,,20.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:03:45,,,,28.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:05:00,,,,0.5,0.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:06:15,,,,7.0,1.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:07:30,,,,24.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:08:45,,,,7.0,1.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:10:00,,,,13.0,1.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:11:15,,,,7.0,1.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:12:30,,,,0.5,0.50,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:13:45,,,,16.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:15:00,,,,13.0,1.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:16:15,,,,16.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:17:30,,,,20.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:18:45,,,,20.0,2.25,,,,
CCS-2407,243067,,Transmission,Mk10,16-Sep-2024,21:20:00,,,,1.0,0.50,,,,
