DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
CCS-2407,243067,,Transmission,Mk10,3,20:23:00 16-Sep-2024,21:05:54 16-Sep-2024,Message,10,,,,2564.000000,2584.000000,,
CCS-2407,243067,,Transmission,Mk10,3,20:23:00 16-Sep-2024,20:31:06 16-Sep-2024,Dive,1,U,47.5,48.0,485,487,,
CCS-2407,243067,,Transmission,Mk10,3,20:31:06 16-Sep-2024,20:32:42 16-Sep-2024,Surface,,,,,95,97,81,15
CCS-2407,243067,,Transmission,Mk10,3,20:32:42 16-Sep-2024,20:40:34 16-Sep-2024,Dive,1,Square,21.0,21.0,471,473,,
CCS-2407,243067,,Transmission,Mk10,3,20:40:34 16-Sep-2024,20:42:44 16-Sep-2024,Surface,,,,,129,131,109,21
CCS-2407,243067,,Transmission,Mk10,3,20:42:44 16-Sep-2024,20:50:00 16-Sep-2024,Dive,1,Square,30.5,31.0,435,437,,
CCS-2407,243067,,Transmission,Mk10,3,20:50:00 16-Sep-2024,20:51:52 16-Sep-2024,Surface,,,,,111,113,72,40
CCS-2407,243067,,Transmission,Mk10,3,20:51:52 16-Sep-2024,20:59:12 16-Sep-2024,Dive,1,V,28.5,29.0,439,441,,
CCS-2407,243067,,Transmission,Mk10,3,20:59:12 16-Sep-2024,21:00:24 16-Sep-2024,Surface,,,,,71,73,51,21
CCS-2407,243067,,Transmission,Mk10,3,21:00:24 16-Sep-2024,21:04:44 16-Sep-2024,Dive,1,Square,26.5,27.0,259,261,,
CCS-2407,243067,,Transmission,Mk10,3,21:04:44 16-Sep-2024,21:05:54 16-Sep-2024,Surface,,,,,69,71,70,0
CCS-2407,243067,,Transmission,Mk10,1,21:06:00 16-Sep-2024,21:55:20 16-Sep-2024,Message,10,,,,2950.000000,2970.000000,,
CCS-2407,243067,,Transmission,Mk10,1,21:06:00 16-Sep-2024,21:11:22 16-Sep-2024,Dive,1,U,28.5,29.0,321,323,,
CCS-2407,243067,,Transmission,Mk10,1,21:11:22 16-Sep-2024,21:13:08 16-Sep-2024,Surface,,,,,105,107,106,0
CCS-2407,243067,,Transmission,Mk10,1,21:13:08 16-Sep-2024,21:19:24 16-Sep-2024,Dive,1,U,25.5,26.0,375,377,,
CCS-2407,243067,,Transmission,Mk10,1,21:19:24 16-Sep-2024,21:21:40 16-Sep-2024,Surface,,,,,135,137,132,4
CCS-2407,243067,,Transmission,Mk10,1,21:21:40 16-Sep-2024,21:28:44 16-Sep-2024,Dive,1,Square,25.5,26.0,423,425,,
CCS-2407,243067,,Transmission,Mk10,1,21:28:44 16-Sep-2024,21:33:08 16-Sep-2024,Surface,,,,,263,265,238,26
CCS-2407,243067,,Transmission,Mk10,1,21:33:08 16-Sep-2024,21:42:14 16-Sep-2024,Dive,1,U,21.5,21.5,545,547,,
CCS-2407,243067,,Transmission,Mk10,1,21:42:14 16-Sep-2024,21:44:02 16-Sep-2024,Surface,,,,,107,109,108,0
CCS-2407,243067,,Transmission,Mk10,1,21:44:02 16-Sep-2024,21:52:50 16-Sep-2024,Dive,1,U,25.5,26.0,527,529,,
CCS-2407,243067,,Transmission,Mk10,1,21:52:50 16-Sep-2024,21:55:20 16-Sep-2024,Surface,,,,,149,151,150,0
CCS-2407,243067,,Transmission,Mk10,1,21:55:00 16-Sep-2024,22:45:18 16-Sep-2024,Message,10,,,,3008.000000,3028.000000,,
CCS-2407,243067,,Transmission,Mk10,1,21:55:00 16-Sep-2024,22:05:32 16-Sep-2024,Dive,1,U,31.5,32.0,631,633,,
CCS-2407,243067,,Transmission,Mk10,1,22:05:32 16-Sep-2024,22:07:44 16-Sep-2024,Surface,,,,,131,133,132,0
CCS-2407,243067,,Transmission,Mk10,1,22:07:44 16-Sep-2024,22:14:12 16-Sep-2024,Dive,1,Square,33.5,34.0,387,389,,
