DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
CCS-2407,243067,,Transmission,Mk10,2,20:00:00 16-Sep-2024,21:00:00 16-Sep-2024,,,,0.5,0.00,50.0,0.25,,,,,,,
CCS-2407,243067,,Transmission,Mk10,3,21:00:00 16-Sep-2024,22:00:00 16-Sep-2024,,,,0.0,0.00,29.0,0.25,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,05:00:00 19-Sep-2024,06:00:00 19-Sep-2024,,,,0.0,0.00,8.5,0.00,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,07:00:00 19-Sep-2024,08:00:00 19-Sep-2024,,,,0.0,0.00,4.0,0.00,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,10:00:00 19-Sep-2024,11:00:00 19-Sep-2024,,,,0.0,0.00,34.0,0.25,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,00:00:00 22-Sep-2024,01:00:00 22-Sep-2024,,,,0.0,0.00,5.5,0.00,,,,,,,
CCS-2407,243067,,Transmission,Mk10,2,04:00:00 22-Sep-2024,05:00:00 22-Sep-2024,,,,0.0,0.00,4.0,0.00,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,07:00:00 22-Sep-2024,08:00:00 22-Sep-2024,,,,0.0,0.00,24.5,0.00,,,,,,,
CCS-2407,243067,,Transmission,Mk10,2,09:00:00 22-Sep-2024,10:00:00 22-Sep-2024,,,,0.0,0.00,43.0,0.25,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,10:00:00 22-Sep-2024,11:00:00 22-Sep-2024,,,,0.0,0.00,50.0,0.25,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,11:00:00 22-Sep-2024,12:00:00 22-Sep-2024,,,,0.0,0.00,53.0,0.25,,,,,,,
CCS-2407,243067,,Transmission,Mk10,2,22:00:00 22-Sep-2024,23:00:00 22-Sep-2024,,,,0.0,0.00,49.0,0.25,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,15:00:00 25-Sep-2024,16:00:00 25-Sep-2024,,,,0.0,0.00,55.0,0.25,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,17:00:00 25-Sep-2024,18:00:00 25-Sep-2024,,,,0.0,0.00,62.0,0.75,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,21:00:00 25-Sep-2024,22:00:00 25-Sep-2024,,,,0.0,0.00,46.0,0.25,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,08:00:00 28-Sep-2024,09:00:00 28-Sep-2024,,,,0.0,0.00,17.5,0.00,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,09:00:00 28-Sep-2024,10:00:00 28-Sep-2024,,,,0.0,0.00,21.0,0.00,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,13:00:00 28-Sep-2024,14:00:00 28-Sep-2024,,,,0.0,0.00,64.0,0.75,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,14:00:00 28-Sep-2024,15:00:00 28-Sep-2024,,,,0.0,0.00,60.0,0.75,,,,,,,
CCS-2407,243067,,Transmission,Mk10,2,15:00:00 28-Sep-2024,16:00:00 28-Sep-2024,,,,0.0,0.00,56.5,0.50,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,16:00:00 28-Sep-2024,17:00:00 28-Sep-2024,,,,0.0,0.00,60.0,0.75,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,22:00:00 28-Sep-2024,23:00:00 28-Sep-2024,,,,0.0,0.00,41.0,0.25,,,,,,,
CCS-2407,243067,,Transmission,Mk10,2,03:00:00 01-Oct-2024,04:00:00 01-Oct-2024,,,,0.0,0.00,3.5,0.00,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,06:00:00 01-Oct-2024,07:00:00 01-Oct-2024,,,,0.0,0.00,4.5,0.00,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,16:00:00 01-Oct-2024,17:00:00 01-Oct-2024,,,,0.0,0.00,48.0,0.25,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,20:00:00 01-Oct-2024,21:00:00 01-Oct-2024,,,,0.0,0.00,54.0,0.25,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,22:00:00 01-Oct-2024,23:00:00 01-Oct-2024,,,,0.0,0.00,48.0,0.25,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,03:00:00 04-Oct-2024,04:00:00 04-Oct-2024,,,,0.0,0.00,5.0,0.00,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,05:00:00 04-Oct-2024,06:00:00 04-Oct-2024,,,,0.0,0.00,9.0,0.00,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,06:00:00 04-Oct-2024,07:00:00 04-Oct-2024,,,,0.0,0.00,24.0,0.00,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,11:00:00 04-Oct-2024,12:00:00 04-Oct-2024,,,,0.0,0.00,34.0,0.25,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,13:00:00 04-Oct-2024,14:00:00 04-Oct-2024,,,,0.0,0.00,54.0,0.25,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,14:00:00 04-Oct-2024,15:00:00 04-Oct-2024,,,,0.0,0.00,58.0,0.75,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,15:00:00 04-Oct-2024,16:00:00 04-Oct-2024,,,,0.0,0.00,60.0,0.75,,,,,,,
CCS-2407,243067,,Transmission,Mk10,1,21:00:00 04-Oct-2024,22:00:00 04-Oct-2024,,,,0.0,0.00,48.0,0.25,,,,,,,
