DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
243053,243053,Mk10,Strong,22-Jul-2024,16:54:18,22-Jul-2024,16:54:00
243053,243053,Mk10,Strong,13-Sep-2024,14:58:47,13-Sep-2024,14:58:31
