DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
243053,243053,,Transmission,Mk10,1,16:00:00 22-Jul-2024,17:00:00 22-Jul-2024,,,,,,,,5.9,0.00,20.9,0.00,,,
243053,243053,,Transmission,Mk10,2,18:00:00 22-Jul-2024,19:00:00 22-Jul-2024,,,,0.5,0.00,27.0,0.25,5.9,0.00,20.0,0.00,,,
243053,243053,,Transmission,Mk10,1,20:00:00 22-Jul-2024,21:00:00 22-Jul-2024,,,,0.0,0.00,27.0,0.25,,,,,,,
243053,243053,,Transmission,Mk10,2,21:00:00 22-Jul-2024,22:00:00 22-Jul-2024,,,,,,,,5.9,0.00,20.1,0.00,,,
243053,243053,,Transmission,Mk10,1,22:00:00 22-Jul-2024,23:00:00 22-Jul-2024,,,,0.0,0.00,34.0,0.25,,,,,,,
243053,243053,,Transmission,Mk10,1,02:00:00 25-Jul-2024,03:00:00 25-Jul-2024,,,,0.5,0.00,13.5,0.00,8.6,0.00,20.3,0.00,,,
243053,243053,,Transmission,Mk10,2,06:00:00 25-Jul-2024,07:00:00 25-Jul-2024,,,,,,,,7.6,0.00,21.1,0.00,,,
243053,243053,,Transmission,Mk10,2,07:00:00 25-Jul-2024,08:00:00 25-Jul-2024,,,,0.5,0.00,17.0,0.00,6.4,0.00,20.6,0.00,,,
243053,243053,,Transmission,Mk10,1,10:00:00 25-Jul-2024,11:00:00 25-Jul-2024,,,,0.5,0.00,40.0,0.25,,,,,,,
243053,243053,,Transmission,Mk10,1,13:00:00 25-Jul-2024,14:00:00 25-Jul-2024,,,,0.5,0.00,70.0,0.75,,,,,,,
243053,243053,,Transmission,Mk10,1,14:00:00 25-Jul-2024,15:00:00 25-Jul-2024,,,,,,,,5.5,0.00,19.8,0.00,,,
243053,243053,,Transmission,Mk10,1,16:00:00 25-Jul-2024,17:00:00 25-Jul-2024,,,,,,,,5.5,0.00,20.6,0.00,,,
243053,243053,,Transmission,Mk10,1,20:00:00 25-Jul-2024,21:00:00 25-Jul-2024,,,,,,,,5.6,0.00,20.3,0.00,,,
243053,243053,,Transmission,Mk10,1,22:00:00 25-Jul-2024,23:00:00 25-Jul-2024,,,,,,,,5.6,0.00,20.3,0.00,,,
243053,243053,,Transmission,Mk10,1,01:00:00 28-Jul-2024,02:00:00 28-Jul-2024,,,,0.5,0.00,9.5,0.00,,,,,,,
243053,243053,,Transmission,Mk10,2,02:00:00 28-Jul-2024,03:00:00 28-Jul-2024,,,,0.5,0.00,4.0,0.00,,,,,,,
243053,243053,,Transmission,Mk10,1,06:00:00 28-Jul-2024,07:00:00 28-Jul-2024,,,,0.5,0.00,34.0,0.25,8.1,0.00,18.5,0.00,,,
243053,243053,,Transmission,Mk10,1,07:00:00 28-Jul-2024,08:00:00 28-Jul-2024,,,,0.5,0.00,60.0,0.75,,,,,,,
243053,243053,,Transmission,Mk10,1,08:00:00 28-Jul-2024,09:00:00 28-Jul-2024,,,,,,,,8.1,0.00,17.1,0.00,,,
243053,243053,,Transmission,Mk10,1,11:00:00 28-Jul-2024,12:00:00 28-Jul-2024,,,,,,,,8.1,0.00,16.4,0.00,,,
243053,243053,,Transmission,Mk10,2,15:00:00 28-Jul-2024,16:00:00 28-Jul-2024,,,,0.5,0.00,104.0,0.75,7.9,0.00,17.5,0.00,,,
243053,243053,,Transmission,Mk10,1,17:00:00 28-Jul-2024,18:00:00 28-Jul-2024,,,,0.5,0.00,106.0,0.75,7.9,0.00,17.8,0.00,,,
243053,243053,,Transmission,Mk10,1,20:00:00 28-Jul-2024,21:00:00 28-Jul-2024,,,,0.5,0.00,104.0,0.75,,,,,,,
243053,243053,,Transmission,Mk10,2,21:00:00 28-Jul-2024,22:00:00 28-Jul-2024,,,,,,,,8.1,0.00,18.0,0.00,,,
243053,243053,,Transmission,Mk10,2,22:00:00 28-Jul-2024,23:00:00 28-Jul-2024,,,,0.5,0.00,88.0,0.75,,,,,,,
243053,243053,,Transmission,Mk10,1,01:00:00 31-Jul-2024,02:00:00 31-Jul-2024,,,,,,,,8.8,0.00,18.1,0.00,,,
243053,243053,,Transmission,Mk10,1,03:00:00 31-Jul-2024,04:00:00 31-Jul-2024,,,,0.5,0.00,12.0,0.00,,,,,,,
243053,243053,,Transmission,Mk10,2,08:00:00 31-Jul-2024,09:00:00 31-Jul-2024,,,,0.5,0.00,84.0,0.75,5.1,0.00,19.9,0.00,,,
243053,243053,,Transmission,Mk10,2,09:00:00 31-Jul-2024,10:00:00 31-Jul-2024,,,,0.5,0.00,98.0,0.75,5.2,0.00,19.8,0.00,,,
243053,243053,,Transmission,Mk10,1,10:00:00 31-Jul-2024,11:00:00 31-Jul-2024,,,,,,,,5.2,0.00,19.8,0.00,,,
