Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
243053,22-Jul-2024,18:22:06,1,-18.000000,75,39,0,4,,,,,,,,,,,,,,,15,5,24764,,,,13,11722,,,,20,28550,,,,24,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,23-Jul-2024,00:07:49,1,-18.000000,76,58,0,4,,,,,,,,,,,,,,,15,25,4982,,,,1,16556,,,,26,31334,,,,10,30948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,23-Jul-2024,05:19:23,1,-18.000000,79,70,0,4,,,,,,,,,,,,,,,15,8,28449,,,,4,18788,,,,27,7121,,,,31,29497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,23-Jul-2024,13:54:07,1,-18.000000,83,92,0,5,,,,,,,,,,,,,,,15,5,23962,,,,20,4041,,,,25,2272,,,,11,4766,,,,12,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,25-Jul-2024,07:31:06,2,-18.000000,91,213,0,4,,,,,,,,,,,,,,,15,13,10863,,,,30,22234,,,,7,16251,,,,17,5298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,27-Jul-2024,00:00:30,1,-18.000000,100,329,0,4,,,,,,,,,,,,,,,15,10,18165,,,,31,18180,,,,21,23534,,,,2,16056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,27-Jul-2024,19:04:03,1,-18.000000,109,372,0,5,,,,,,,,,,,,,,,15,24,1138,,,,23,10917,,,,27,5235,,,,29,24186,,,,10,19995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,28-Jul-2024,09:38:42,1,-18.000000,114,408,0,4,,,,,,,,,,,,,,,15,7,25568,,,,30,21832,,,,6,13232,,,,19,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,28-Jul-2024,16:56:13,1,-18.000000,118,424,0,4,,,,,,,,,,,,,,,15,30,8301,,,,7,2151,,,,20,20909,,,,13,24361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,28-Jul-2024,23:01:27,1,-18.000000,119,441,0,4,,,,,,,,,,,,,,,15,21,8178,,,,31,9841,,,,2,18429,,,,28,5759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,31-Jul-2024,12:59:53,1,-18.000000,136,621,0,4,,,,,,,,,,,,,,,15,19,11158,,,,9,11721,,,,20,1380,,,,4,26984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,01-Aug-2024,09:57:40,1,-18.000000,142,679,0,4,,,,,,,,,,,,,,,15,24,17762,,,,17,19048,,,,21,22095,,,,19,24416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,01-Aug-2024,12:24:20,1,-18.000000,144,683,0,4,,,,,,,,,,,,,,,15,12,27986,,,,3,16508,,,,4,13549,,,,11,18620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,02-Aug-2024,02:36:00,1,-18.000000,149,720,0,4,,,,,,,,,,,,,,,15,29,155,,,,4,11626,,,,28,4716,,,,9,27652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,02-Aug-2024,12:51:55,1,-18.000000,153,746,0,4,,,,,,,,,,,,,,,15,12,23113,,,,11,3305,,,,20,23698,,,,25,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,02-Aug-2024,19:08:15,1,-18.000000,156,760,0,4,,,,,,,,,,,,,,,15,27,23608,,,,10,6775,,,,23,9668,,,,13,22790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,03-Aug-2024,19:55:01,1,-18.000000,162,831,0,4,,,,,,,,,,,,,,,15,12,32622,,,,18,13670,,,,15,30954,,,,5,23780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,04-Aug-2024,04:55:55,1,-18.000000,165,857,0,5,,,,,,,,,,,,,,,15,16,8700,,,,31,24082,,,,18,22854,,,,21,28497,,,,1,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,04-Aug-2024,11:47:48,1,-18.000000,166,879,0,4,,,,,,,,,,,,,,,15,20,13446,,,,22,11892,,,,14,15540,,,,11,18452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,04-Aug-2024,20:58:28,1,-18.000000,167,909,0,4,,,,,,,,,,,,,,,15,21,2169,,,,32,12628,,,,10,2567,,,,15,23498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,05-Aug-2024,00:08:08,1,-17.000000,170,914,0,4,,,,,,,,,,,,,,,15,3,15756,,,,31,8506,,,,12,12901,,,,29,29135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,06-Aug-2024,03:37:58,2,-17.000000,180,988,0,4,,,,,,,,,,,,,,,15,26,13540,,,,1,30844,,,,27,18594,,,,31,20986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,06-Aug-2024,04:10:18,1,-17.000000,181,988,0,4,,,,,,,,,,,,,,,15,1,30299,,,,7,2287,,,,26,28071,,,,9,30872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,06-Aug-2024,18:07:02,1,-17.000000,183,1032,0,4,,,,,,,,,,,,,,,15,23,15616,,,,13,15821,,,,5,4552,,,,27,24135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,07-Aug-2024,02:58:24,1,-17.000000,187,1054,0,4,,,,,,,,,,,,,,,15,1,490,,,,26,29982,,,,28,25233,,,,18,23171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,08-Aug-2024,00:47:54,1,-17.000000,190,1121,0,4,,,,,,,,,,,,,,,15,29,28477,,,,25,29594,,,,32,18537,,,,28,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,08-Aug-2024,22:52:00,1,-17.000000,194,1188,0,6,,,,,,,,,,,,,,,15,21,10154,,,,10,8071,,,,1,13484,,,,23,28851,,,,2,17616,,,,26,19518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,10-Aug-2024,07:48:15,1,-17.000000,204,1284,0,5,,,,,,,,,,,,,,,15,19,31068,,,,3,23694,,,,13,19802,,,,17,31487,,,,7,6994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,10-Aug-2024,17:07:19,1,-17.000000,206,1314,0,4,,,,,,,,,,,,,,,15,13,12030,,,,20,27756,,,,5,24497,,,,11,29161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,11-Aug-2024,02:54:52,1,-17.000000,209,1343,0,5,,,,,,,,,,,,,,,15,1,7649,,,,28,29684,,,,26,14076,,,,27,24231,,,,18,29688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,11-Aug-2024,13:31:54,1,-17.000000,215,1370,0,4,,,,,,,,,,,,,,,15,29,7616,,,,12,19606,,,,5,10242,,,,11,4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,12-Aug-2024,05:54:52,1,-17.000000,218,1408,0,4,,,,,,,,,,,,,,,15,8,25616,,,,21,9562,,,,2,23688,,,,16,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,12-Aug-2024,19:19:01,1,-17.000000,219,1449,0,4,,,,,,,,,,,,,,,15,27,1749,,,,32,31270,,,,10,30807,,,,22,6619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,14-Aug-2024,02:50:40,3,-17.000000,222,1550,0,4,,,,,,,,,,,,,,,15,3,8742,,,,27,15732,,,,28,24130,,,,7,25155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,15-Aug-2024,11:19:33,1,-17.000000,228,1636,0,4,,,,,,,,,,,,,,,15,14,11046,,,,17,5857,,,,4,22306,,,,9,14688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,16-Aug-2024,22:51:15,1,-17.000000,234,1739,0,4,,,,,,,,,,,,,,,15,2,28934,,,,3,8842,,,,12,15973,,,,21,31168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,18-Aug-2024,23:01:39,1,-17.000000,238,1887,0,4,,,,,,,,,,,,,,,15,1,17963,,,,10,21266,,,,26,18754,,,,31,28974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,19-Aug-2024,22:34:56,1,-17.000000,242,1954,0,4,,,,,,,,,,,,,,,15,21,2569,,,,2,29403,,,,31,23404,,,,3,19380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,21-Aug-2024,15:10:43,1,-17.000000,246,2078,0,4,,,,,,,,,,,,,,,15,30,5266,,,,20,10078,,,,7,6986,,,,15,14424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,22-Aug-2024,13:58:14,1,-17.000000,248,2148,0,4,,,,,,,,,,,,,,,15,25,29015,,,,15,24320,,,,29,31724,,,,12,24040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,22-Aug-2024,22:25:01,1,-17.000000,249,2173,0,4,,,,,,,,,,,,,,,15,2,2814,,,,26,24947,,,,3,5394,,,,31,5084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,22-Aug-2024,23:13:07,1,-17.000000,250,2174,0,4,,,,,,,,,,,,,,,15,10,30452,,,,16,18412,,,,31,11444,,,,32,32170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,23-Aug-2024,04:03:37,1,-17.000000,252,2186,0,5,,,,,,,,,,,,,,,15,2,9268,,,,21,3682,,,,26,16259,,,,16,29421,,,,4,4390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,23-Aug-2024,08:17:54,1,-17.000000,253,2199,0,4,,,,,,,,,,,,,,,15,2,30391,,,,21,29316,,,,24,17116,,,,19,24717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,24-Aug-2024,13:47:37,1,-17.000000,255,2288,0,4,,,,,,,,,,,,,,,15,12,7291,,,,15,20750,,,,25,9024,,,,29,31168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,24-Aug-2024,17:28:16,2,-17.000000,256,2299,0,4,,,,,,,,,,,,,,,15,10,30126,,,,27,14516,,,,29,11302,,,,23,8348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,24-Aug-2024,22:27:29,1,-17.000000,257,2315,0,4,,,,,,,,,,,,,,,15,10,10406,,,,1,20785,,,,2,22377,,,,31,7597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243053,26-Aug-2024,21:30:36,1,-17.000000,258,2457,0,5,,,,,,,,,,,,,,,15,21,20548,,,,1,570,,,,2,18718,,,,26,2340,,,,10,16788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
