DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
243065,243065,,Transmission,Mk10,1,16:33:00 25-Jul-2023,17:22:52 25-Jul-2023,Message,11,,,,2981.000000,3003.000000,,
243065,243065,,Transmission,Mk10,1,16:33:00 25-Jul-2023,16:36:22 25-Jul-2023,Surface,,,,,201,203,65,137
243065,243065,,Transmission,Mk10,1,16:36:22 25-Jul-2023,16:43:42 25-Jul-2023,Dive,1,U,16.5,16.5,439,441,,
243065,243065,,Transmission,Mk10,1,16:43:42 25-Jul-2023,16:45:18 25-Jul-2023,Surface,,,,,95,97,96,0
243065,243065,,Transmission,Mk10,1,16:45:18 25-Jul-2023,16:51:58 25-Jul-2023,Dive,1,Square,14.5,14.5,399,401,,
243065,243065,,Transmission,Mk10,1,16:51:58 25-Jul-2023,16:52:56 25-Jul-2023,Surface,,,,,57,59,58,0
243065,243065,,Transmission,Mk10,1,16:52:56 25-Jul-2023,16:59:42 25-Jul-2023,Dive,1,V,25.5,26.0,405,407,,
243065,243065,,Transmission,Mk10,1,16:59:42 25-Jul-2023,17:01:04 25-Jul-2023,Surface,,,,,81,83,82,0
243065,243065,,Transmission,Mk10,1,17:01:04 25-Jul-2023,17:11:54 25-Jul-2023,Dive,1,Square,16.5,16.5,649,651,,
243065,243065,,Transmission,Mk10,1,17:11:54 25-Jul-2023,17:15:14 25-Jul-2023,Surface,,,,,199,201,58,142
243065,243065,,Transmission,Mk10,1,17:15:14 25-Jul-2023,17:21:10 25-Jul-2023,Dive,1,Square,15.0,15.0,355,357,,
243065,243065,,Transmission,Mk10,1,17:21:10 25-Jul-2023,17:22:52 25-Jul-2023,Surface,,,,,101,103,102,0
243065,243065,,Transmission,Mk10,1,17:23:00 25-Jul-2023,18:05:28 25-Jul-2023,Message,10,,,,2538.000000,2558.000000,,
243065,243065,,Transmission,Mk10,1,17:23:00 25-Jul-2023,17:32:22 25-Jul-2023,Dive,1,V,21.5,21.5,561,563,,
243065,243065,,Transmission,Mk10,1,17:32:22 25-Jul-2023,17:33:52 25-Jul-2023,Surface,,,,,89,91,90,0
243065,243065,,Transmission,Mk10,1,17:33:52 25-Jul-2023,17:41:44 25-Jul-2023,Dive,1,Square,11.5,11.5,471,473,,
243065,243065,,Transmission,Mk10,1,17:41:44 25-Jul-2023,17:43:34 25-Jul-2023,Surface,,,,,109,111,110,0
243065,243065,,Transmission,Mk10,1,17:43:34 25-Jul-2023,17:50:40 25-Jul-2023,Dive,1,Square,12.5,12.5,425,427,,
243065,243065,,Transmission,Mk10,1,17:50:40 25-Jul-2023,17:52:10 25-Jul-2023,Surface,,,,,89,91,90,0
243065,243065,,Transmission,Mk10,1,17:52:10 25-Jul-2023,17:58:30 25-Jul-2023,Dive,1,Square,8.0,8.0,379,381,,
243065,243065,,Transmission,Mk10,1,17:58:30 25-Jul-2023,17:59:14 25-Jul-2023,Surface,,,,,43,45,44,0
243065,243065,,Transmission,Mk10,1,17:59:14 25-Jul-2023,18:03:50 25-Jul-2023,Dive,1,Square,9.5,9.5,275,277,,
243065,243065,,Transmission,Mk10,1,18:03:50 25-Jul-2023,18:05:28 25-Jul-2023,Surface,,,,,97,99,98,0
243065,243065,,Transmission,Mk10,1,18:05:00 25-Jul-2023,18:56:14 25-Jul-2023,Message,10,,,,3064.000000,3084.000000,,
243065,243065,,Transmission,Mk10,1,18:05:00 25-Jul-2023,18:10:14 25-Jul-2023,Dive,1,Square,6.5,6.5,313,315,,
243065,243065,,Transmission,Mk10,1,18:10:14 25-Jul-2023,18:12:12 25-Jul-2023,Surface,,,,,117,119,118,0
243065,243065,,Transmission,Mk10,1,18:12:12 25-Jul-2023,18:19:14 25-Jul-2023,Dive,1,Square,8.0,8.0,421,423,,
243065,243065,,Transmission,Mk10,1,18:19:14 25-Jul-2023,18:21:20 25-Jul-2023,Surface,,,,,125,127,126,0
243065,243065,,Transmission,Mk10,1,18:21:20 25-Jul-2023,18:28:00 25-Jul-2023,Dive,1,Square,10.5,10.5,399,401,,
243065,243065,,Transmission,Mk10,1,18:28:00 25-Jul-2023,18:35:22 25-Jul-2023,Surface,,,,,441,443,285,157
243065,243065,,Transmission,Mk10,1,18:35:22 25-Jul-2023,18:45:42 25-Jul-2023,Dive,1,Square,11.0,11.0,619,621,,
243065,243065,,Transmission,Mk10,1,18:45:42 25-Jul-2023,18:47:24 25-Jul-2023,Surface,,,,,101,103,102,0
243065,243065,,Transmission,Mk10,1,18:47:24 25-Jul-2023,18:54:36 25-Jul-2023,Dive,1,Square,12.0,12.0,431,433,,
243065,243065,,Transmission,Mk10,1,18:54:36 25-Jul-2023,18:56:14 25-Jul-2023,Surface,,,,,97,99,98,0
243065,243065,,Transmission,Mk10,1,18:56:00 25-Jul-2023,19:51:14 25-Jul-2023,Message,10,,,,3304.000000,3324.000000,,
243065,243065,,Transmission,Mk10,1,18:56:00 25-Jul-2023,19:03:44 25-Jul-2023,Dive,1,Square,9.5,9.5,463,465,,
243065,243065,,Transmission,Mk10,1,19:03:44 25-Jul-2023,19:05:10 25-Jul-2023,Surface,,,,,85,87,86,0
243065,243065,,Transmission,Mk10,1,19:05:10 25-Jul-2023,19:13:14 25-Jul-2023,Dive,1,Square,11.0,11.0,483,485,,
243065,243065,,Transmission,Mk10,1,19:13:14 25-Jul-2023,19:15:54 25-Jul-2023,Surface,,,,,159,161,150,10
243065,243065,,Transmission,Mk10,1,19:15:54 25-Jul-2023,19:23:14 25-Jul-2023,Dive,1,Square,9.0,9.0,439,441,,
243065,243065,,Transmission,Mk10,1,19:23:14 25-Jul-2023,19:28:56 25-Jul-2023,Surface,,,,,341,343,199,143
243065,243065,,Transmission,Mk10,1,19:28:56 25-Jul-2023,19:37:32 25-Jul-2023,Dive,1,Square,9.5,9.5,515,517,,
243065,243065,,Transmission,Mk10,1,19:37:32 25-Jul-2023,19:39:42 25-Jul-2023,Surface,,,,,129,131,130,0
243065,243065,,Transmission,Mk10,1,19:39:42 25-Jul-2023,19:47:54 25-Jul-2023,Dive,1,U,10.5,10.5,491,493,,
243065,243065,,Transmission,Mk10,1,19:47:54 25-Jul-2023,19:51:14 25-Jul-2023,Surface,,,,,199,201,174,26
243065,243065,,Transmission,Mk10,2,19:52:00 25-Jul-2023,21:12:58 25-Jul-2023,Message,10,,,,4848.000000,4868.000000,,
243065,243065,,Transmission,Mk10,2,19:52:00 25-Jul-2023,20:00:50 25-Jul-2023,Dive,1,Square,9.0,9.0,529,531,,
243065,243065,,Transmission,Mk10,2,20:00:50 25-Jul-2023,20:08:28 25-Jul-2023,Surface,,,,,457,459,295,163
243065,243065,,Transmission,Mk10,2,20:08:28 25-Jul-2023,20:16:08 25-Jul-2023,Dive,1,U,10.0,10.0,459,461,,
243065,243065,,Transmission,Mk10,2,20:16:08 25-Jul-2023,20:40:12 25-Jul-2023,Surface,,,,,1443,1445,1165,279
243065,243065,,Transmission,Mk10,2,20:40:12 25-Jul-2023,20:48:38 25-Jul-2023,Dive,1,Square,10.0,10.0,505,507,,
243065,243065,,Transmission,Mk10,2,20:48:38 25-Jul-2023,20:50:50 25-Jul-2023,Surface,,,,,131,133,132,0
243065,243065,,Transmission,Mk10,2,20:50:50 25-Jul-2023,20:59:46 25-Jul-2023,Dive,1,Square,12.0,12.0,535,537,,
243065,243065,,Transmission,Mk10,2,20:59:46 25-Jul-2023,21:02:00 25-Jul-2023,Surface,,,,,133,135,134,0
243065,243065,,Transmission,Mk10,2,21:02:00 25-Jul-2023,21:10:46 25-Jul-2023,Dive,1,U,10.0,10.0,525,527,,
243065,243065,,Transmission,Mk10,2,21:10:46 25-Jul-2023,21:12:58 25-Jul-2023,Surface,,,,,131,133,132,0
243065,243065,,Transmission,Mk10,1,21:13:00 25-Jul-2023,00:27:16 26-Jul-2023,Message,9,,,,11647.000000,11665.000000,,
243065,243065,,Transmission,Mk10,1,21:13:00 25-Jul-2023,21:21:12 25-Jul-2023,Dive,1,Square,9.5,9.5,491,493,,
243065,243065,,Transmission,Mk10,1,21:21:12 25-Jul-2023,23:09:44 25-Jul-2023,Surface,,,,,6511,6513,5462,1050
243065,243065,,Transmission,Mk10,1,23:09:44 25-Jul-2023,23:17:26 25-Jul-2023,Dive,1,Square,8.0,8.0,461,463,,
243065,243065,,Transmission,Mk10,1,23:17:26 25-Jul-2023,23:19:34 25-Jul-2023,Surface,,,,,127,129,128,0
243065,243065,,Transmission,Mk10,1,23:19:34 25-Jul-2023,23:28:38 25-Jul-2023,Dive,1,U,8.5,8.5,543,545,,
243065,243065,,Transmission,Mk10,1,23:28:38 25-Jul-2023,00:08:24 26-Jul-2023,Surface,,,,,2385,2387,2232,154
243065,243065,,Transmission,Mk10,1,00:08:24 26-Jul-2023,00:15:42 26-Jul-2023,Dive,1,Square,8.0,8.0,437,439,,
243065,243065,,Transmission,Mk10,1,00:15:42 26-Jul-2023,00:18:04 26-Jul-2023,Surface,,,,,141,143,133,9
243065,243065,,Transmission,Mk10,1,00:18:04 26-Jul-2023,00:27:16 26-Jul-2023,Dive,1,V,21.5,21.5,551,553,,
243065,243065,,Transmission,Mk10,1,00:27:00 26-Jul-2023,07:12:58 26-Jul-2023,Message,9,,,,24349.000000,24367.000000,,
243065,243065,,Transmission,Mk10,1,00:27:00 26-Jul-2023,03:55:22 26-Jul-2023,Surface,,,,,12501,12503,12099,403
243065,243065,,Transmission,Mk10,1,03:55:22 26-Jul-2023,04:01:58 26-Jul-2023,Dive,1,V,12.5,12.5,395,397,,
243065,243065,,Transmission,Mk10,1,04:01:58 26-Jul-2023,05:29:52 26-Jul-2023,Surface,,,,,5273,5275,4423,851
243065,243065,,Transmission,Mk10,1,05:29:52 26-Jul-2023,05:38:28 26-Jul-2023,Dive,1,Square,3.5,3.5,515,517,,
