Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
243065,25-Jul-2023,16:52:02,4,,70,43,0,5,,,,,,,,,,,,,,,15,11,18750,,,,13,29316,,,,6,14551,,,,20,16632,,,,9,31200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,25-Jul-2023,19:39:59,1,,72,49,0,4,,,,,,,,,,,,,,,15,5,7678,,,,20,19236,,,,29,19954,,,,13,18567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,25-Jul-2023,20:59:27,2,,73,51,0,5,,,,,,,,,,,,,,,15,10,14539,,,,23,21834,,,,27,24343,,,,15,20326,,,,13,29175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,00:26:47,1,,74,58,0,7,,,,,,,,,,,,,,,15,10,22080,,,,22,14982,,,,28,18126,,,,32,6856,,,,1,17464,,,,2,30828,,,,21,27253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,07:12:36,1,,76,66,0,4,,,,,,,,,,,,,,,15,21,13541,,,,2,803,,,,9,27158,,,,4,16850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,09:33:47,2,,78,70,0,7,,,,,,,,,,,,,,,15,17,8788,,,,13,18078,,,,7,18366,,,,30,5896,,,,1,2554,,,,14,7633,,,,19,15904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,10:19:34,4,,79,71,0,5,,,,,,,,,,,,,,,15,30,18440,,,,7,27094,,,,17,11884,,,,19,13610,,,,13,9690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,10:49:31,1,,80,71,0,4,,,,,,,,,,,,,,,15,1,24204,,,,8,169,,,,2,18151,,,,3,20344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,11:19:27,1,,81,71,0,6,,,,,,,,,,,,,,,15,2,23495,,,,21,31548,,,,19,13072,,,,17,9112,,,,24,25950,,,,1,10974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,12:22:13,1,,82,73,0,4,,,,,,,,,,,,,,,15,6,20867,,,,11,9232,,,,24,8266,,,,19,16612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
