DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
243065,243065,,Transmission,Mk10,3,16:00:00 25-Jul-2023,17:00:00 25-Jul-2023,,,,0.0,0.00,26.0,0.25,7.3,0.00,22.0,0.00,,,
243065,243065,,Transmission,Mk10,1,18:00:00 25-Jul-2023,19:00:00 25-Jul-2023,,,,0.0,0.00,12.0,0.00,8.6,0.00,22.0,0.00,,,
243065,243065,,Transmission,Mk10,1,19:00:00 25-Jul-2023,20:00:00 25-Jul-2023,,,,0.0,0.00,11.0,0.00,8.6,0.00,21.8,0.00,,,
243065,243065,,Transmission,Mk10,2,20:00:00 25-Jul-2023,21:00:00 25-Jul-2023,,,,0.0,0.00,12.5,0.00,7.9,0.00,21.5,0.00,,,
243065,243065,,Transmission,Mk10,2,21:00:00 25-Jul-2023,22:00:00 25-Jul-2023,,,,0.0,0.00,10.5,0.00,8.3,0.00,21.1,0.00,,,
243065,243065,,Transmission,Mk10,1,22:00:00 25-Jul-2023,23:00:00 25-Jul-2023,,,,0.0,0.00,3.0,0.00,,,,,,,
243065,243065,,Transmission,Mk10,3,23:00:00 25-Jul-2023,00:00:00 26-Jul-2023,,,,0.0,0.00,9.0,0.00,,,,,,,
243065,243065,,Transmission,Mk10,1,02:00:00 28-Jul-2023,03:00:00 28-Jul-2023,,,,,,,,8.6,0.00,19.1,0.00,,,
243065,243065,,Transmission,Mk10,1,04:00:00 28-Jul-2023,05:00:00 28-Jul-2023,,,,,,,,7.6,0.00,18.8,0.00,,,
243065,243065,,Transmission,Mk10,1,05:00:00 28-Jul-2023,06:00:00 28-Jul-2023,,,,,,,,7.6,0.00,19.0,0.00,,,
243065,243065,,Transmission,Mk10,1,09:00:00 28-Jul-2023,10:00:00 28-Jul-2023,,,,0.0,0.00,17.5,0.00,,,,,,,
243065,243065,,Transmission,Mk10,1,10:00:00 28-Jul-2023,11:00:00 28-Jul-2023,,,,,,,,7.8,0.00,18.6,0.00,,,
243065,243065,,Transmission,Mk10,1,12:00:00 28-Jul-2023,13:00:00 28-Jul-2023,,,,,,,,7.8,0.00,18.8,0.00,,,
243065,243065,,Transmission,Mk10,1,16:00:00 28-Jul-2023,17:00:00 28-Jul-2023,,,,0.0,0.00,17.5,0.00,,,,,,,
243065,243065,,Transmission,Mk10,1,18:00:00 28-Jul-2023,19:00:00 28-Jul-2023,,,,,,,,7.6,0.00,24.6,0.00,,,
243065,243065,,Transmission,Mk10,1,19:00:00 28-Jul-2023,20:00:00 28-Jul-2023,,,,,,,,9.4,0.00,25.8,0.00,,,
243065,243065,,Transmission,Mk10,1,20:00:00 28-Jul-2023,21:00:00 28-Jul-2023,,,,0.0,0.00,2.5,0.00,18.0,0.00,24.8,0.00,,,
243065,243065,,Transmission,Mk10,1,01:00:00 31-Jul-2023,02:00:00 31-Jul-2023,,,,,,,,17.3,0.00,19.0,0.00,,,
243065,243065,,Transmission,Mk10,1,02:00:00 31-Jul-2023,03:00:00 31-Jul-2023,,,,,,,,17.4,0.00,19.0,0.00,,,
243065,243065,,Transmission,Mk10,1,03:00:00 31-Jul-2023,04:00:00 31-Jul-2023,,,,,,,,16.6,0.00,18.9,0.00,,,
243065,243065,,Transmission,Mk10,1,04:00:00 31-Jul-2023,05:00:00 31-Jul-2023,,,,,,,,16.2,0.00,18.8,0.00,,,
243065,243065,,Transmission,Mk10,1,05:00:00 31-Jul-2023,06:00:00 31-Jul-2023,,,,0.0,0.00,16.5,0.00,,,,,,,
243065,243065,,Transmission,Mk10,1,06:00:00 31-Jul-2023,07:00:00 31-Jul-2023,,,,0.0,0.00,13.0,0.00,7.3,0.00,17.5,0.00,,,
243065,243065,,Transmission,Mk10,1,11:00:00 31-Jul-2023,12:00:00 31-Jul-2023,,,,0.0,0.00,13.0,0.00,,,,,,,
243065,243065,,Transmission,Mk10,1,12:00:00 31-Jul-2023,13:00:00 31-Jul-2023,,,,,,,,8.3,0.00,18.3,0.00,,,
243065,243065,,Transmission,Mk10,1,13:00:00 31-Jul-2023,14:00:00 31-Jul-2023,,,,,,,,8.6,0.00,17.5,0.00,,,
243065,243065,,Transmission,Mk10,1,16:00:00 31-Jul-2023,17:00:00 31-Jul-2023,,,,,,,,8.4,0.00,19.1,0.00,,,
243065,243065,,Transmission,Mk10,1,17:00:00 31-Jul-2023,18:00:00 31-Jul-2023,,,,,,,,8.4,0.00,19.3,0.00,,,
