Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
17552,243065,31,SR,0,9,26-Jul-2023,10:33:16,39.3717,-84.7198,Speed to avg loc 116 x median,401650000,-131,50,0,26-Jul-2023,10:30:11,39.3717,-84.7198,472,3968,8375,1879,134,,,219,153,205,243,8,0,72,60,60,60,60,60,60,60,60,60,60,60,60,60,42,7,50,238,132,115,50,232,115,110,168,
17552,243065,31,SR,0,9,26-Jul-2023,10:33:16,39.3717,-84.7198,Speed to avg loc 116 x median,401650000,-131,50,0,26-Jul-2023,10:35:40,39.3717,-84.7198,472,3968,8375,1879,134,,,191,127,29,244,115,66,179,42,23,1,5,109,161,74,137,6,163,178,36,155,48,155,28,124,12,207,177,115,78,134,13,
17552,243065,31,SR,0,9,26-Jul-2023,10:33:16,39.3717,-84.7198,Speed to avg loc 116 x median,401650000,-131,50,0,26-Jul-2023,10:36:01,39.3717,-84.7198,472,3968,8375,1879,134,,,185,171,45,244,6,253,134,160,76,84,147,41,48,85,1,14,17,201,3,53,132,0,168,2,174,135,5,99,4,0,0,
17552,243065,11,CS,A,10,26-Jul-2023,11:01:45,42.1315,-70.1970,,401677649,-122,56,0,26-Jul-2023,10:59:10,44.7318,-83.9481,244,4050,48900,335,106,,,70,74,13,244,144,73,129,4,0,8,32,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,CS,A,10,26-Jul-2023,11:01:45,42.1315,-70.1970,,401677649,-122,56,0,26-Jul-2023,11:02:54,44.7318,-83.9481,244,4050,48900,335,106,,,26,158,189,244,148,52,177,245,5,128,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,15,CS,A,10,26-Jul-2023,11:01:45,42.1315,-70.1970,,401677649,-122,56,0,26-Jul-2023,11:03:14,44.7318,-83.9481,244,4050,48900,335,106,,,69,51,45,244,128,92,130,2,0,8,0,0,64,0,0,,,,,,,,,,,,,,,,,
17552,243065,11,NK,B,11,26-Jul-2023,11:11:32,42.0877,-70.1168,,401677649,-129,8,0,26-Jul-2023,11:10:05,33.9383,-28.8777,175,2460,12621,479,81,,,26,143,61,244,132,126,103,151,4,128,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,NK,B,11,26-Jul-2023,11:11:32,42.0877,-70.1168,,401677649,-129,8,0,26-Jul-2023,11:13:00,33.9383,-28.8777,175,2460,12621,479,81,,,49,111,178,11,136,71,253,136,0,29,5,,,,,,,,,,,,,,,,,,,,,
17552,243065,31,A1,B,12,26-Jul-2023,11:28:32,42.0901,-70.1190,,401677685,-137,6,0,26-Jul-2023,11:28:32,42.0901,-70.1190,,5359,8306,3457,85,,,216,245,173,243,76,200,235,31,254,239,240,0,1,47,238,254,238,254,254,237,205,253,221,16,0,0,31,224,0,0,0,
17552,243065,27,SR,B,13,26-Jul-2023,12:11:42,42.0878,-70.1197,,401677670,-138,8,0,26-Jul-2023,12:11:43,42.0878,-70.1197,,1078,1542,752,88,,,4,5,244,194,235,202,146,50,118,115,49,12,200,206,103,51,24,140,35,16,13,132,38,249,128,0,0,,,,,
17552,243065,15,NP,A,14,26-Jul-2023,12:19:36,42.1451,-70.1542,,401677646,-132,6,0,26-Jul-2023,12:19:37,42.1451,-70.1542,259,1151,2170,610,13,,,78,199,205,243,32,74,129,2,4,16,0,32,0,0,0,,,,,,,,,,,,,,,,,
17552,243065,27,NP,A,14,26-Jul-2023,12:19:36,42.1451,-70.1542,,401677646,-132,6,0,26-Jul-2023,12:21:43,42.1451,-70.1542,259,1151,2170,610,13,,,118,198,13,244,189,169,20,165,85,117,85,85,66,169,93,85,3,160,249,228,65,145,174,233,254,238,204,,,,,
17552,243065,31,NP,A,14,26-Jul-2023,12:19:36,42.1451,-70.1542,,401677646,-132,6,0,26-Jul-2023,12:23:56,42.1451,-70.1542,259,1151,2170,610,13,,,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17552,243065,23,CS,B,15,26-Jul-2023,12:40:39,42.0907,-70.1249,,401677646,-134,8,0,26-Jul-2023,12:38:51,42.0907,-70.1249,218,11284,59067,2155,48,,,126,35,93,244,167,23,208,55,163,16,2,164,81,185,199,61,225,148,17,192,0,0,0,,,,,,,,,
17552,243065,11,CS,B,15,26-Jul-2023,12:40:39,42.0907,-70.1249,,401677646,-134,8,0,26-Jul-2023,12:42:29,42.0907,-70.1249,218,11284,59067,2155,48,,,60,241,109,243,6,128,0,4,8,0,32,,,,,,,,,,,,,,,,,,,,,
17552,243065,23,NK,A,16,26-Jul-2023,12:52:01,42.1650,-70.0538,,401677679,-120,6,0,26-Jul-2023,12:50:14,42.1650,-70.0538,283,880,5904,131,76,,,113,39,125,244,165,56,151,210,2,15,167,90,43,155,38,212,169,169,118,153,61,28,0,,,,,,,,,
17552,243065,31,NK,A,16,26-Jul-2023,12:52:01,42.1650,-70.0538,,401677679,-120,6,0,26-Jul-2023,12:50:52,42.1650,-70.0538,283,880,5904,131,76,,,219,153,205,179,136,0,72,60,60,60,60,60,60,60,60,60,60,60,60,60,42,7,50,238,132,115,50,232,115,110,168,
17552,243065,11,NK,A,16,26-Jul-2023,12:52:01,42.1650,-70.0538,,401677679,-120,6,0,26-Jul-2023,12:54:57,42.1650,-70.0538,283,880,5904,131,76,,,20,63,29,244,181,119,72,113,54,1,128,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,MC,A,17,26-Jul-2023,13:31:44,42.0595,-70.0730,,401677627,-123,8,0,26-Jul-2023,13:30:51,42.0595,-70.0730,115,6908,34079,1400,85,,,31,226,237,244,116,117,185,131,2,0,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,7,MC,A,17,26-Jul-2023,13:31:44,42.0595,-70.0730,,401677627,-123,8,0,26-Jul-2023,13:31:35,42.0595,-70.0730,115,6908,34079,1400,85,,,68,186,125,244,96,120,129,,,,,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,MC,A,17,26-Jul-2023,13:31:44,42.0595,-70.0730,,401677627,-123,8,0,26-Jul-2023,13:32:46,42.0595,-70.0730,115,6908,34079,1400,85,,,21,118,61,244,97,120,24,192,128,0,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,NP,0,18,26-Jul-2023,13:56:19,42.1186,-70.2540,,401677657,-120,46,0,26-Jul-2023,13:55:55,42.1186,-70.2540,625,15247,233952,993,103,,,22,120,189,244,5,121,164,3,2,1,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,NP,0,18,26-Jul-2023,13:56:19,42.1186,-70.2540,,401677657,-120,46,0,26-Jul-2023,13:56:44,42.1186,-70.2540,625,15247,233952,993,103,,,66,192,61,243,112,121,129,2,0,0,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,NP,0,18,26-Jul-2023,13:56:19,42.1186,-70.2540,,401677657,-120,46,0,26-Jul-2023,14:02:33,42.1186,-70.2540,625,15247,233952,993,103,,,21,44,173,243,114,122,28,25,64,2,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,NP,0,18,26-Jul-2023,13:56:19,42.1186,-70.2540,,401677657,-120,46,0,26-Jul-2023,14:05:42,42.1186,-70.2540,625,15247,233952,993,103,,,25,55,45,243,97,120,24,192,32,192,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,27,NP,0,18,26-Jul-2023,13:56:19,42.1186,-70.2540,,401677657,-120,46,0,26-Jul-2023,14:06:20,42.1186,-70.2540,625,15247,233952,993,103,,,115,130,221,244,5,171,221,85,144,44,234,27,145,179,128,107,32,49,14,5,225,178,186,157,89,40,232,,,,,
17552,243065,23,MB, ,19,26-Jul-2023,14:21:46,,,,401650000,,,0,26-Jul-2023,14:21:46,,,47,,,,,,,119,214,109,243,71,182,213,78,50,239,85,43,119,197,223,61,153,188,125,217,36,204,0,,,,,,,,,
17552,243065,31,MB, ,19,26-Jul-2023,14:21:46,,,,401650000,,,0,26-Jul-2023,14:22:00,,,47,,,,,,,185,130,91,60,208,195,44,207,64,52,31,134,103,202,54,124,9,250,7,160,224,112,56,120,56,227,243,225,137,15,3,
17552,243065,31,MB, ,19,26-Jul-2023,14:21:46,,,,401650000,,,0,26-Jul-2023,14:22:33,,,47,,,,,,,223,250,125,243,88,0,132,71,106,126,93,69,187,114,170,68,200,204,4,68,64,64,68,4,4,64,68,4,72,72,132,
17552,243065,11,NK,B,20,26-Jul-2023,14:35:02,42.1575,-70.0385,,401677679,-131,8,0,26-Jul-2023,14:27:54,42.1575,-70.0385,429,2054,21058,200,58,,,55,118,141,243,35,128,6,12,16,4,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,NK,B,20,26-Jul-2023,14:35:02,42.1575,-70.0385,,401677679,-131,8,0,26-Jul-2023,14:35:03,42.1575,-70.0385,429,2054,21058,200,58,,,75,126,61,243,16,90,129,2,8,8,16,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,NN,A,21,26-Jul-2023,14:37:55,42.0850,-70.2588,,401677635,-129,8,0,26-Jul-2023,14:35:03,42.0850,-70.2588,278,21731,277285,1703,84,,,75,126,61,243,16,90,129,2,8,8,16,,,,,,,,,,,,,,,,,,,,,
17552,243065,23,NN,A,21,26-Jul-2023,14:37:55,42.0850,-70.2588,,401677635,-129,8,0,26-Jul-2023,14:39:03,42.0850,-70.2588,278,21731,277285,1703,84,,,122,225,29,243,54,126,208,167,127,169,44,147,179,124,155,34,29,146,12,64,0,0,0,,,,,,,,,
17552,243065,31,NN,A,21,26-Jul-2023,14:37:55,42.0850,-70.2588,,401677635,-129,8,0,26-Jul-2023,14:39:41,42.0850,-70.2588,278,21731,277285,1703,84,,,186,252,189,243,61,2,132,1,19,144,179,150,16,182,136,199,224,49,16,64,80,176,130,33,32,98,212,173,106,214,245,
17552,243065,23,MC,1,22,26-Jul-2023,15:16:02,42.1016,-70.2491,,401677647,-112,47,0,26-Jul-2023,15:11:12,42.1016,-70.2491,630,1353,5015,365,106,,,125,4,125,243,7,64,149,114,79,155,202,16,206,53,233,3,225,62,120,25,24,172,0,,,,,,,,,
17552,243065,31,MC,1,22,26-Jul-2023,15:16:02,42.1016,-70.2491,,401677647,-112,47,0,26-Jul-2023,15:12:04,42.1016,-70.2491,630,1353,5015,365,106,,,211,76,189,243,60,212,238,0,1,240,0,0,15,254,0,0,15,255,255,0,0,0,15,240,0,0,15,255,0,0,0,
17552,243065,31,MC,1,22,26-Jul-2023,15:16:02,42.1016,-70.2491,,401677647,-112,47,0,26-Jul-2023,15:14:33,42.1016,-70.2491,630,1353,5015,365,106,,,222,57,77,243,56,0,167,47,96,55,187,251,128,19,118,238,132,80,67,55,46,238,64,191,46,170,128,131,114,238,232,
17552,243065,11,MC,1,22,26-Jul-2023,15:16:02,42.1016,-70.2491,,401677647,-112,47,0,26-Jul-2023,15:15:35,42.1016,-70.2491,630,1353,5015,365,106,,,31,50,77,244,164,102,187,123,15,0,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,MC,1,22,26-Jul-2023,15:16:02,42.1016,-70.2491,,401677647,-112,47,0,26-Jul-2023,15:16:16,42.1016,-70.2491,630,1353,5015,365,106,,,70,74,13,244,144,73,129,4,0,8,32,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,MC,1,22,26-Jul-2023,15:16:02,42.1016,-70.2491,,401677647,-112,47,0,26-Jul-2023,15:20:54,42.1016,-70.2491,630,1353,5015,365,106,,,63,142,29,244,148,128,0,20,10,171,85,,,,,,,,,,,,,,,,,,,,,
17552,243065,15,MC,1,22,26-Jul-2023,15:16:02,42.1016,-70.2491,,401677647,-112,47,0,26-Jul-2023,15:21:42,42.1016,-70.2491,630,1353,5015,365,106,,,69,51,45,244,128,92,130,2,0,8,0,0,64,0,0,,,,,,,,,,,,,,,,,
17552,243065,31,NP,B,23,26-Jul-2023,15:46:00,42.1017,-70.2491,,401677647,-136,6,0,26-Jul-2023,15:46:00,42.1017,-70.2491,,11390,15695,8266,90,,,222,212,173,243,40,0,230,247,4,98,29,129,170,94,28,71,42,246,132,200,4,51,115,59,55,64,191,179,44,3,44,
17552,243065,31,MC,A,24,26-Jul-2023,16:53:57,42.0463,-70.0488,,401677663,-125,7,0,26-Jul-2023,16:53:01,42.0463,-70.0488,147,30311,120836,7603,55,,,219,225,237,243,12,188,240,15,15,15,15,15,15,15,15,15,15,15,15,15,1,47,16,17,31,241,17,17,241,1,17,
17552,243065,31,MC,A,24,26-Jul-2023,16:53:57,42.0463,-70.0488,,401677663,-125,7,0,26-Jul-2023,16:53:25,42.0463,-70.0488,147,30311,120836,7603,55,,,219,153,205,243,8,0,72,60,60,60,60,60,60,60,60,60,60,60,60,60,42,7,50,238,132,115,50,232,115,110,168,
17552,243065,7,MC,A,24,26-Jul-2023,16:53:57,42.0463,-70.0488,,401677663,-125,7,0,26-Jul-2023,16:55:28,42.0463,-70.0488,147,30311,120836,7603,55,,,67,166,89,244,49,128,0,,,,,,,,,,,,,,,,,,,,,,,,,
17552,243065,23,CS,B,25,26-Jul-2023,22:16:26,42.0884,-69.7771,,401677716,-122,8,0,26-Jul-2023,22:16:27,42.0884,-69.7771,,65865,170487,25445,87,,,126,35,93,244,153,121,252,36,103,74,34,67,103,242,50,249,115,37,41,53,203,157,246,,,,,,,,,
17552,243065,27,NP,B,26,26-Jul-2023,23:49:04,41.9617,-70.1888,,401677804,-129,6,0,26-Jul-2023,23:47:54,41.9617,-70.1888,142,24528,253710,2371,142,,,119,224,253,244,150,27,222,40,149,27,26,120,241,239,188,92,32,34,126,156,119,70,111,136,25,57,24,,,,,
17552,243065,31,NP,B,26,26-Jul-2023,23:49:04,41.9617,-70.1888,,401677804,-129,6,0,26-Jul-2023,23:50:16,41.9617,-70.1888,142,24528,253710,2371,142,,,177,149,157,244,186,16,224,76,23,223,208,203,132,52,29,142,53,19,185,246,145,155,175,207,154,139,59,10,151,28,32,
17552,243065,11,NK,B,27,27-Jul-2023,00:14:40,41.9654,-70.1889,,401677816,-128,6,0,27-Jul-2023,00:14:40,41.9654,-70.1889,,10270,25821,4084,138,,,26,69,109,243,51,52,127,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,NN,B,28,27-Jul-2023,02:02:48,41.9076,-70.1935,,401677726,-119,8,0,27-Jul-2023,02:02:49,41.9076,-70.1935,,14810,18019,12172,127,,,74,163,93,243,0,104,130,2,0,0,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,15,SR,B,29,27-Jul-2023,08:22:46,41.8016,-70.3159,Lat > 4 deviations from mean,401677748,-131,8,0,27-Jul-2023,08:22:01,41.8016,-70.3159,90,2586,20306,329,131,,,24,129,157,227,28,62,64,183,49,44,147,176,147,244,216,,,,,,,,,,,,,,,,,
17552,243065,11,SR,B,29,27-Jul-2023,08:22:46,41.8016,-70.3159,Lat > 4 deviations from mean,401677748,-131,8,0,27-Jul-2023,08:23:31,41.8016,-70.3159,90,2586,20306,329,131,,,50,102,157,246,112,69,129,64,171,129,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,31,A1,0,30,27-Jul-2023,09:38:07,42.0981,-70.1950,,401677717,-119,48,0,27-Jul-2023,09:37:17,42.0981,-70.1950,93,5639,29715,1070,96,,,211,53,109,243,124,224,234,255,238,255,255,0,0,0,255,0,18,52,79,223,237,255,255,255,255,255,255,255,233,152,128,
17552,243065,11,A1,0,30,27-Jul-2023,09:38:07,42.0981,-70.1950,,401677717,-119,48,0,27-Jul-2023,09:37:50,42.0981,-70.1950,93,5639,29715,1070,96,,,19,254,93,246,35,123,2,3,128,0,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,7,A1,0,30,27-Jul-2023,09:38:07,42.0981,-70.1950,,401677717,-119,48,0,27-Jul-2023,09:38:12,42.0981,-70.1950,93,5639,29715,1070,96,,,68,135,93,246,17,128,0,,,,,,,,,,,,,,,,,,,,,,,,,
17552,243065,23,A1,0,30,27-Jul-2023,09:38:07,42.0981,-70.1950,,401677717,-119,48,0,27-Jul-2023,09:38:27,42.0981,-70.1950,93,5639,29715,1070,96,,,126,194,109,243,23,166,82,128,193,223,196,201,187,87,23,147,93,145,203,64,0,0,1,,,,,,,,,
17552,243065,31,A1,0,30,27-Jul-2023,09:38:07,42.0981,-70.1950,,401677717,-119,48,0,27-Jul-2023,09:38:50,42.0981,-70.1950,93,5639,29715,1070,96,,,214,229,205,243,120,0,36,128,136,4,71,179,119,44,67,62,230,38,1,0,136,128,140,136,132,132,132,4,72,72,4,
17552,243065,11,SR,0,31,27-Jul-2023,09:57:21,42.0945,-70.1443,,401677661,-125,46,0,27-Jul-2023,09:56:44,42.0945,-70.1443,496,19629,315897,1219,78,,,23,142,61,253,35,83,247,204,208,68,120,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,SR,0,31,27-Jul-2023,09:57:21,42.0945,-70.1443,,401677661,-125,46,0,27-Jul-2023,09:58:00,42.0945,-70.1443,496,19629,315897,1219,78,,,66,237,13,245,96,105,129,0,4,0,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,31,SR,0,31,27-Jul-2023,09:57:21,42.0945,-70.1443,,401677661,-125,46,0,27-Jul-2023,10:02:17,42.0945,-70.1443,496,19629,315897,1219,78,,,214,156,221,243,104,1,66,237,199,173,18,238,237,30,220,92,93,220,81,5,196,93,210,220,93,16,81,17,29,16,92,
17552,243065,11,SR,0,31,27-Jul-2023,09:57:21,42.0945,-70.1443,,401677661,-125,46,0,27-Jul-2023,10:05:00,42.0945,-70.1443,496,19629,315897,1219,78,,,48,186,205,245,100,128,2,0,8,0,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,CS,0,32,27-Jul-2023,10:25:21,42.1359,-70.3436,,401677633,-118,46,0,27-Jul-2023,10:22:30,42.1359,-70.3436,341,7877,169850,365,97,,,23,189,61,181,65,120,24,192,32,192,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,7,CS,0,32,27-Jul-2023,10:25:21,42.1359,-70.3436,,401677633,-118,46,0,27-Jul-2023,10:22:56,42.1359,-70.3436,341,7877,169850,365,97,,,67,110,61,245,48,137,129,,,,,,,,,,,,,,,,,,,,,,,,,
17552,243065,31,CS,0,32,27-Jul-2023,10:25:21,42.1359,-70.3436,,401677633,-118,46,0,27-Jul-2023,10:27:52,42.1359,-70.3436,341,7877,169850,365,97,,,186,252,189,243,61,2,132,1,19,144,179,150,16,182,136,199,224,33,16,64,80,176,130,33,0,160,208,132,65,0,0,
17552,243065,27,CS,0,32,27-Jul-2023,10:25:21,42.1359,-70.3436,,401677633,-118,46,0,27-Jul-2023,10:28:11,42.1359,-70.3436,341,7877,169850,365,97,,,4,164,198,167,11,4,179,51,71,195,144,4,176,132,67,253,60,0,3,219,12,128,98,128,47,94,64,,,,,
17552,243065,11,NK,B,33,27-Jul-2023,10:49:16,42.1647,-70.3957,,401677677,-137,6,0,27-Jul-2023,10:47:15,42.1647,-70.3957,121,7465,11832,4709,35,,,65,255,105,194,247,167,190,255,251,247,231,,,,,,,,,,,,,,,,,,,,,
17552,243065,3,NK,B,33,27-Jul-2023,10:49:16,42.1647,-70.3957,,401677677,-137,6,0,27-Jul-2023,10:49:16,42.1647,-70.3957,121,7465,11832,4709,35,,,159,225,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,A1,B,34,27-Jul-2023,11:13:49,42.0892,-70.1487,,401677659,-137,6,0,27-Jul-2023,11:13:49,42.0892,-70.1487,,32786,40363,26630,118,,,62,103,77,244,224,53,129,12,0,0,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,31,SR,B,35,27-Jul-2023,11:42:55,42.0945,-70.1476,,401677620,-135,6,0,27-Jul-2023,11:42:55,42.0945,-70.1476,,33635,37703,30004,120,,,183,8,173,243,21,194,140,45,144,176,3,172,28,134,192,26,129,36,44,0,189,0,32,168,4,72,25,12,0,0,0,
17552,243065,27,CS,B,36,27-Jul-2023,11:58:29,42.0505,-70.1586,,401677680,-138,6,0,27-Jul-2023,11:58:29,42.0505,-70.1586,,5452,8338,3564,137,,,123,230,77,245,39,135,218,70,219,74,242,70,152,168,60,243,158,244,242,219,235,209,150,84,0,0,0,,,,,
17552,243065,11,NP,A,37,27-Jul-2023,12:11:16,42.1927,-70.0449,,401677698,-136,6,0,27-Jul-2023,12:08:44,42.1927,-70.0449,249,10542,64712,1717,42,,,26,158,189,244,148,52,177,245,5,128,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,15,NP,A,37,27-Jul-2023,12:11:16,42.1927,-70.0449,,401677698,-136,6,0,27-Jul-2023,12:12:11,42.1927,-70.0449,249,10542,64712,1717,42,,,69,51,45,244,128,92,130,2,0,8,0,0,64,0,2,,,,,,,,,,,,,,,,,
17552,243065,31,NP,A,37,27-Jul-2023,12:11:16,42.1927,-70.0449,,401677698,-136,6,0,27-Jul-2023,12:12:53,42.1927,-70.0449,249,10542,64712,1717,42,,,216,3,141,243,24,3,68,111,119,85,10,62,9,131,130,251,193,183,63,131,193,224,192,0,125,153,46,186,101,66,97,
17552,243065,7,NK,0,38,27-Jul-2023,12:27:01,42.1117,-70.3562,,401677650,-123,46,0,27-Jul-2023,12:22:23,42.1117,-70.3562,316,4726,57188,390,97,,,66,250,237,244,112,154,130,,,,,,,,,,,,,,,,,,,,,,,,,
17552,243065,31,NK,0,38,27-Jul-2023,12:27:01,42.1117,-70.3562,,401677650,-123,46,0,27-Jul-2023,12:22:56,42.1117,-70.3562,316,4726,57188,390,97,,,176,144,173,243,8,120,200,169,183,34,66,240,12,112,210,14,0,101,33,32,160,5,68,17,35,26,197,136,113,12,128,
17552,243065,11,NK,0,38,27-Jul-2023,12:27:01,42.1117,-70.3562,,401677650,-123,46,0,27-Jul-2023,12:26:33,42.1117,-70.3562,316,4726,57188,390,97,,,49,112,77,244,116,129,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,11,NK,0,38,27-Jul-2023,12:27:01,42.1117,-70.3562,,401677650,-123,46,0,27-Jul-2023,12:26:48,42.1117,-70.3562,316,4726,57188,390,97,,,31,226,237,244,116,117,185,131,2,0,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,7,NK,0,38,27-Jul-2023,12:27:01,42.1117,-70.3562,,401677650,-123,46,0,27-Jul-2023,12:27:05,42.1117,-70.3562,316,4726,57188,390,97,,,68,186,125,244,96,120,129,,,,,,,,,,,,,,,,,,,,,,,,,
17552,243065,31,NK,0,38,27-Jul-2023,12:27:01,42.1117,-70.3562,,401677650,-123,46,0,27-Jul-2023,12:27:39,42.1117,-70.3562,316,4726,57188,390,97,,,219,225,237,243,12,188,240,15,15,15,15,15,15,15,15,15,15,15,15,15,1,47,16,17,31,241,17,17,241,1,17,
17552,243065,11,MC,B,39,27-Jul-2023,13:16:51,42.3119,-70.4725,,401677717,-127,6,0,27-Jul-2023,13:16:07,42.3119,-70.4725,88,12872,44530,3720,73,,,27,36,45,244,17,120,24,192,32,192,0,,,,,,,,,,,,,,,,,,,,,
17552,243065,31,MC,B,39,27-Jul-2023,13:16:51,42.3119,-70.4725,,401677717,-127,6,0,27-Jul-2023,13:17:35,42.3119,-70.4725,88,12872,44530,3720,73,,,177,123,173,246,167,65,4,42,68,51,9,177,50,33,18,66,10,17,0,194,8,60,144,8,149,66,100,108,88,0,0,
17552,243065,31,NP,0,40,27-Jul-2023,13:43:57,42.1762,-70.5524,,401677658,-129,46,0,27-Jul-2023,13:43:57,42.1762,-70.5524,704,10720,114126,1007,100,,,177,219,93,247,28,112,113,225,240,240,240,240,240,194,224,120,120,121,232,15,144,255,103,234,134,200,247,21,201,64,127,
