Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,50CI,95CI,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
243065,25-Jul-2023,16:52:02,4,,70,43,0,5,42.09015,-70.11898,11:28:32 26-Jul-2023,Argos,42.12461,-70.23434,,,,,21.1,-1.0,,,,15,11,18750,,,,13,29316,,,,6,14551,,,,20,16632,,,,9,31200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,25-Jul-2023,19:39:59,1,,72,49,0,4,42.23343,-70.27812,19:39:59 25-Jul-2023,Interpolated,42.23586,-70.26684,,,,,1.2,-0.4,,,,15,5,7678,,,,20,19236,,,,29,19954,,,,13,18567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,25-Jul-2023,20:59:27,2,,73,51,0,5,42.09015,-70.11898,11:28:32 26-Jul-2023,Argos,42.28489,-70.29888,,,,,6.4,-1.0,,,,15,10,14539,,,,23,21834,,,,27,24343,,,,15,20326,,,,13,29175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,00:26:47,1,,74,58,0,7,42.09810,-70.19503,09:38:07 27-Jul-2023,Argos,42.15118,-70.22994,,2,,,5.8,-1.0,,,,15,10,22080,,,,22,14982,,,,28,18126,,,,32,6856,,,,1,17464,,,,2,30828,,,,21,27253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,07:12:36,1,,76,66,0,4,42.12853,-70.23869,07:12:36 26-Jul-2023,Interpolated,42.10829,-70.17825,,,,,26.8,-0.8,,,,15,21,13541,,,,2,803,,,,9,27158,,,,4,16850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,09:33:47,2,,78,70,0,7,42.09810,-70.19503,09:38:07 27-Jul-2023,Argos,42.10326,-70.15708,,1,,,7.9,-0.5,,,,15,17,8788,,,,13,18078,,,,7,18366,,,,30,5896,,,,1,2554,,,,14,7633,,,,19,15904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,10:19:34,4,,79,71,0,5,42.09015,-70.11898,11:28:32 26-Jul-2023,Argos,42.11648,-70.15033,,,,,9.3,-0.9,,,,15,30,18440,,,,7,27094,,,,17,11884,,,,19,13610,,,,13,9690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,10:49:31,1,,80,71,0,4,42.11643,-70.24336,10:49:31 26-Jul-2023,Interpolated,42.12189,-70.15290,,,,,9.7,-1.2,,,,15,1,24204,,,,8,169,,,,2,18151,,,,3,20344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,11:19:27,1,,81,71,0,6,42.12363,-70.21925,18:56:31 26-Jul-2023,FastGPS,42.11409,-70.16082,,1,,,13.8,-0.5,,,,15,2,23495,,,,21,31548,,,,19,13072,,,,17,9112,,,,24,25950,,,,1,10974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,12:22:13,1,,82,73,0,4,42.11126,-70.24536,12:22:13 26-Jul-2023,Interpolated,42.11566,-70.16444,,,,,0.8,0.3,,,,15,6,20867,,,,11,9232,,,,24,8266,,,,19,16612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,18:56:31,2,,89,80,0,6,42.09810,-70.19503,09:38:07 27-Jul-2023,Argos,42.12363,-70.21925,,,,,29.6,-0.9,,,,15,18,7021,,,,5,15505,,,,20,25248,,,,30,15591,,,,23,21451,,,,13,31476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,26-Jul-2023,21:13:01,1,,91,82,0,4,42.11968,-70.21550,21:13:01 26-Jul-2023,Interpolated,42.08011,-70.30288,,,,,3.1,0.2,,,,15,18,24872,,,,23,32684,,,,10,25708,,,,8,26780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,27-Jul-2023,00:07:31,1,,94,86,0,4,42.11462,-70.21070,00:07:31 27-Jul-2023,Interpolated,42.10080,-70.27014,,,,,3.1,-0.3,,,,15,31,28882,,,,25,24438,,,,10,32705,,,,28,20322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,27-Jul-2023,01:53:24,1,,95,89,0,4,42.11156,-70.20779,01:53:24 27-Jul-2023,Interpolated,42.11488,-70.21769,,,,,1.9,-0.2,,,,15,31,11068,,,,3,20404,,,,29,31529,,,,25,30189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,27-Jul-2023,07:54:34,1,,99,93,0,5,41.80945,-70.30679,07:54:34 27-Jul-2023,Interpolated,42.11332,-70.17504,,1,,,2.8,-0.2,,,,15,2,20922,,,,21,14648,,,,14,22329,,,,1,25685,,,,7,24582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,27-Jul-2023,14:01:07,3,,106,101,0,4,42.10440,-70.29017,14:01:07 27-Jul-2023,Interpolated,42.10958,-70.17606,,,,,15.6,-1.2,,,,15,3,384,,,,19,647,,,,6,4849,,,,17,6144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
