DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
243065,243065,Mk10,Strong,25-Jul-2023,16:36:15,25-Jul-2023,16:36:15
243065,243065,Mk10,Strong,11-Aug-2023,10:09:49,11-Aug-2023,10:09:50
