"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",243065,17552,,,,,,,27,O3,,401650000,07/25/2023 16:35:48,1,2,1,-119,401650000,,,,,,,,,,,,4,4,211,8,240,3,51,48,0,0,0,5,0,80,76,77,64,0,3,180,207,128,56,12,229,23,102,,,,,
"",243065,17552,,,,,,,27,O3,,401650000,07/25/2023 16:36:15,1,2,1,-119,401650000,,,,,,,,,,,,4,5,243,9,15,195,85,51,199,214,0,5,0,80,76,77,60,0,2,128,56,0,21,226,192,0,0,,,,,
"",243065,17552,,,,,,,0,A1,,401650000,07/25/2023 23:18:57,1,1,0,-125,401650000,,,,,,,,,,,,22,125,221,243,21,58,251,111,132,129,128,,,,,,,,,,,,,,,,,,,,,
"",243065,17552,,,,,,,0,SR,,401650000,07/25/2023 23:18:57,1,1,0,-125,401650000,,,,,,,,,,,,22,125,221,243,21,58,251,111,132,129,128,,,,,,,,,,,,,,,,,,,,,
"",243065,17552,,,,,,,0,NP,,401650000,07/26/2023 00:07:44,1,1,0,-138,401650000,,,,,,,,,,,,219,153,205,243,8,0,72,60,60,44,60,60,60,60,60,60,60,60,60,60,42,7,50,238,132,115,50,232,115,102,168,
"",243065,17552,,,,,,,0,NN,,401650000,07/26/2023 03:54:57,1,1,0,-137,401650000,,,,,,,,,,,,74,163,93,243,11,34,127,164,7,255,224,,,,,,,,,,,,,,,,,,,,,
"",243065,17552,,,,,,,0,SR,,401650000,07/26/2023 08:52:59,1,1,0,-134,401650000,,,,,,,,,,,,216,245,173,243,76,200,235,31,254,239,240,0,1,47,238,254,238,254,238,237,237,253,221,16,0,0,31,224,0,0,0,
"",243065,17552,,,,,,,0,CS,,401650000,07/26/2023 09:28:54,1,1,0,-140,401650000,,,,,,,,,,,,22,120,189,244,5,121,164,3,2,1,0,,,,,,,,,,,,,,,,,,,,,
"",243065,17552,,,,,,,27,A1,,401650000,07/26/2023 09:56:58,1,2,2,-113,401650000,,,,,,,,,,,,74,26,61,243,80,143,142,,,,,,,,,,,,,,,,,,,,,,,,,
"",243065,17552,,,,,,,27,A1,,401650000,07/26/2023 09:57:25,1,2,2,-113,401650000,,,,,,,,,,,,125,4,125,243,7,64,149,114,79,155,202,16,206,53,233,3,225,62,120,25,24,172,0,,,,,,,,,
"",243065,17552,39.37174,-84.71984,0,07/26/2023 10:33:16,Argos,0,0,SR,,401650000,07/26/2023 10:28:09,1,1,0,-131,401650000,-84.71984,39.37174,-84.71984,39.37174,50,0,3968,8375,1879,134,638,119,24,44,228,204,204,230,102,108,140,205,59,54,121,156,154,228,178,146,48,209,239,219,,,,,,,,,
"",243065,17552,39.37174,-84.71984,0,07/26/2023 10:33:16,Argos,0,0,SR,,401650000,07/26/2023 10:30:11,1,1,0,-131,401650000,-84.71984,39.37174,-84.71984,39.37174,50,0,3968,8375,1879,134,638,219,153,205,243,8,0,72,60,60,60,60,60,60,60,60,60,60,60,60,60,42,7,50,238,132,115,50,232,115,110,168,
"",243065,17552,39.37174,-84.71984,0,07/26/2023 10:33:16,Argos,0,0,SR,,401650000,07/26/2023 10:35:40,1,1,0,-131,401650000,-84.71984,39.37174,-84.71984,39.37174,50,0,3968,8375,1879,134,638,191,127,29,244,115,66,179,42,23,1,5,109,161,74,137,6,163,178,36,155,48,155,28,124,12,207,177,115,78,134,13,
"",243065,17552,39.37174,-84.71984,0,07/26/2023 10:33:16,Argos,0,0,SR,,401650000,07/26/2023 10:36:01,1,1,0,-131,401650000,-84.71984,39.37174,-84.71984,39.37174,50,0,3968,8375,1879,134,638,185,171,45,244,6,253,134,160,76,84,147,41,48,85,1,14,17,201,3,53,132,0,168,2,174,135,5,99,4,0,0,
"",243065,17552,42.13145,-70.19703,A,07/26/2023 11:01:45,Argos,0,244,CS,,401677649.29,07/26/2023 10:59:10,1,3,0,-122,401677649.29,-70.19703,42.13145,-83.94814,44.73184,56,2,4050,48900,335,106,667,70,74,13,244,144,73,129,4,0,8,32,,,,,,,,,,,,,,,,,,,,,
"",243065,17552,42.13145,-70.19703,A,07/26/2023 11:01:45,Argos,0,244,CS,,401677649.29,07/26/2023 11:02:54,1,3,0,-122,401677649.29,-70.19703,42.13145,-83.94814,44.73184,56,2,4050,48900,335,106,667,26,158,189,244,148,52,177,245,5,128,0,,,,,,,,,,,,,,,,,,,,,
"",243065,17552,42.13145,-70.19703,A,07/26/2023 11:01:45,Argos,0,244,CS,,401677649.29,07/26/2023 11:03:14,1,3,0,-122,401677649.29,-70.19703,42.13145,-83.94814,44.73184,56,2,4050,48900,335,106,667,69,51,45,244,128,92,130,2,0,8,0,0,64,0,0,,,,,,,,,,,,,,,,,
"",243065,17552,42.08771,-70.11681,B,07/26/2023 11:11:32,Argos,0,175,NK,,401677649.29,07/26/2023 11:10:05,1,2,0,-129,401677649.29,-70.11681,42.08771,-28.87773,33.93834,8,2,2460,12621,479,81,685,26,143,61,244,132,126,103,151,4,128,0,,,,,,,,,,,,,,,,,,,,,
"",243065,17552,42.08771,-70.11681,B,07/26/2023 11:11:32,Argos,0,175,NK,,401677649.29,07/26/2023 11:13:00,1,2,0,-129,401677649.29,-70.11681,42.08771,-28.87773,33.93834,8,2,2460,12621,479,81,685,49,111,178,11,136,71,253,136,0,29,5,,,,,,,,,,,,,,,,,,,,,
"",243065,17552,42.09015,-70.11898,B,07/26/2023 11:28:32,Argos,0,0,A1,,401677685.74,07/26/2023 11:28:32,1,1,0,-137,401677685.74,-70.11898,42.09015,-70.11898,42.09015,6,3,5359,8306,3457,85,1724,216,245,173,243,76,200,235,31,254,239,240,0,1,47,238,254,238,254,254,237,205,253,221,16,0,0,31,224,0,0,0,
"",243065,17552,42.08781,-70.1197,B,07/26/2023 12:11:42,Argos,0,0,SR,,401677670.22,07/26/2023 12:11:43,1,1,0,-138,401677670.22,-70.1197,42.08781,-70.1197,42.08781,8,3,1078,1542,752,88,3045,4,5,244,194,235,202,146,50,118,115,49,12,200,206,103,51,24,140,35,16,13,132,38,249,128,0,0,,,,,
"",243065,17552,42.14508,-70.15415,A,07/26/2023 12:19:36,Argos,0,259,NP,,401677646.63,07/26/2023 12:19:37,1,4,0,-132,401677646.63,-70.15415,42.14508,-70.15415,42.14508,6,3,1151,2170,610,13,880,78,199,205,243,32,74,129,2,4,16,0,32,0,0,0,,,,,,,,,,,,,,,,,
"",243065,17552,42.14508,-70.15415,A,07/26/2023 12:19:36,Argos,0,259,NP,,401677646.63,07/26/2023 12:21:43,1,4,0,-132,401677646.63,-70.15415,42.14508,-70.15415,42.14508,6,3,1151,2170,610,13,880,118,198,13,244,189,169,20,165,85,117,85,85,66,169,93,85,3,160,249,228,65,145,174,233,254,238,204,,,,,
"",243065,17552,42.14508,-70.15415,A,07/26/2023 12:19:36,Argos,0,259,NP,,401677646.63,07/26/2023 12:23:56,1,4,0,-132,401677646.63,-70.15415,42.14508,-70.15415,42.14508,6,3,1151,2170,610,13,880,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
