DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error Radius,Error Semi-Major Axis,Error Semi-Minor Axis,Error Ellipse Orientation,Offset,Offset Orientation,GPE MSD,GPE U,Count,Comment
243065,243065,Mk10,16:31:00 25-Jul-2023,User,,42.1066,-70.2153,,,,,,,,,,
243065,243065,Mk10,16:52:00.951000 25-Jul-2023,FastGPS,5,42.1246,-70.2343,,,,,,,,,,
243065,243065,Mk10,19:39:58.594000 25-Jul-2023,FastGPS,4,42.2359,-70.2668,,,,,,,,,,
243065,243065,Mk10,20:59:25.990000 25-Jul-2023,FastGPS,5,42.2849,-70.2989,,,,,,,,,,
243065,243065,Mk10,00:26:45.992000 26-Jul-2023,FastGPS,5,42.1512,-70.2299,,,,,,,,,,
243065,243065,Mk10,07:12:35.199000 26-Jul-2023,FastGPS,4,42.1083,-70.1783,,,,,,,,,,
243065,243065,Mk10,09:33:46.544000 26-Jul-2023,FastGPS,6,42.1033,-70.1571,,,,,,,,,,
243065,243065,Mk10,10:19:33.118559 26-Jul-2023,FastGPS,5,42.1165,-70.1503,,,,,,,,,,
243065,243065,Mk10,10:33:16 26-Jul-2023,Argos,0,39.3717,-84.7198,3968,8375,1879,134,,,,,,
243065,243065,Mk10,10:49:29.787413 26-Jul-2023,FastGPS,4,42.1219,-70.1529,,,,,,,,,,
243065,243065,Mk10,11:01:45 26-Jul-2023,Argos,A,42.1315,-70.1970,4050,48900,335,106,,,,,,
243065,243065,Mk10,11:11:32 26-Jul-2023,Argos,B,42.0877,-70.1168,2460,12621,479,81,,,,,,
243065,243065,Mk10,11:19:26.461280 26-Jul-2023,FastGPS,5,42.1141,-70.1608,,,,,,,,,,
243065,243065,Mk10,11:28:32 26-Jul-2023,Argos,B,42.0901,-70.1190,5359,8306,3457,85,,,,,,
243065,243065,Mk10,12:11:42 26-Jul-2023,Argos,B,42.0878,-70.1197,1078,1542,752,88,,,,,,
243065,243065,Mk10,12:19:36 26-Jul-2023,Argos,A,42.1451,-70.1542,1151,2170,610,13,,,,,,
243065,243065,Mk10,12:22:13.311580 26-Jul-2023,FastGPS,4,42.1157,-70.1644,,,,,,,,,,
243065,243065,Mk10,12:40:39 26-Jul-2023,Argos,B,42.0907,-70.1249,11284,59067,2155,48,,,,,,
243065,243065,Mk10,12:52:01 26-Jul-2023,Argos,A,42.1650,-70.0538,880,5904,131,76,,,,,,
243065,243065,Mk10,13:31:44 26-Jul-2023,Argos,A,42.0595,-70.0730,6908,34079,1400,85,,,,,,
243065,243065,Mk10,13:56:19 26-Jul-2023,Argos,0,42.1186,-70.2540,15247,233952,993,103,,,,,,
243065,243065,Mk10,14:35:02 26-Jul-2023,Argos,B,42.1575,-70.0385,2054,21058,200,58,,,,,,
243065,243065,Mk10,14:37:55 26-Jul-2023,Argos,A,42.0850,-70.2588,21731,277285,1703,84,,,,,,
243065,243065,Mk10,15:16:02 26-Jul-2023,Argos,1,42.1016,-70.2491,1353,5015,365,106,,,,,,
243065,243065,Mk10,15:46:00 26-Jul-2023,Argos,B,42.1017,-70.2491,11390,15695,8266,90,,,,,,
243065,243065,Mk10,16:53:57 26-Jul-2023,Argos,A,42.0463,-70.0488,30311,120836,7603,55,,,,,,
243065,243065,Mk10,18:56:30.071517 26-Jul-2023,FastGPS,6,42.1236,-70.2192,,,,,,,,,,
243065,243065,Mk10,21:13:01.212604 26-Jul-2023,FastGPS,4,42.0801,-70.3029,,,,,,,,,,
243065,243065,Mk10,22:16:26 26-Jul-2023,Argos,B,42.0884,-69.7771,65865,170487,25445,87,,,,,,
243065,243065,Mk10,23:49:04 26-Jul-2023,Argos,B,41.9617,-70.1888,24528,253710,2371,142,,,,,,
243065,243065,Mk10,00:07:30.723943 27-Jul-2023,FastGPS,4,42.1008,-70.2701,,,,,,,,,,
243065,243065,Mk10,00:14:40 27-Jul-2023,Argos,B,41.9654,-70.1889,10270,25821,4084,138,,,,,,
243065,243065,Mk10,01:53:23.759216 27-Jul-2023,FastGPS,4,42.1149,-70.2177,,,,,,,,,,
243065,243065,Mk10,02:02:48 27-Jul-2023,Argos,B,41.9076,-70.1935,14810,18019,12172,127,,,,,,
243065,243065,Mk10,07:54:33.797615 27-Jul-2023,FastGPS,4,42.1133,-70.1750,,,,,,,,,,
243065,243065,Mk10,08:22:46 27-Jul-2023,Argos,B,41.8016,-70.3159,2586,20306,329,131,,,,,,
243065,243065,Mk10,09:38:07 27-Jul-2023,Argos,0,42.0981,-70.1950,5639,29715,1070,96,,,,,,
243065,243065,Mk10,09:57:21 27-Jul-2023,Argos,0,42.0945,-70.1443,19629,315897,1219,78,,,,,,
243065,243065,Mk10,10:25:21 27-Jul-2023,Argos,0,42.1359,-70.3436,7877,169850,365,97,,,,,,
243065,243065,Mk10,10:49:16 27-Jul-2023,Argos,B,42.1647,-70.3957,7465,11832,4709,35,,,,,,
243065,243065,Mk10,11:13:49 27-Jul-2023,Argos,B,42.0892,-70.1487,32786,40363,26630,118,,,,,,
243065,243065,Mk10,11:42:55 27-Jul-2023,Argos,B,42.0945,-70.1476,33635,37703,30004,120,,,,,,
243065,243065,Mk10,11:58:29 27-Jul-2023,Argos,B,42.0505,-70.1586,5452,8338,3564,137,,,,,,
243065,243065,Mk10,12:11:16 27-Jul-2023,Argos,A,42.1927,-70.0449,10542,64712,1717,42,,,,,,
243065,243065,Mk10,12:27:01 27-Jul-2023,Argos,0,42.1117,-70.3562,4726,57188,390,97,,,,,,
243065,243065,Mk10,13:16:51 27-Jul-2023,Argos,B,42.3119,-70.4725,12872,44530,3720,73,,,,,,
243065,243065,Mk10,13:43:57 27-Jul-2023,Argos,0,42.1762,-70.5524,10720,114126,1007,100,,,,,,
243065,243065,Mk10,14:01:05.815332 27-Jul-2023,FastGPS,4,42.1096,-70.1761,,,,,,,,,,
243065,243065,Mk10,14:08:12 27-Jul-2023,Argos,B,42.1661,-70.2220,20990,69368,6351,168,,,,,,
243065,243065,Mk10,14:16:51 27-Jul-2023,Argos,0,42.1479,-70.1652,2727,4207,1767,92,,,,,,
243065,243065,Mk10,14:56:22 27-Jul-2023,Argos,0,42.1001,-70.2514,7982,10382,6136,29,,,,,,
243065,243065,Mk10,15:27:53 27-Jul-2023,Argos,0,42.0600,-70.1823,28314,161383,4967,80,,,,,,
243065,243065,Mk10,15:39:20 27-Jul-2023,Argos,B,42.0539,-70.1541,16458,36768,7366,100,,,,,,
243065,243065,Mk10,16:01:12 27-Jul-2023,Argos,0,42.0776,-70.1046,3974,12405,1273,127,,,,,,
243065,243065,Mk10,16:37:53.972621 27-Jul-2023,FastGPS,4,42.1100,-70.1758,,,,,,,,,,
243065,243065,Mk10,16:46:49 27-Jul-2023,Argos,B,42.1667,-69.9601,16613,194546,1418,105,,,,,,
243065,243065,Mk10,22:04:34 27-Jul-2023,Argos,B,42.1389,-69.2431,50907,80883,32039,97,,,,,,
243065,243065,Mk10,22:12:32 27-Jul-2023,Argos,B,42.2959,-70.0021,10504,149577,737,17,,,,,,
243065,243065,Mk10,22:38:36 27-Jul-2023,Argos,B,42.2229,-69.9775,5190,8547,3151,33,,,,,,
243065,243065,Mk10,03:32:45 28-Jul-2023,Argos,B,42.1308,-70.0720,12013,24039,6003,92,,,,,,
243065,243065,Mk10,03:57:22 28-Jul-2023,Argos,B,42.1332,-70.1630,8226,14617,4628,91,,,,,,
243065,243065,Mk10,04:12:31.319776 28-Jul-2023,FastGPS,4,42.1016,-70.1524,,,,,,,,,,
243065,243065,Mk10,09:16:50 28-Jul-2023,Argos,B,42.0821,-70.2716,1485,25863,85,52,,,,,,
243065,243065,Mk10,09:26:46 28-Jul-2023,Argos,0,42.1549,-69.9918,2517,21301,297,68,,,,,,
243065,243065,Mk10,09:46:57 28-Jul-2023,Argos,A,42.1490,-69.9917,2792,16322,477,38,,,,,,
243065,243065,Mk10,11:13:16 28-Jul-2023,Argos,A,41.9788,-69.9684,6513,26567,1596,97,,,,,,
243065,243065,Mk10,11:21:24 28-Jul-2023,Argos,A,42.1377,-70.0652,3328,6354,1742,173,,,,,,
243065,243065,Mk10,12:00:09 28-Jul-2023,Argos,B,42.1760,-70.0926,14755,22464,9691,76,,,,,,
243065,243065,Mk10,12:02:57 28-Jul-2023,Argos,0,42.1242,-70.1559,2674,4625,1546,53,,,,,,
243065,243065,Mk10,12:54:03 28-Jul-2023,Argos,B,42.1227,-70.1764,19953,61623,6460,13,,,,,,
243065,243065,Mk10,13:36:48 28-Jul-2023,Argos,0,42.0700,-70.2346,3037,4772,1932,69,,,,,,
243065,243065,Mk10,13:37:19 28-Jul-2023,Argos,B,42.0698,-70.2342,2653,3863,1821,75,,,,,,
243065,243065,Mk10,13:41:18 28-Jul-2023,Argos,0,42.0599,-70.2972,9883,32081,3044,48,,,,,,
243065,243065,Mk10,14:05:43 28-Jul-2023,Argos,B,42.1207,-70.0996,6078,25978,1421,146,,,,,,
243065,243065,Mk10,14:33:33 28-Jul-2023,Argos,B,42.0115,-70.0695,3556,49211,257,113,,,,,,
243065,243065,Mk10,15:15:15 28-Jul-2023,Argos,B,42.0798,-70.1848,3653,31908,418,72,,,,,,
243065,243065,Mk10,15:21:05.911389 28-Jul-2023,FastGPS,4,42.1112,-70.1723,,,,,,,,,,
243065,243065,Mk10,15:21:39 28-Jul-2023,Argos,0,42.1132,-70.2032,3211,5220,1974,1,,,,,,
243065,243065,Mk10,15:47:54 28-Jul-2023,Argos,0,42.0627,-70.1112,4864,43454,544,104,,,,,,
243065,243065,Mk10,15:51:05.385164 28-Jul-2023,FastGPS,5,42.0963,-70.1969,,,,,,,,,,
243065,243065,Mk10,15:57:23 28-Jul-2023,Argos,0,42.0842,-70.1709,2806,3434,2291,74,,,,,,
243065,243065,Mk10,16:13:44 28-Jul-2023,Argos,B,42.0778,-70.1585,6082,20142,1836,45,,,,,,
