DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error Radius,Error Semi-Major Axis,Error Semi-Minor Axis,Error Ellipse Orientation,Offset,Offset Orientation,GPE MSD,GPE U,Count,Comment
CCS-2402,243061,Mk10,14:41:00 22-Jun-2024,User,,42.2221,-70.3620,,,,,,,,,,
CCS-2402,243061,Mk10,14:43:32.904000 22-Jun-2024,FastGPS,4,42.2173,-70.3621,,,,,,,,,,
CCS-2402,243061,Mk10,15:16:51 22-Jun-2024,Argos,0,46.7278,-92.5579,2633,5189,1335,91,,,,,,
CCS-2402,243061,Mk10,15:26:25 22-Jun-2024,Argos,B,42.1854,-70.4123,33382,66185,16836,102,,,,,,
CCS-2402,243061,Mk10,15:33:02.117000 22-Jun-2024,FastGPS,4,42.1936,-70.4514,,,,,,,,,,
CCS-2402,243061,Mk10,15:42:57 22-Jun-2024,Argos,0,42.2054,-70.4754,3624,9425,1393,66,,,,,,
CCS-2402,243061,Mk10,16:27:07 22-Jun-2024,Argos,B,42.2000,-70.4492,8661,44259,1694,50,,,,,,
CCS-2402,243061,Mk10,17:05:36 22-Jun-2024,Argos,B,42.2481,-70.4052,1299,32010,52,103,,,,,,
CCS-2402,243061,Mk10,19:36:05.861000 22-Jun-2024,FastGPS,5,42.2269,-70.3526,,,,,,,,,,
CCS-2402,243061,Mk10,19:41:39 22-Jun-2024,Argos,B,42.2523,-70.3481,2553,43100,151,100,,,,,,
CCS-2402,243061,Mk10,21:17:33 22-Jun-2024,Argos,0,42.1561,-70.3385,2807,84708,93,78,,,,,,
CCS-2402,243061,Mk10,21:47:23 22-Jun-2024,Argos,B,42.1546,-70.3418,3229,6185,1685,82,,,,,,
CCS-2402,243061,Mk10,22:13:20 22-Jun-2024,Argos,0,42.0916,-70.4626,3484,5503,2205,89,,,,,,
CCS-2402,243061,Mk10,22:32:41 22-Jun-2024,Argos,B,42.1296,-70.3433,3703,6325,2168,95,,,,,,
CCS-2402,243061,Mk10,23:23:11 22-Jun-2024,Argos,B,42.1026,-70.5839,29963,261930,3427,163,,,,,,
CCS-2402,243061,Mk10,23:53:51 22-Jun-2024,Argos,B,42.1462,-70.5344,6619,39283,1115,153,,,,,,
CCS-2402,243061,Mk10,00:03:14 23-Jun-2024,Argos,B,42.0995,-70.6282,8037,13526,4775,154,,,,,,
CCS-2402,243061,Mk10,00:36:03 23-Jun-2024,Argos,B,42.0973,-70.6707,6847,9430,4970,96,,,,,,
CCS-2402,243061,Mk10,01:03:04 23-Jun-2024,Argos,B,42.1632,-70.4417,1797,19103,169,120,,,,,,
CCS-2402,243061,Mk10,01:03:04 23-Jun-2024,Argos,B,42.1101,-70.6507,2666,8130,874,78,,,,,,
CCS-2402,243061,Mk10,01:33:20 23-Jun-2024,Argos,B,42.1773,-70.5115,2375,6228,905,116,,,,,,
CCS-2402,243061,Mk10,02:17:05 23-Jun-2024,Argos,B,42.2286,-70.6653,4016,16645,969,64,,,,,,
CCS-2402,243061,Mk10,02:40:15 23-Jun-2024,Argos,B,42.2482,-70.6939,5229,14082,1941,67,,,,,,
CCS-2402,243061,Mk10,02:50:09 23-Jun-2024,Argos,A,42.2135,-70.7367,13708,52363,3588,91,,,,,,
CCS-2402,243061,Mk10,03:12:17 23-Jun-2024,Argos,A,42.3190,-70.3069,11536,51191,2599,61,,,,,,
CCS-2402,243061,Mk10,03:57:15 23-Jun-2024,Argos,B,42.3331,-70.3902,32342,50217,20829,80,,,,,,
CCS-2402,243061,Mk10,09:01:29 23-Jun-2024,Argos,B,42.3136,-70.9088,46907,89104,24693,70,,,,,,
CCS-2402,243061,Mk10,09:23:53 23-Jun-2024,Argos,B,42.4609,-70.2884,1117,7586,164,6,,,,,,
CCS-2402,243061,Mk10,10:29:13.672000 23-Jun-2024,FastGPS,6,42.4799,-70.3745,,,,,,,,,,
CCS-2402,243061,Mk10,10:39:28 23-Jun-2024,Argos,0,42.4748,-70.2801,5674,41230,780,117,,,,,,
CCS-2402,243061,Mk10,10:39:53 23-Jun-2024,Argos,0,42.4863,-70.3472,2608,20575,330,102,,,,,,
CCS-2402,243061,Mk10,11:05:09 23-Jun-2024,Argos,0,42.4451,-70.3677,2917,27211,312,106,,,,,,
CCS-2402,243061,Mk10,11:19:05.061321 23-Jun-2024,FastGPS,4,42.5049,-70.4558,,,,,,,,,,
CCS-2402,243061,Mk10,11:49:31.299000 23-Jun-2024,FastGPS,6,42.5482,-70.4794,,,,,,,,,,
CCS-2402,243061,Mk10,12:08:48 23-Jun-2024,Argos,0,42.5807,-70.5179,2360,2860,1947,39,,,,,,
CCS-2402,243061,Mk10,13:24:32 23-Jun-2024,Argos,0,42.6831,-70.4905,5486,30095,1000,52,,,,,,
CCS-2402,243061,Mk10,13:42:18 23-Jun-2024,Argos,B,42.6954,-70.5146,8268,11811,5786,71,,,,,,
CCS-2402,243061,Mk10,14:31:51 23-Jun-2024,Argos,A,42.7358,-70.5259,883,9081,85,95,,,,,,
CCS-2402,243061,Mk10,14:32:22 23-Jun-2024,Argos,B,42.7397,-70.6396,9888,55333,1767,101,,,,,,
CCS-2402,243061,Mk10,15:04:09 23-Jun-2024,Argos,B,42.6634,-70.6433,2826,7000,1141,112,,,,,,
CCS-2402,243061,Mk10,15:24:48 23-Jun-2024,Argos,1,42.7247,-70.5607,1079,5669,205,82,,,,,,
CCS-2402,243061,Mk10,15:43:00.556294 23-Jun-2024,FastGPS,5,42.7444,-70.6268,,,,,,,,,,
CCS-2402,243061,Mk10,16:09:24 23-Jun-2024,Argos,0,42.7340,-70.7402,9926,50976,1932,71,,,,,,
CCS-2402,243061,Mk10,16:21:56 23-Jun-2024,Argos,A,42.7600,-70.6426,2477,12675,484,126,,,,,,
CCS-2402,243061,Mk10,17:02:40 23-Jun-2024,Argos,B,42.8661,-70.6982,17451,33094,9201,88,,,,,,
CCS-2402,243061,Mk10,17:53:24 23-Jun-2024,Argos,B,42.9196,-70.7958,21395,39189,11680,92,,,,,,
CCS-2402,243061,Mk10,17:57:23 23-Jun-2024,Argos,B,42.7960,-70.7232,5831,10626,3199,30,,,,,,
CCS-2402,243061,Mk10,18:38:17.734257 23-Jun-2024,FastGPS,5,42.8031,-70.7001,,,,,,,,,,
CCS-2402,243061,Mk10,20:09:13.846087 23-Jun-2024,FastGPS,4,42.7993,-70.6981,,,,,,,,,,
CCS-2402,243061,Mk10,21:13:39 23-Jun-2024,Argos,B,42.9242,-70.9582,13498,19348,9416,92,,,,,,
CCS-2402,243061,Mk10,21:46:13 23-Jun-2024,Argos,B,42.8137,-70.8130,32226,111509,9313,106,,,,,,
CCS-2402,243061,Mk10,22:04:31 23-Jun-2024,Argos,B,42.7898,-70.7648,15153,46393,4949,90,,,,,,
CCS-2402,243061,Mk10,22:16:55 23-Jun-2024,Argos,A,42.8062,-70.6551,112,168,74,94,,,,,,
CCS-2402,243061,Mk10,22:50:08 23-Jun-2024,Argos,0,42.7983,-70.6468,3148,24568,403,91,,,,,,
CCS-2402,243061,Mk10,23:28:53 23-Jun-2024,Argos,0,42.8072,-70.6822,5133,17706,1487,87,,,,,,
CCS-2402,243061,Mk10,23:31:21 23-Jun-2024,Argos,B,42.7856,-70.6413,10935,15464,7732,87,,,,,,
CCS-2402,243061,Mk10,23:39:18 23-Jun-2024,Argos,B,42.7765,-70.6661,3877,114562,131,121,,,,,,
CCS-2402,243061,Mk10,00:22:54 24-Jun-2024,Argos,B,42.7747,-70.6769,1085,1757,669,109,,,,,,
CCS-2402,243061,Mk10,00:31:49 24-Jun-2024,Argos,A,42.8299,-70.5787,7001,19999,2450,134,,,,,,
CCS-2402,243061,Mk10,00:48:31 24-Jun-2024,Argos,B,42.8251,-70.5767,7877,14328,4330,127,,,,,,
CCS-2402,243061,Mk10,02:37:30 24-Jun-2024,Argos,B,42.7848,-70.5630,10487,14998,7333,111,,,,,,
CCS-2402,243061,Mk10,02:48:16 24-Jun-2024,Argos,1,42.7825,-70.6579,1122,3723,338,31,,,,,,
CCS-2402,243061,Mk10,06:42:11.411065 24-Jun-2024,FastGPS,5,42.8309,-70.6438,,,,,,,,,,
CCS-2402,243061,Mk10,08:42:35.222545 24-Jun-2024,FastGPS,4,42.7868,-70.6602,,,,,,,,,,
CCS-2402,243061,Mk10,10:06:25 24-Jun-2024,Argos,0,42.7826,-70.7266,2573,27580,240,84,,,,,,
CCS-2402,243061,Mk10,10:16:16 24-Jun-2024,Argos,0,42.7748,-70.6608,3299,10509,1035,94,,,,,,
CCS-2402,243061,Mk10,10:21:36 24-Jun-2024,Argos,0,42.7931,-70.6315,10219,19170,5447,102,,,,,,
CCS-2402,243061,Mk10,11:40:07 24-Jun-2024,Argos,0,42.7130,-70.5529,4013,12832,1254,127,,,,,,
CCS-2402,243061,Mk10,11:49:19 24-Jun-2024,Argos,B,42.7632,-70.6233,31797,50037,20205,89,,,,,,
CCS-2402,243061,Mk10,11:50:12 24-Jun-2024,Argos,B,42.7667,-70.6220,29759,37307,23737,103,,,,,,
CCS-2402,243061,Mk10,11:59:32 24-Jun-2024,Argos,B,42.7557,-70.6232,1126,1765,718,97,,,,,,
CCS-2402,243061,Mk10,12:18:54.203626 24-Jun-2024,FastGPS,5,42.7278,-70.5818,,,,,,,,,,
CCS-2402,243061,Mk10,13:14:38 24-Jun-2024,Argos,B,42.7312,-70.5928,1135,4359,295,56,,,,,,
CCS-2402,243061,Mk10,13:20:59 24-Jun-2024,Argos,B,42.8032,-70.5262,5041,15487,1640,72,,,,,,
CCS-2402,243061,Mk10,14:11:02 24-Jun-2024,Argos,B,42.7519,-70.5558,1316,2634,657,74,,,,,,
CCS-2402,243061,Mk10,14:22:05 24-Jun-2024,Argos,B,42.7567,-70.5563,1478,2805,778,91,,,,,,
CCS-2402,243061,Mk10,14:53:44 24-Jun-2024,Argos,B,42.7533,-70.5393,1028,11279,93,144,,,,,,
CCS-2402,243061,Mk10,15:07:08 24-Jun-2024,Argos,B,42.7555,-70.5396,1151,2984,443,142,,,,,,
CCS-2402,243061,Mk10,15:33:58.916681 24-Jun-2024,FastGPS,4,42.7846,-70.6580,,,,,,,,,,
CCS-2402,243061,Mk10,15:39:30 24-Jun-2024,Argos,B,42.7542,-70.5268,1339,2074,864,135,,,,,,
CCS-2402,243061,Mk10,16:00:35 24-Jun-2024,Argos,0,42.7546,-70.5884,11061,81384,1503,109,,,,,,
CCS-2402,243061,Mk10,16:32:51 24-Jun-2024,Argos,B,42.7510,-70.5747,18309,30029,11163,102,,,,,,
CCS-2402,243061,Mk10,16:43:00 24-Jun-2024,Argos,B,42.7511,-70.5912,17735,27554,11414,100,,,,,,
CCS-2402,243061,Mk10,17:16:28 24-Jun-2024,Argos,0,42.7996,-70.6302,42551,,,,,,,,,
CCS-2402,243061,Mk10,17:41:39 24-Jun-2024,Argos,B,42.7715,-70.6439,1588,7458,338,26,,,,,,
CCS-2402,243061,Mk10,21:26:23 24-Jun-2024,Argos,B,42.8680,-70.6789,71363,96504,52771,72,,,,,,
CCS-2402,243061,Mk10,21:36:26 24-Jun-2024,Argos,0,42.7730,-70.6856,6190,43706,876,61,,,,,,
CCS-2402,243061,Mk10,22:07:55.858618 24-Jun-2024,FastGPS,4,42.7564,-70.5667,,,,,,,,,,
CCS-2402,243061,Mk10,22:15:51 24-Jun-2024,Argos,A,42.7862,-70.8692,15859,414870,606,94,,,,,,
CCS-2402,243061,Mk10,22:55:18.949445 24-Jun-2024,FastGPS,4,42.7346,-70.5605,,,,,,,,,,
CCS-2402,243061,Mk10,23:01:54 24-Jun-2024,Argos,B,42.7574,-70.8541,20480,45386,9241,91,,,,,,
CCS-2402,243061,Mk10,23:03:42 24-Jun-2024,Argos,0,42.7067,-70.5947,3861,13647,1092,94,,,,,,
CCS-2402,243061,Mk10,23:14:28 24-Jun-2024,Argos,B,42.7963,-70.7184,21097,31659,14058,87,,,,,,
CCS-2402,243061,Mk10,23:16:27 24-Jun-2024,Argos,0,42.7356,-70.6182,3677,84770,159,96,,,,,,
CCS-2402,243061,Mk10,23:51:16 24-Jun-2024,Argos,B,42.7953,-70.7172,22947,45086,11679,123,,,,,,
CCS-2402,243061,Mk10,00:02:08 25-Jun-2024,Argos,B,42.7074,-70.6428,2243,4392,1144,100,,,,,,
CCS-2402,243061,Mk10,00:51:13 25-Jun-2024,Argos,B,42.7511,-70.5511,2823,43020,185,122,,,,,,
CCS-2402,243061,Mk10,01:33:44 25-Jun-2024,Argos,B,42.7892,-70.5311,11612,26983,4997,105,,,,,,
CCS-2402,243061,Mk10,04:29:09 25-Jun-2024,Argos,B,42.8111,-70.4512,15051,702389,322,86,,,,,,
CCS-2402,243061,Mk10,06:39:27.219164 25-Jun-2024,FastGPS,4,42.8742,-70.6393,,,,,,,,,,
CCS-2402,243061,Mk10,08:58:47.307775 25-Jun-2024,FastGPS,5,42.8903,-70.5932,,,,,,,,,,
CCS-2402,243061,Mk10,09:32:41 25-Jun-2024,Argos,1,42.8853,-70.5479,747,4489,124,74,,,,,,
CCS-2402,243061,Mk10,09:40:05 25-Jun-2024,Argos,1,42.8929,-70.5927,1062,2553,441,126,,,,,,
CCS-2402,243061,Mk10,10:17:09.483182 25-Jun-2024,FastGPS,5,42.8834,-70.5816,,,,,,,,,,
