DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
CCS-2402,243061,,Mk10,,13:29:21 23-Jun-2024,13:29:19 23-Jun-2024,-1,0,42.6831,-70.4905,CRC,0,0,,,,1.000,0.204,,1.5,34.0,0,,,,,,,,,,,173,18,255,80,,,,,,,,164,70,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,,15:25:19 23-Jun-2024,,1,42.7247,-70.5607,CRC,0,0,,1409,3.440,1.000,0.232,18.10,0.5,34.0,0,,,,,,,,,,,135,18,255,80,,,,,,,,169,73,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,,11:39:29 24-Jun-2024,,0,42.7130,-70.5529,CRC,0,0,,1793,3.376,1.000,0.276,17.60,0.5,38.0,0,,,,,,,,,,,231,18,255,80,,,,,,,,218,100,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,,13:15:09 24-Jun-2024,,B,42.7312,-70.5928,CRC,0,0,,1857,3.376,1.000,0.280,17.60,0.5,38.0,0,,,,,,,,,,,81,18,255,80,,,,,,,,222,102,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,,21:33:58 24-Jun-2024,,0,42.7730,-70.6856,,0,0,,2049,3.376,0.992,0.356,18.70,0.5,38.0,0,,,,,,,,,,,,18,255,80,,,,,,,,,,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,22:14:45 24-Jun-2024,22:14:43 24-Jun-2024,-1,A,42.7862,-70.8692,CRC,0,0,,,,1.000,0.296,,0.0,38.0,0,,,,,,,,,,,179,18,255,80,,,,,,,,249,121,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,,23:05:46 24-Jun-2024,,0,42.7067,-70.5947,,1,0,,2113,3.440,1.000,0.200,18.50,1.0,292.0,0,,,,,,,,,,,,116,125,80,39918,,,,,,,,,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,,00:04:48 27-Jun-2024,,0,42.8788,-70.5269,CRC,0,0,,3073,3.440,1.000,0.188,17.60,1.5,46.0,0,,,,,,,,,,,155,18,255,80,,,,,,,,375,203,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,15:24:57 27-Jun-2024,15:24:56 27-Jun-2024,0,B,42.8422,-70.5766,CRC,0,0,,,,1.000,0.256,,1.0,46.0,0,,,,,,,,,,,121,18,255,80,,,,,,,,417,237,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,,22:28:17 27-Jun-2024,,0,42.8066,-70.6049,,1,1,,34757,3.824,,,14.30,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
