DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
CCS-2402,243061,,Mk10,,22:10:28 28-Jun-2024,22:10:27 28-Jun-2024,0,A,42.9794,-70.4984,CRC,0,0,,,,1.000,0.228,,1.0,42.0,0,,,,,,,,,,,188,18,255,80,,,,,,,,511,312,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,,02:29:30 30-Jun-2024,,B,42.7848,-70.6318,,0,0,,4737,3.376,0.992,0.360,15.40,4.5,40.0,0,,,,,,,,,,,,18,255,80,57434,,,,,,,,,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,,14:46:27 30-Jun-2024,,0,42.8996,-70.5504,CRC,0,0,,4993,3.440,1.008,0.172,14.40,0.0,40.0,0,,,,,,,,,,,169,18,255,80,,,,,,,,625,397,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,,10:47:01 03-Jul-2024,,0,42.9209,-70.5408,CRC,0,0,,6209,3.440,1.008,0.184,17.00,0.5,38.0,0,,,,,,,,,,,176,17,255,80,,,,,,,,813,536,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,15:04:05 06-Jul-2024,15:04:04 06-Jul-2024,0,B,42.8467,-70.4221,CRC,0,0,,,,1.000,0.196,,1.0,52.0,0,,,,,,,,,,,220,17,255,80,,,,,,,,1024,687,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,00:01:23 07-Jul-2024,00:01:23 07-Jul-2024,0,B,42.9432,-70.3934,CRC,0,0,,,,1.000,0.188,,1.0,36.0,0,,,,,,,,,,,170,17,255,80,,,,,,,,1051,707,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,15:06:31 07-Jul-2024,15:06:30 07-Jul-2024,0,1,42.7681,-70.5015,CRC,0,0,,,,1.000,0.156,,1.0,36.0,0,,,,,,,,,,,250,17,255,80,,,,,,,,1093,737,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,,04:30:47 08-Jul-2024,,0,42.9730,-70.6655,CRC,0,0,,8577,3.440,1.000,0.212,16.20,1.5,42.0,0,,,,,,,,,,,235,17,255,80,,,,,,,,1128,761,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,,13:56:56 12-Jul-2024,,B,42.0214,-69.7466,,0,0,,10689,3.312,0.992,0.108,16.40,1.0,44.0,0,,,,,,,,,,,124,17,255,80,8,,,,,,,,,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,,09:53:27 14-Jul-2024,,,,,CRC,0,0,,11457,3.248,1.000,0.376,15.90,1.5,30.0,0,,,,,,,,,,,87,17,255,80,,,,,,,,1557,1092,0,,,,,,,,,,
CCS-2402,243061,,Mk10,,,13:55:52 15-Jul-2024,,0,42.4351,-70.0174,CRC,0,0,,12033,3.376,0.992,0.276,19.00,0.5,64.0,0,,,,,,,,,,,134,16,255,80,,,,,,,,1627,1138,0,,,,,,,,,,
