DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
CCS-2402,243061,Mk10,Strong,23-Jun-2024,13:29:21,23-Jun-2024,13:29:19
CCS-2402,243061,Mk10,Strong,07-Jul-2024,15:06:31,07-Jul-2024,15:06:30
