DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
CCS-2402,243061,,Mk10,15:00:00 22-Jun-2024,,,,1.3,18.0,TimeSeries
CCS-2402,243061,,Mk10,16:00:00 22-Jun-2024,,,,1.3,17.2,TimeSeries
CCS-2402,243061,,Mk10,17:00:00 22-Jun-2024,,,,1.3,18.2,TimeSeries
CCS-2402,243061,,Mk10,18:00:00 22-Jun-2024,,,,0.8,17.4,TimeSeries
CCS-2402,243061,,Mk10,20:00:00 22-Jun-2024,,,,0.8,18.1,TimeSeries
CCS-2402,243061,,Mk10,21:00:00 22-Jun-2024,,,,0.8,19.0,TimeSeries
CCS-2402,243061,,Mk10,22:00:00 22-Jun-2024,,,,0.8,19.0,TimeSeries
CCS-2402,243061,,Mk10,23:00:00 22-Jun-2024,,,,0.8,19.0,TimeSeries
CCS-2402,243061,,Mk10,15:00:00 23-Jun-2024,,,,0.0,18.1,Status
CCS-2402,243061,,Mk10,12:00:00 24-Jun-2024,,,,0.0,17.6,Status
CCS-2402,243061,,Mk10,13:00:00 24-Jun-2024,,,,0.0,17.6,Status
CCS-2402,243061,,Mk10,12:00:00 25-Jun-2024,,,,1.0,16.3,TimeSeries
CCS-2402,243061,,Mk10,13:00:00 25-Jun-2024,,,,1.0,15.5,TimeSeries
CCS-2402,243061,,Mk10,00:00:00 27-Jun-2024,,,,0.0,17.6,Status
CCS-2402,243061,,Mk10,06:00:00 28-Jun-2024,,,,0.8,13.5,TimeSeries
CCS-2402,243061,,Mk10,07:00:00 28-Jun-2024,,,,0.8,14.8,TimeSeries
CCS-2402,243061,,Mk10,08:00:00 28-Jun-2024,,,,1.3,15.9,TimeSeries
CCS-2402,243061,,Mk10,14:00:00 28-Jun-2024,,,,0.8,16.1,TimeSeries
CCS-2402,243061,,Mk10,15:00:00 28-Jun-2024,,,,0.8,16.1,TimeSeries
CCS-2402,243061,,Mk10,15:00:00 30-Jun-2024,,,,0.0,14.4,Status
CCS-2402,243061,,Mk10,11:00:00 03-Jul-2024,,,,0.0,17.0,Status
CCS-2402,243061,,Mk10,09:00:00 07-Jul-2024,,,,0.8,16.0,TimeSeries
CCS-2402,243061,,Mk10,10:00:00 07-Jul-2024,,,,0.8,16.0,TimeSeries
CCS-2402,243061,,Mk10,05:00:00 08-Jul-2024,,,,0.0,16.2,Status
CCS-2402,243061,,Mk10,10:00:00 14-Jul-2024,,,,0.0,15.9,Status
CCS-2402,243061,,Mk10,14:00:00 15-Jul-2024,,,,0.0,19.0,Status
