DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
CCS-2402,243061,,Transmission,Mk10,1,19:45:00 22-Jun-2024,20:20:30 22-Jun-2024,Message,10,,,,2120.000000,2140.000000,,
CCS-2402,243061,,Transmission,Mk10,1,19:45:00 22-Jun-2024,19:50:00 22-Jun-2024,Dive,1,Square,25.5,26.0,299,301,,
CCS-2402,243061,,Transmission,Mk10,1,19:50:00 22-Jun-2024,19:51:24 22-Jun-2024,Surface,,,,,83,85,38,46
CCS-2402,243061,,Transmission,Mk10,1,19:51:24 22-Jun-2024,19:55:54 22-Jun-2024,Dive,1,U,25.5,26.0,269,271,,
CCS-2402,243061,,Transmission,Mk10,1,19:55:54 22-Jun-2024,19:58:04 22-Jun-2024,Surface,,,,,129,131,71,59
CCS-2402,243061,,Transmission,Mk10,1,19:58:04 22-Jun-2024,20:04:18 22-Jun-2024,Dive,1,Square,25.5,26.0,373,375,,
CCS-2402,243061,,Transmission,Mk10,1,20:04:18 22-Jun-2024,20:06:52 22-Jun-2024,Surface,,,,,153,155,84,70
CCS-2402,243061,,Transmission,Mk10,1,20:06:52 22-Jun-2024,20:11:08 22-Jun-2024,Dive,1,V,22.0,22.0,255,257,,
CCS-2402,243061,,Transmission,Mk10,1,20:11:08 22-Jun-2024,20:14:36 22-Jun-2024,Surface,,,,,207,209,121,87
CCS-2402,243061,,Transmission,Mk10,1,20:14:36 22-Jun-2024,20:18:58 22-Jun-2024,Dive,1,U,18.0,18.0,261,263,,
CCS-2402,243061,,Transmission,Mk10,1,20:18:58 22-Jun-2024,20:20:30 22-Jun-2024,Surface,,,,,91,93,42,50
CCS-2402,243061,,Transmission,Mk10,2,21:35:00 22-Jun-2024,22:38:38 22-Jun-2024,Message,10,,,,3808.000000,3828.000000,,
CCS-2402,243061,,Transmission,Mk10,2,21:35:00 22-Jun-2024,21:39:14 22-Jun-2024,Dive,1,V,26.5,27.0,253,255,,
CCS-2402,243061,,Transmission,Mk10,2,21:39:14 22-Jun-2024,22:14:44 22-Jun-2024,Surface,,,,,2129,2131,550,1580
CCS-2402,243061,,Transmission,Mk10,2,22:14:44 22-Jun-2024,22:18:40 22-Jun-2024,Dive,1,U,19.5,19.5,235,237,,
CCS-2402,243061,,Transmission,Mk10,2,22:18:40 22-Jun-2024,22:21:38 22-Jun-2024,Surface,,,,,177,179,115,63
CCS-2402,243061,,Transmission,Mk10,2,22:21:38 22-Jun-2024,22:24:48 22-Jun-2024,Dive,1,V,20.0,20.0,189,191,,
CCS-2402,243061,,Transmission,Mk10,2,22:24:48 22-Jun-2024,22:27:52 22-Jun-2024,Surface,,,,,183,185,113,71
