DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
CCS-2402,243061,,Transmission,Mk10,2,14:00:00 22-Jun-2024,15:00:00 22-Jun-2024,,,,0.0,0.00,21.5,0.00,5.3,0.00,18.4,0.00,,,
CCS-2402,243061,,Transmission,Mk10,3,15:00:00 22-Jun-2024,16:00:00 22-Jun-2024,,,,0.0,0.00,33.0,0.25,5.3,0.00,18.4,0.00,,,
CCS-2402,243061,,Transmission,Mk10,1,16:00:00 22-Jun-2024,17:00:00 22-Jun-2024,,,,0.5,0.00,34.0,0.25,,,,,,,
CCS-2402,243061,,Transmission,Mk10,2,17:00:00 22-Jun-2024,18:00:00 22-Jun-2024,,,,0.0,0.00,28.0,0.25,5.2,0.00,18.6,0.00,,,
CCS-2402,243061,,Transmission,Mk10,3,19:00:00 22-Jun-2024,20:00:00 22-Jun-2024,,,,0.0,0.00,34.0,0.25,,,,,,,
CCS-2402,243061,,Transmission,Mk10,2,20:00:00 22-Jun-2024,21:00:00 22-Jun-2024,,,,0.5,0.00,30.0,0.25,5.0,0.00,19.5,0.00,,,
CCS-2402,243061,,Transmission,Mk10,1,21:00:00 22-Jun-2024,22:00:00 22-Jun-2024,,,,0.0,0.00,26.0,0.25,,,,,,,
CCS-2402,243061,,Transmission,Mk10,3,22:00:00 22-Jun-2024,23:00:00 22-Jun-2024,,,,0.5,0.00,25.0,0.25,5.3,0.00,19.5,0.00,,,
CCS-2402,243061,,Transmission,Mk10,3,23:00:00 22-Jun-2024,00:00:00 23-Jun-2024,,,,,,,,5.9,0.00,19.4,0.00,,,
CCS-2402,243061,,Transmission,Mk10,2,06:00:00 25-Jun-2024,07:00:00 25-Jun-2024,,,,,,,,5.5,0.00,16.9,0.00,,,
CCS-2402,243061,,Transmission,Mk10,1,12:00:00 25-Jun-2024,13:00:00 25-Jun-2024,,,,0.0,0.00,46.0,0.25,5.5,0.00,16.6,0.00,,,
CCS-2402,243061,,Transmission,Mk10,2,13:00:00 25-Jun-2024,14:00:00 25-Jun-2024,,,,,,,,5.5,0.00,16.9,0.00,,,
CCS-2402,243061,,Transmission,Mk10,1,16:00:00 25-Jun-2024,17:00:00 25-Jun-2024,,,,,,,,5.5,0.00,17.3,0.00,,,
CCS-2402,243061,,Transmission,Mk10,1,17:00:00 25-Jun-2024,18:00:00 25-Jun-2024,,,,,,,,5.5,0.00,18.1,0.00,,,
CCS-2402,243061,,Transmission,Mk10,2,21:00:00 25-Jun-2024,22:00:00 25-Jun-2024,,,,0.5,0.00,41.0,0.25,,,,,,,
CCS-2402,243061,,Transmission,Mk10,1,04:00:00 28-Jun-2024,05:00:00 28-Jun-2024,,,,0.5,0.00,19.0,0.00,,,,,,,
CCS-2402,243061,,Transmission,Mk10,1,05:00:00 28-Jun-2024,06:00:00 28-Jun-2024,,,,0.5,0.00,18.5,0.00,,,,,,,
CCS-2402,243061,,Transmission,Mk10,3,06:00:00 28-Jun-2024,07:00:00 28-Jun-2024,,,,0.0,0.00,22.0,0.00,6.3,0.00,16.3,0.00,,,
CCS-2402,243061,,Transmission,Mk10,1,07:00:00 28-Jun-2024,08:00:00 28-Jun-2024,,,,0.0,0.00,31.0,0.25,5.7,0.00,16.3,0.00,,,
CCS-2402,243061,,Transmission,Mk10,1,11:00:00 28-Jun-2024,12:00:00 28-Jun-2024,,,,0.5,0.00,26.0,0.25,,,,,,,
CCS-2402,243061,,Transmission,Mk10,1,12:00:00 28-Jun-2024,13:00:00 28-Jun-2024,,,,0.5,0.00,33.0,0.25,,,,,,,
CCS-2402,243061,,Transmission,Mk10,1,14:00:00 28-Jun-2024,15:00:00 28-Jun-2024,,,,0.5,0.00,26.0,0.25,6.6,0.00,16.4,0.00,,,
CCS-2402,243061,,Transmission,Mk10,1,16:00:00 28-Jun-2024,17:00:00 28-Jun-2024,,,,0.0,0.00,36.0,0.25,,,,,,,
CCS-2402,243061,,Transmission,Mk10,1,17:00:00 28-Jun-2024,18:00:00 28-Jun-2024,,,,0.0,0.00,39.0,0.25,,,,,,,
