DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
CCS-2402,243061,Mk10,DS,8,0,6,84,19,15:16:51 22-Jun-2024,NP,0,46.7278,-92.5579,46.7278,-92.5579,40,,401677712,-119
CCS-2402,243061,Mk10,DS,2,0,1,114,114,15:26:25 22-Jun-2024,O3,B,42.1854,-70.4123,42.1854,-70.4123,6,,401677679,-131
CCS-2402,243061,Mk10,DS,4,0,3,119,39,15:42:57 22-Jun-2024,MC,0,42.2054,-70.4754,42.2054,-70.4754,46,,401677686,-124
CCS-2402,243061,Mk10,DS,2,0,0,90,90,16:27:07 22-Jun-2024,NN,B,42.2000,-70.4492,42.2000,-70.4492,8,,401677663,-129
CCS-2402,243061,Mk10,DS,2,0,0,400,400,17:05:36 22-Jun-2024,O3,B,42.2481,-70.4052,42.2481,-70.4052,6,,401677698,-115
CCS-2402,243061,Mk10,DS,2,0,0,336,336,19:41:39 22-Jun-2024,CS,B,42.2523,-70.3481,42.2523,-70.3481,8,,401677697,-132
CCS-2402,243061,Mk10,DS,4,0,3,128,55,21:17:33 22-Jun-2024,CS,0,42.1561,-70.3385,42.1561,-70.3385,57,,401677718,-114
CCS-2402,243061,Mk10,DS,1,0,1,,,21:47:23 22-Jun-2024,SR,B,42.1546,-70.3418,42.1546,-70.3418,6,,401677735,-134
CCS-2402,243061,Mk10,DS,8,0,3,76,15,22:13:20 22-Jun-2024,NK,0,42.0916,-70.4626,42.0916,-70.4626,46,,401677703,-128
CCS-2402,243061,Mk10,DS,1,0,1,,,22:32:41 22-Jun-2024,A1,B,42.1296,-70.3433,42.1296,-70.3433,5,,401677782,-136
CCS-2402,243061,Mk10,DS,2,0,1,244,244,23:23:11 22-Jun-2024,SR,B,42.1026,-70.5839,42.1026,-70.5839,8,,401677718,-123
CCS-2402,243061,Mk10,DS,2,0,2,492,492,23:53:51 22-Jun-2024,NK,B,42.1462,-70.5344,42.1462,-70.5344,8,,401677709,-125
CCS-2402,243061,Mk10,DS,1,0,1,,,00:03:14 23-Jun-2024,A1,B,42.0995,-70.6282,42.0995,-70.6282,8,,401677692,-139
CCS-2402,243061,Mk10,DS,1,0,1,,,00:36:03 23-Jun-2024,MB,B,42.0973,-70.6707,42.0973,-70.6707,8,,401677698,-134
CCS-2402,243061,Mk10,DS,2,0,1,301,301,01:03:04 23-Jun-2024,NP,B,42.1632,-70.4417,42.1632,-70.4417,,,401677746,-122
CCS-2402,243061,Mk10,DS,1,0,0,,,01:03:04 23-Jun-2024,SR,B,42.1101,-70.6507,42.1101,-70.6507,6,,401677688,-131
CCS-2402,243061,Mk10,DS,1,0,1,,,01:33:20 23-Jun-2024,MC,B,42.1773,-70.5115,42.1773,-70.5115,7,,401677719,-124
CCS-2402,243061,Mk10,DS,2,0,2,34,34,02:17:05 23-Jun-2024,NN,B,42.2286,-70.6653,42.2286,-70.6653,8,,401677654,-130
CCS-2402,243061,Mk10,DS,1,0,0,,,02:40:15 23-Jun-2024,O3,B,42.2482,-70.6939,42.2482,-70.6939,6,,401677692,-131
CCS-2402,243061,Mk10,DS,3,0,2,41,16,02:50:09 23-Jun-2024,NP,A,42.2135,-70.7367,42.2135,-70.7367,4,,401677745,-132
CCS-2402,243061,Mk10,DS,3,0,1,92,92,03:12:17 23-Jun-2024,MC,A,42.3190,-70.3069,42.3190,-70.3069,6,,401677682,-122
CCS-2402,243061,Mk10,DS,1,0,1,,,03:57:15 23-Jun-2024,NN,B,42.3331,-70.3902,42.3331,-70.3902,6,,401677712,-130
CCS-2402,243061,Mk10,DS,1,0,0,,,09:01:29 23-Jun-2024,SR,B,42.3136,-70.9088,42.3136,-70.9088,8,,401677663,-120
CCS-2402,243061,Mk10,DS,2,0,1,214,214,09:23:53 23-Jun-2024,CS,B,42.4609,-70.2884,42.4609,-70.2884,6,,401677690,-129
CCS-2402,243061,Mk10,DS,4,0,1,16,14,10:39:28 23-Jun-2024,SR,0,42.4748,-70.2801,42.4748,-70.2801,47,,401677711,-121
CCS-2402,243061,Mk10,DS,4,0,1,16,14,10:39:53 23-Jun-2024,A1,0,42.4863,-70.3472,42.4863,-70.3472,46,,401677709,-122
CCS-2402,243061,Mk10,DS,5,0,2,85,15,11:05:09 23-Jun-2024,CS,0,42.4451,-70.3677,42.4451,-70.3677,46,,401677690,-134
CCS-2402,243061,Mk10,DS,5,0,3,102,55,12:08:48 23-Jun-2024,NK,0,42.5807,-70.5179,42.5807,-70.5179,46,,401677720,-120
CCS-2402,243061,Mk10,DS,4,0,1,113,33,13:24:32 23-Jun-2024,NP,0,42.6831,-70.4905,42.6831,-70.4905,48,,401677709,-124
CCS-2402,243061,Mk10,DS,1,0,1,,,13:42:18 23-Jun-2024,MC,B,42.6954,-70.5146,42.6954,-70.5146,6,,401677705,-130
CCS-2402,243061,Mk10,DS,3,0,1,69,47,14:31:51 23-Jun-2024,MB,A,42.7358,-70.5259,42.7358,-70.5259,6,,401677739,-123
CCS-2402,243061,Mk10,DS,2,0,0,93,93,14:32:22 23-Jun-2024,NN,B,42.7397,-70.6396,42.7397,-70.6396,6,,401677700,-129
CCS-2402,243061,Mk10,DS,1,0,0,,,15:04:09 23-Jun-2024,NP,B,42.6634,-70.6433,42.6634,-70.6433,8,,401677691,-129
CCS-2402,243061,Mk10,DS,4,0,1,45,28,15:24:48 23-Jun-2024,MC,1,42.7247,-70.5607,42.7247,-70.5607,56,,401677740,-115
CCS-2402,243061,Mk10,DS,4,0,3,197,20,16:09:24 23-Jun-2024,NN,0,42.7340,-70.7402,42.7340,-70.7402,48,,401677701,-127
CCS-2402,243061,Mk10,DS,3,0,0,125,27,16:21:56 23-Jun-2024,O3,A,42.7600,-70.6426,42.7600,-70.6426,6,,401677708,-122
CCS-2402,243061,Mk10,DS,2,0,2,42,42,17:02:40 23-Jun-2024,MC,B,42.8661,-70.6982,42.8661,-70.6982,6,,401677726,-132
CCS-2402,243061,Mk10,DS,2,0,1,253,253,17:53:24 23-Jun-2024,NN,B,42.9196,-70.7958,42.9196,-70.7958,8,,401677740,-135
CCS-2402,243061,Mk10,DS,2,0,1,30,30,17:57:23 23-Jun-2024,O3,B,42.7960,-70.7232,42.7960,-70.7232,6,,401677697,-130
CCS-2402,243061,Mk10,DS,1,0,1,,,21:13:39 23-Jun-2024,SR,B,42.9242,-70.9582,42.9242,-70.9582,7,,401677752,-137
CCS-2402,243061,Mk10,DS,1,0,1,,,21:46:13 23-Jun-2024,NK,B,42.8137,-70.8130,42.8137,-70.8130,8,,401677706,-131
CCS-2402,243061,Mk10,DS,1,0,0,,,22:04:31 23-Jun-2024,A1,B,42.7898,-70.7648,42.7898,-70.7648,6,,401677722,-140
CCS-2402,243061,Mk10,DS,3,0,2,211,209,22:16:55 23-Jun-2024,CS,A,42.8062,-70.6551,42.8062,-70.6551,6,,401677723,-125
CCS-2402,243061,Mk10,DS,4,0,0,147,17,22:50:08 23-Jun-2024,SR,0,42.7983,-70.6468,42.7983,-70.6468,48,,401677715,-121
CCS-2402,243061,Mk10,DS,4,0,1,135,23,23:28:53 23-Jun-2024,NK,0,42.8072,-70.6822,42.8072,-70.6822,48,,401677717,-119
CCS-2402,243061,Mk10,DS,1,0,0,,,23:31:21 23-Jun-2024,MC,B,42.7856,-70.6413,42.7856,-70.6413,7,,401677730,-132
CCS-2402,243061,Mk10,DS,2,0,2,195,195,23:39:18 23-Jun-2024,A1,B,42.7765,-70.6661,42.7765,-70.6661,6,,401677730,-121
CCS-2402,243061,Mk10,DS,1,0,1,,,00:22:54 24-Jun-2024,NN,B,42.7747,-70.6769,42.7747,-70.6769,6,,401677747,-137
CCS-2402,243061,Mk10,DS,3,0,2,29,19,00:31:49 24-Jun-2024,SR,A,42.8299,-70.5787,42.8299,-70.5787,6,,401677735,-129
CCS-2402,243061,Mk10,DS,1,0,1,,,00:48:31 24-Jun-2024,NP,B,42.8251,-70.5767,42.8251,-70.5767,6,,401677723,-130
CCS-2402,243061,Mk10,DS,1,0,1,,,02:37:30 24-Jun-2024,NP,B,42.7848,-70.5630,42.7848,-70.5630,8,,401677706,-130
CCS-2402,243061,Mk10,DS,4,0,0,105,35,02:48:16 24-Jun-2024,MC,1,42.7825,-70.6579,42.7825,-70.6579,56,,401677735,-121
CCS-2402,243061,Mk10,DS,5,0,1,52,16,10:06:25 24-Jun-2024,SR,0,42.7826,-70.7266,42.7826,-70.7266,48,,401677745,-129
CCS-2402,243061,Mk10,DS,4,0,0,64,29,10:16:16 24-Jun-2024,A1,0,42.7748,-70.6608,42.7748,-70.6608,46,,401677720,-117
CCS-2402,243061,Mk10,DS,4,0,3,187,50,10:21:36 24-Jun-2024,CS,0,42.7931,-70.6315,42.7931,-70.6315,46,,401677716,-129
CCS-2402,243061,Mk10,DS,5,0,0,113,32,11:40:07 24-Jun-2024,NK,0,42.7130,-70.5529,42.7130,-70.5529,48,,401677695,-128
CCS-2402,243061,Mk10,DS,1,0,1,,,11:49:19 24-Jun-2024,A1,B,42.7632,-70.6233,42.7632,-70.6233,8,,401677695,-140
CCS-2402,243061,Mk10,DS,1,0,1,,,11:50:12 24-Jun-2024,SR,B,42.7667,-70.6220,42.7667,-70.6220,6,,401677710,-133
CCS-2402,243061,Mk10,DS,2,0,1,16,16,11:59:32 24-Jun-2024,CS,B,42.7557,-70.6232,42.7557,-70.6232,6,,401677721,-135
CCS-2402,243061,Mk10,DS,2,0,1,62,62,13:14:38 24-Jun-2024,NP,B,42.7312,-70.5928,42.7312,-70.5928,8,,401677695,-128
CCS-2402,243061,Mk10,DS,2,0,0,22,22,13:20:59 24-Jun-2024,NK,B,42.8032,-70.5262,42.8032,-70.5262,6,,401677792,-125
CCS-2402,243061,Mk10,DS,1,0,0,,,14:11:02 24-Jun-2024,MB,B,42.7519,-70.5558,42.7519,-70.5558,8,,401677673,-123
CCS-2402,243061,Mk10,DS,1,0,1,,,14:22:05 24-Jun-2024,NN,B,42.7567,-70.5563,42.7567,-70.5563,6,,401677685,-133
CCS-2402,243061,Mk10,DS,2,0,0,126,126,14:53:44 24-Jun-2024,NP,B,42.7533,-70.5393,42.7533,-70.5393,7,,401677693,-120
CCS-2402,243061,Mk10,DS,1,0,0,,,15:07:08 24-Jun-2024,MC,B,42.7555,-70.5396,42.7555,-70.5396,6,,401677688,-110
CCS-2402,243061,Mk10,DS,1,0,0,,,15:39:30 24-Jun-2024,O3,B,42.7542,-70.5268,42.7542,-70.5268,7,,401677697,-136
