DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
CCS-2402,243061,,Mk10,14:00:00 22-Jun-2024,,,,0.000000,0.000000,Fast-GPS,19.500000,1.750000,TimeSeries
CCS-2402,243061,,Mk10,15:00:00 22-Jun-2024,,,,0.000000,0.000000,Fast-GPS,30.750000,2.500000,TimeSeries
CCS-2402,243061,,Mk10,16:00:00 22-Jun-2024,,,,0.750000,0.500000,TimeSeries,31.750000,3.000000,TimeSeries
CCS-2402,243061,,Mk10,17:00:00 22-Jun-2024,,,,0.750000,0.500000,TimeSeries,17.750000,2.000000,TimeSeries
CCS-2402,243061,,Mk10,19:00:00 22-Jun-2024,,,,0.000000,0.000000,Behavior,31.500000,3.250000,TimeSeries
CCS-2402,243061,,Mk10,20:00:00 22-Jun-2024,,,,0.000000,0.000000,Behavior,28.500000,2.250000,TimeSeries
CCS-2402,243061,,Mk10,21:00:00 22-Jun-2024,,,,0.000000,0.000000,Behavior,26.750000,0.250000,Behavior
CCS-2402,243061,,Mk10,22:00:00 22-Jun-2024,,,,0.000000,0.000000,Behavior,21.000000,0.000000,Behavior
CCS-2402,243061,,Mk10,23:00:00 22-Jun-2024,,,,0.000000,0.000000,Behavior,13.500000,0.000000,Behavior
CCS-2402,243061,,Mk10,00:00:00 23-Jun-2024,,,,0.000000,0.000000,Behavior,16.000000,0.000000,Behavior
CCS-2402,243061,,Mk10,01:00:00 23-Jun-2024,,,,0.000000,0.000000,Behavior,13.500000,0.000000,Behavior
CCS-2402,243061,,Mk10,04:00:00 23-Jun-2024,,,,0.000000,0.000000,Behavior,25.750000,0.250000,Behavior
CCS-2402,243061,,Mk10,05:00:00 23-Jun-2024,,,,0.000000,0.000000,Behavior,21.500000,0.000000,Behavior
CCS-2402,243061,,Mk10,06:00:00 23-Jun-2024,,,,0.000000,0.000000,Behavior,17.000000,0.000000,Behavior
CCS-2402,243061,,Mk10,07:00:00 23-Jun-2024,,,,0.000000,0.000000,Behavior,18.000000,0.000000,Behavior
CCS-2402,243061,,Mk10,08:00:00 23-Jun-2024,,,,0.000000,0.000000,Behavior,8.000000,0.000000,Behavior
CCS-2402,243061,,Mk10,10:00:00 23-Jun-2024,,,,0.000000,0.000000,Fast-GPS,,,
CCS-2402,243061,,Mk10,11:00:00 23-Jun-2024,,,,0.000000,0.000000,Fast-GPS,,,
CCS-2402,243061,,Mk10,13:00:00 23-Jun-2024,,,,0.000000,0.000000,Status,32.750000,0.250000,Behavior
CCS-2402,243061,,Mk10,15:00:00 23-Jun-2024,,,,0.000000,0.000000,Status,,,
CCS-2402,243061,,Mk10,16:00:00 23-Jun-2024,,,,0.000000,0.000000,Behavior,17.000000,0.000000,Behavior
CCS-2402,243061,,Mk10,17:00:00 23-Jun-2024,,,,0.000000,0.000000,Behavior,18.500000,0.000000,Behavior
CCS-2402,243061,,Mk10,18:00:00 23-Jun-2024,,,,0.000000,0.000000,Fast-GPS,,,
CCS-2402,243061,,Mk10,20:00:00 23-Jun-2024,,,,0.000000,0.000000,Fast-GPS,,,
CCS-2402,243061,,Mk10,22:00:00 23-Jun-2024,,,,0.000000,0.000000,Behavior,22.500000,0.000000,Behavior
CCS-2402,243061,,Mk10,23:00:00 23-Jun-2024,,,,0.000000,0.000000,Behavior,24.000000,0.000000,Behavior
CCS-2402,243061,,Mk10,06:00:00 24-Jun-2024,,,,0.000000,0.000000,Fast-GPS,,,
CCS-2402,243061,,Mk10,07:00:00 24-Jun-2024,,,,16.000000,0.000000,Behavior,16.000000,0.000000,Behavior
CCS-2402,243061,,Mk10,08:00:00 24-Jun-2024,,,,0.000000,0.000000,Behavior,,,
CCS-2402,243061,,Mk10,11:00:00 24-Jun-2024,,,,0.000000,0.000000,Status,34.750000,0.250000,Behavior
CCS-2402,243061,,Mk10,12:00:00 24-Jun-2024,,,,0.000000,0.000000,Fast-GPS,,,
CCS-2402,243061,,Mk10,13:00:00 24-Jun-2024,,,,0.000000,0.000000,Status,,,
CCS-2402,243061,,Mk10,15:00:00 24-Jun-2024,,,,0.000000,0.000000,Fast-GPS,,,
CCS-2402,243061,,Mk10,22:00:00 24-Jun-2024,,,,0.000000,0.000000,Status,,,
CCS-2402,243061,,Mk10,06:00:00 25-Jun-2024,,,,0.000000,0.000000,Fast-GPS,,,
CCS-2402,243061,,Mk10,07:00:00 25-Jun-2024,,,,0.000000,0.000000,Behavior,12.500000,0.000000,Behavior
CCS-2402,243061,,Mk10,08:00:00 25-Jun-2024,,,,0.000000,0.000000,Behavior,38.750000,0.250000,Behavior
CCS-2402,243061,,Mk10,10:00:00 25-Jun-2024,,,,0.000000,0.000000,Fast-GPS,,,
CCS-2402,243061,,Mk10,11:00:00 25-Jun-2024,,,,0.000000,0.000000,Behavior,18.000000,0.000000,Behavior
CCS-2402,243061,,Mk10,12:00:00 25-Jun-2024,,,,0.000000,0.000000,Behavior,45.750000,0.250000,Behavior
CCS-2402,243061,,Mk10,16:00:00 25-Jun-2024,,,,0.000000,0.000000,Behavior,27.750000,0.250000,Behavior
CCS-2402,243061,,Mk10,17:00:00 25-Jun-2024,,,,0.000000,0.000000,Behavior,40.750000,0.250000,Behavior
CCS-2402,243061,,Mk10,21:00:00 25-Jun-2024,,,,0.750000,0.500000,TimeSeries,38.250000,4.500000,TimeSeries
CCS-2402,243061,,Mk10,22:00:00 25-Jun-2024,,,,0.000000,0.000000,Behavior,36.750000,0.250000,Behavior
CCS-2402,243061,,Mk10,23:00:00 25-Jun-2024,,,,0.000000,0.000000,Behavior,36.750000,0.250000,Behavior
CCS-2402,243061,,Mk10,02:00:00 26-Jun-2024,,,,0.000000,0.000000,Fast-GPS,,,
CCS-2402,243061,,Mk10,05:00:00 26-Jun-2024,,,,0.000000,0.000000,Behavior,,,
CCS-2402,243061,,Mk10,06:00:00 26-Jun-2024,,,,0.000000,0.000000,Behavior,27.750000,0.250000,Behavior
CCS-2402,243061,,Mk10,07:00:00 26-Jun-2024,,,,0.000000,0.000000,Behavior,31.750000,0.250000,Behavior
CCS-2402,243061,,Mk10,08:00:00 26-Jun-2024,,,,0.000000,0.000000,Behavior,4.000000,0.000000,Behavior
CCS-2402,243061,,Mk10,12:00:00 26-Jun-2024,,,,0.000000,0.000000,Behavior,38.750000,0.250000,Behavior
CCS-2402,243061,,Mk10,13:00:00 26-Jun-2024,,,,0.000000,0.000000,Behavior,32.750000,0.250000,Behavior
CCS-2402,243061,,Mk10,14:00:00 26-Jun-2024,,,,0.000000,0.000000,Behavior,40.750000,0.250000,Behavior
CCS-2402,243061,,Mk10,20:00:00 26-Jun-2024,,,,0.000000,0.000000,Fast-GPS,,,
CCS-2402,243061,,Mk10,00:00:00 27-Jun-2024,,,,0.000000,0.000000,Status,,,
