Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
CCS-0187,04-Jul-2022,18:11:28,1,185.000000,90,51,0,4,,,,,,,,,,,,,,,15,6,12180,,,,9,29738,,,,19,28338,,,,11,2434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,05-Jul-2022,07:21:01,1,185.000000,92,91,0,4,,,,,,,,,,,,,,,15,31,8322,,,,27,31780,,,,8,29260,,,,26,7734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,07-Jul-2022,17:01:21,2,185.000000,110,236,0,4,,,,,,,,,,,,,,,15,19,8070,,,,17,1242,,,,4,11306,,,,6,9700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,10-Jul-2022,12:15:40,1,186.000000,124,429,0,4,,,,,,,,,,,,,,,15,7,16237,,,,21,9440,,,,3,32505,,,,30,31777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,10-Jul-2022,15:59:24,1,186.000000,125,440,0,4,,,,,,,,,,,,,,,15,20,24931,,,,2,9842,,,,12,9904,,,,11,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,11-Jul-2022,15:08:57,1,186.000000,129,510,0,4,,,,,,,,,,,,,,,15,2,21321,,,,24,17908,,,,11,25307,,,,6,8574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,12-Jul-2022,04:23:42,1,186.000000,132,552,0,5,,,,,,,,,,,,,,,15,32,27172,,,,25,10322,,,,31,19352,,,,22,15928,,,,29,28105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,14-Jul-2022,21:25:09,1,187.000000,140,754,0,4,,,,,,,,,,,,,,,15,29,30584,,,,18,24910,,,,23,4399,,,,15,30282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,15-Jul-2022,23:02:55,1,187.000000,143,832,0,4,,,,,,,,,,,,,,,15,10,32126,,,,15,21506,,,,28,13416,,,,13,21050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,16-Jul-2022,08:36:33,1,187.000000,144,853,0,4,,,,,,,,,,,,,,,15,7,17966,,,,16,26866,,,,30,8508,,,,27,31657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,19-Jul-2022,14:02:52,1,187.000000,150,1090,0,4,,,,,,,,,,,,,,,15,11,8774,,,,2,25376,,,,28,24830,,,,6,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,28-Jul-2022,07:36:23,2,189.000000,156,1185,0,4,,,,,,,,,,,,,,,15,16,17761,,,,27,9235,,,,26,27636,,,,18,20784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,01-Aug-2022,10:34:49,1,189.000000,158,1223,0,4,,,,,,,,,,,,,,,15,8,760,,,,21,11831,,,,1,27815,,,,28,14760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,01-Aug-2022,18:43:21,1,189.000000,159,1247,0,4,,,,,,,,,,,,,,,15,5,24185,,,,13,2541,,,,2,8952,,,,20,22767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,02-Aug-2022,19:05:51,1,189.000000,160,1307,0,4,,,,,,,,,,,,,,,15,2,16583,,,,13,27581,,,,11,2442,,,,20,22478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,05-Aug-2022,09:39:01,1,189.000000,161,1475,0,4,,,,,,,,,,,,,,,15,17,29103,,,,19,18060,,,,7,13408,,,,30,3136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0187,06-Aug-2022,11:34:27,1,189.000000,162,1552,0,4,,,,,,,,,,,,,,,15,19,31925,,,,24,8106,,,,28,2177,,,,17,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
